location_lat,location_lon,keyword
42.26931,93.55493,trying
42.26931,93.55493,worst
42.26931,93.55493,ever
42.26931,93.55493,coming
42.26931,93.55493,off
42.22125,93.53775,lol
42.22125,93.53775,tweet
42.22125,93.53775,church
42.22125,93.53775,while
42.22125,93.53775,morning
42.22125,93.53775,twitter
42.22125,93.53775,always
42.22125,93.53775,sunday
42.22125,93.53775,live
42.22125,93.53775,afternoon
42.22125,93.53775,cause
42.22921,93.19706,wtf
42.23068,93.37719,wants
42.23068,93.37719,know
42.23068,93.37719,look
42.23068,93.37719,always
42.23068,93.37719,everyone
42.23068,93.37719,them
42.23068,93.37719,market
42.23068,93.37719,tell
42.21152,93.38438,nice
42.21152,93.38438,making
42.21152,93.38438,woke
42.21152,93.38438,breakfast
42.21152,93.38438,wife
42.20857,93.35442,drink
42.20857,93.35442,need
42.20857,93.35442,over
42.20857,93.35442,before
42.20857,93.35442,its
42.20857,93.35442,getting
42.20857,93.35442,cold
42.20857,93.35442,heat
42.20857,93.35442,coffee
42.20857,93.35442,til
42.20857,93.35442,hmmm
42.22449,93.50021,post
42.22449,93.50021,dat
42.23481,93.32646,sometimes
42.23481,93.32646,order
42.23481,93.32646,air
42.23481,93.32646,saying
42.2239,93.34843,beginning
42.2239,93.34843,everything
42.2239,93.34843,from
42.2239,93.34843,end
42.2239,93.34843,very
42.2239,93.34843,life
42.18587,93.38238,feels
42.18587,93.38238,done
42.18587,93.38238,want
42.20444,93.37999,timeline
42.20444,93.37999,watchin
42.27373,93.45827,thinking
42.27373,93.45827,cant
42.27373,93.45827,her
42.27373,93.45827,stop
42.24189,93.34084,new
42.24189,93.34084,men
42.24189,93.34084,into
42.24189,93.34084,shows
42.24189,93.34084,point
42.24189,93.34084,office
42.24189,93.34084,feel
42.24189,93.34084,case
42.24189,93.34084,summer
42.24189,93.34084,mad
42.24189,93.34084,only
42.21859,93.33325,too
42.21859,93.33325,small
42.21859,93.33325,big
42.21859,93.33325,ever
42.21859,93.33325,dream
42.22449,93.33685,believe
42.22449,93.33685,vote
42.22449,93.33685,country
42.22449,93.33685,right
42.20533,93.38039,war
42.20533,93.38039,nothing
42.20533,93.38039,absolutely
42.23569,93.32447,also
42.23569,93.32447,store
42.23569,93.32447,line
42.23569,93.32447,secret
42.23569,93.32447,back
42.22272,93.36361,some
42.22272,93.36361,haha
42.29319,93.34124,sad
42.29319,93.34124,different
42.29319,93.34124,kid
42.29319,93.34124,from
42.29319,93.34124,news
42.29319,93.34124,voice
42.29319,93.34124,tell
42.29319,93.34124,special
42.20503,93.3049,crazy
42.20503,93.3049,place
42.20503,93.3049,drive
42.20503,93.3049,touch
42.20503,93.3049,heart
42.20503,93.3049,woman
42.20503,93.3049,her
42.20503,93.3049,will
42.23687,93.36561,way
42.23687,93.36561,best
42.23687,93.36561,morning
42.23687,93.36561,should
42.23687,93.36561,something
42.23687,93.36561,start
42.21034,93.42192,starbucks
42.21034,93.42192,goes
42.21034,93.42192,well
42.21918,93.33046,times
42.21918,93.33046,thru
42.24189,93.33965,season
42.24189,93.33965,due
42.24189,93.33965,come
42.24189,93.33965,mind
42.24189,93.33965,will
42.24189,93.33965,through
42.23157,93.55732,dis
42.23157,93.55732,possibly
42.23157,93.55732,new
42.23157,93.55732,its
42.23157,93.55732,until
42.23157,93.55732,world
42.23157,93.55732,each
42.23157,93.55732,dat
42.22331,93.30929,track
