location_lat,location_lon,keyword
42.21063,93.54095,still
42.28582,93.24938,being
42.28582,93.24938,after
42.28582,93.24938,hair
42.22167,93.36094,wow
42.22167,93.36094,pretty
42.22167,93.36094,convention
42.22167,93.36094,sham
42.22167,93.36094,amazing
42.21889,93.33645,own
42.21889,93.33645,her
42.18616,93.4375,red
42.18616,93.4375,middle
42.18616,93.4375,blue
42.17643,93.20424,music
42.17643,93.20424,caught
42.17643,93.20424,traffic
42.2293,93.34421,filled
42.2293,93.34421,anyone
42.2293,93.34421,needs
42.2293,93.34421,could
42.2293,93.34421,will
42.2293,93.34421,convention
42.2293,93.34421,sham
42.2293,93.34421,better
42.2293,93.34421,wow
42.26872,93.2326,school
42.26872,93.2326,because
42.26872,93.2326,didn
42.26872,93.2326,finish
42.26872,93.2326,sick
42.26872,93.2326,social
42.26872,93.2326,only
42.2124,93.39397,over
42.2124,93.39397,always
42.2124,93.39397,take
42.2124,93.39397,except
42.2124,93.39397,car
42.25545,93.51459,who
42.25545,93.51459,business
42.25545,93.51459,guess
42.25545,93.51459,follow
42.25545,93.51459,wrong
42.25545,93.51459,people
42.25545,93.51459,don
42.25545,93.51459,internet
42.25545,93.51459,them
42.25545,93.51459,tell
42.2239,93.28572,watchin
42.2239,93.28572,lol
42.2239,93.28572,august
42.2239,93.28572,alone
42.2239,93.28572,its
42.2239,93.28572,home
42.2239,93.28572,christmas
42.2239,93.28572,movie
42.2354,93.49022,think
42.2354,93.49022,after
42.2354,93.49022,tweet
42.2354,93.49022,before
42.2354,93.49022,actually
42.2354,93.49022,study
42.2354,93.49022,anyway
42.2354,93.49022,had
42.27638,93.41473,gonna
42.27638,93.41473,hot
42.27638,93.41473,still
42.27638,93.41473,album
42.27638,93.41473,want
42.27638,93.41473,next
42.21122,93.38917,miss
42.21122,93.38917,thing
42.21122,93.38917,call
42.21122,93.38917,voice
42.21122,93.38917,cause
42.21122,93.38917,dont
42.23304,93.34364,weekend
42.23304,93.34364,done
42.23304,93.34364,getting
42.23304,93.34364,hair
42.2867,93.52058,too
42.2867,93.52058,hot
42.2867,93.52058,touch
42.2867,93.52058,got
42.2867,93.52058,cuz
42.24601,93.49901,hello
42.24601,93.49901,tomorrow
42.24601,93.49901,guess
42.19589,93.40355,internet
42.19589,93.40355,amazing
42.19589,93.40355,fast
42.23923,93.34683,difference
42.2814,93.40515,him
42.2814,93.40515,yeah
42.28081,93.54135,letters
42.2127,93.24339,give
42.2127,93.24339,chance
42.21152,93.37719,brain
42.21152,93.37719,may
42.26547,93.19785,big
42.26547,93.19785,enough
42.26547,93.19785,world
42.26547,93.19785,never
42.27343,93.26376,where
42.21653,93.34564,boondocks
42.21653,93.34564,special
42.2867,93.45308,she
42.2867,93.45308,friend
42.2867,93.45308,best
42.2867,93.45308,boyfriend
42.2867,93.45308,wife
42.23776,93.36081,big
42.23776,93.36081,two
42.23776,93.36081,play
42.23776,93.36081,may
42.25427,93.51978,too
42.25427,93.51978,guy
42.25427,93.51978,how
42.25427,93.51978,won
42.25427,93.51978,park
42.25427,93.51978,thats
42.25427,93.51978,games
42.25427,93.51978,bad
42.25427,93.51978,dude
42.25427,93.51978,only
42.24248,93.35362,everybody
42.24248,93.35362,here
42.24248,93.35362,than
42.24248,93.35362,their
42.24248,93.35362,august
42.24248,93.35362,most
42.24248,93.35362,month
42.24248,93.35362,christmas
42.24248,93.35362,more
42.24248,93.35362,even
42.24248,93.35362,mama
42.24248,93.35362,finally
42.26282,93.45228,ain
42.26282,93.45228,bout
42.26282,93.45228,problem
42.21682,93.40635,who
42.21682,93.40635,anyone
42.21682,93.40635,know
42.21682,93.40635,well
42.21682,93.40635,give
42.21682,93.40635,pretty
42.21682,93.40635,listen
42.21682,93.40635,them
42.21682,93.40635,amazing
42.2242,93.3736,most
42.2242,93.3736,nap
42.23953,93.33206,van
42.18705,93.39836,would
42.18705,93.39836,happy
42.18705,93.39836,home
42.18705,93.39836,work
42.18705,93.39836,break
42.18705,93.39836,will
42.18705,93.39836,soon
42.18705,93.39836,don
42.18705,93.39836,missing
42.24542,93.33605,slow
42.24542,93.33605,some
42.23953,93.33525,way
42.23953,93.33525,too
42.23953,93.33525,much
42.23953,93.33525,hard
42.23953,93.33525,life
42.21889,93.48543,mom
42.21889,93.48543,facebook
42.21889,93.48543,online
42.21889,93.48543,only
42.18734,93.41713,new
42.18321,93.46826,week
42.18321,93.46826,saturday
42.18321,93.46826,fashion
42.22773,93.35722,starbucks
42.22773,93.35722,had
42.22773,93.35722,only
42.22773,93.35722,coffee
42.22773,93.35722,dont
42.22773,93.35722,even
42.22036,93.36601,review
42.22036,93.36601,check
42.20886,93.34923,might
42.20886,93.34923,people
42.20886,93.34923,than
42.19678,93.40435,video
42.21181,93.39636,que
42.23835,93.4363,being
42.23835,93.4363,any
42.23835,93.4363,how
42.23835,93.4363,much
42.23835,93.4363,pretty
42.23835,93.4363,family
42.17112,93.33565,whats
42.20886,93.38997,than
42.20886,93.38997,their
42.20886,93.38997,happy
42.20886,93.38997,well
42.20886,93.38997,kid
42.20886,93.38997,them
42.20886,93.38997,want
42.20886,93.38997,don
42.20886,93.38997,point
42.27402,93.46786,once
42.27402,93.46786,here
42.27402,93.46786,show
42.27402,93.46786,will
42.21358,93.34644,season
42.21358,93.34644,top
42.21358,93.34644,episode
42.21358,93.34644,last
42.21358,93.34644,right
42.16346,93.19666,doing
42.16346,93.19666,him
42.16346,93.19666,gift
42.16346,93.19666,give
42.16346,93.19666,his
42.16346,93.19666,let
42.16346,93.19666,words
42.21329,93.35003,made
42.21329,93.35003,may
42.21329,93.35003,great
42.21329,93.35003,small
42.21329,93.35003,character
42.21329,93.35003,ones
42.1723,93.41793,think
42.1723,93.41793,life
42.22449,93.34324,show
42.22449,93.34324,child
42.22449,93.34324,dinner
42.22449,93.34324,play
42.22449,93.34324,then
42.22449,93.34324,night
42.24071,93.44948,sure
42.24071,93.44948,house
42.24071,93.44948,pretty
42.2127,93.20904,arcade
42.2127,93.20904,listening
42.23098,93.26216,does
42.23098,93.26216,letters
42.17555,93.33725,gonna
42.17555,93.33725,guess
42.17555,93.33725,well
42.17555,93.33725,left
42.17555,93.33725,hand
42.17555,93.33725,right
42.20651,93.35402,echt
42.21859,93.37479,from
42.21859,93.37479,100
42.21859,93.37479,years
42.21859,93.37479,ago
42.23334,93.35922,wanna
42.23334,93.35922,try
42.23334,93.35922,where
42.23334,93.35922,really
42.29525,93.21463,monday
42.29525,93.21463,ready
42.29525,93.21463,must
42.29525,93.21463,talk
42.29525,93.21463,office
42.24277,93.28213,must
42.24277,93.28213,wtf
42.20503,93.35802,lil
42.20503,93.35802,few
42.20503,93.35802,brother
42.20503,93.35802,him
42.20503,93.35802,ago
42.20503,93.35802,asked
42.20503,93.35802,boondocks
42.20503,93.35802,old
42.20503,93.35802,change
42.2354,93.35602,store
42.24012,93.35442,family
42.24012,93.35442,life
42.23569,93.35362,lol
42.23569,93.35362,new
42.27904,93.40315,may
42.27904,93.40315,great
42.27904,93.40315,church
42.27904,93.40315,come
42.27904,93.40315,give
42.27904,93.40315,god
42.27904,93.40315,his
42.27904,93.40315,catch
42.27904,93.40315,holy
42.241,93.32407,yesterday
42.241,93.32407,minutes
42.241,93.32407,morning
42.241,93.32407,from
42.241,93.32407,number
42.241,93.32407,hmm
42.16493,93.42592,laugh
42.22862,93.33286,from
42.22862,93.33286,who
42.22862,93.33286,knew
42.2242,93.503,wtf
42.23687,93.33246,think
42.23687,93.33246,new
42.23687,93.33246,never
42.23687,93.33246,ppl
42.23687,93.33246,getting
42.23687,93.33246,pop
42.23687,93.33246,her
42.23805,93.32846,quero
42.22036,93.3684,wanna
42.22036,93.3684,another
42.22036,93.3684,buy
42.25162,93.31448,live
42.25162,93.31448,happy
42.25162,93.31448,make
42.25162,93.31448,people
42.25162,93.31448,how
42.25162,93.31448,others
42.25162,93.31448,realize
42.25162,93.31448,don
42.25162,93.31448,important
42.23805,93.43151,sad
42.23805,93.43151,weather
42.23805,93.43151,will
42.23805,93.43151,wear
42.21417,93.39357,see
42.21093,93.25817,starbucks
42.21093,93.25817,here
42.21093,93.25817,where
42.22523,93.34453,large
42.22523,93.34453,filled
42.22523,93.34453,everyone
42.22523,93.34453,convention
42.22523,93.34453,sham
42.22523,93.34453,wow
42.24601,93.33445,who
42.24601,93.33445,many
42.24601,93.33445,thing
42.24601,93.33445,such
42.24601,93.33445,soul
42.24601,93.33445,food
42.24601,93.33445,friends
42.21506,93.3736,week
42.21506,93.3736,big
42.21506,93.3736,deal
42.21506,93.3736,seriously
42.21506,93.3736,shark
42.17938,93.42472,new
42.17938,93.42472,phone
42.17938,93.42472,baby
42.17938,93.42472,got
42.17938,93.42472,friday
42.21594,93.38039,twitter
42.2525,93.44868,know
42.2525,93.44868,worth
42.2525,93.44868,dying
42.2354,93.44269,great
42.21093,93.37639,thing
42.21093,93.37639,white
42.21093,93.37639,next
42.18469,93.33166,asleep
42.18469,93.33166,their
42.18469,93.33166,wake
42.18469,93.33166,might
42.18469,93.33166,find
42.18469,93.33166,them
42.18469,93.33166,hands
42.18469,93.33166,don
42.2124,93.27414,que
42.2124,93.27414,por
42.2814,93.31928,which
42.2814,93.31928,those
42.2814,93.31928,does
42.2814,93.31928,who
42.2814,93.31928,man
42.2814,93.31928,things
42.24896,93.34723,oil
42.24896,93.34723,spill
42.24896,93.34723,because
42.24896,93.34723,will
42.21004,93.32407,sign
42.21004,93.32407,watch
42.21004,93.32407,experience
42.21004,93.32407,their
42.1953,93.32047,missing
42.1953,93.32047,off
42.1953,93.32047,computer
42.21948,93.35602,does
42.21948,93.35602,loud
42.21948,93.35602,still
42.21948,93.35602,dad
42.21948,93.35602,always
42.21948,93.35602,went
42.21948,93.35602,bed
42.19324,93.35283,doing
42.19324,93.35283,know
42.19324,93.35283,work
42.19324,93.35283,success
42.19324,93.35283,play
42.19324,93.35283,don
42.22331,93.35482,song
42.22331,93.35482,hot
42.22331,93.35482,greatest
42.24719,93.42192,name
42.28611,93.4383,star
42.28611,93.4383,best
42.24454,93.46466,big
42.2068,93.52777,trying
42.2068,93.52777,half
42.2068,93.52777,morning
42.2068,93.52777,really
42.2068,93.52777,wife
42.24277,93.34564,every
42.24277,93.34564,how
42.24277,93.34564,our
42.24277,93.34564,church
42.24277,93.34564,much
42.24277,93.34564,again
42.24277,93.34564,months
42.24277,93.34564,living
42.22832,93.34644,how
42.22832,93.34644,hey
42.22832,93.34644,goin
42.22832,93.34644,world
42.22832,93.34644,justin
42.24366,93.41993,white
42.29673,93.30649,bus
42.29673,93.30649,take
42.23953,93.34004,doing
42.23953,93.34004,great
42.23953,93.34004,watching
42.23953,93.34004,morning
42.23953,93.34004,kids
42.23953,93.34004,bed
42.23746,93.34284,look
42.23746,93.34284,state
42.23746,93.34284,inside
42.22773,93.28772,long
42.22773,93.28772,lost
42.22773,93.28772,room
42.22773,93.28772,telling
42.22773,93.28772,thank
42.22773,93.28772,found
42.22773,93.28772,clean
42.22773,93.28772,lord
42.22858,93.34174,filled
42.22858,93.34174,could
42.22858,93.34174,convention
42.22858,93.34174,any
42.22858,93.34174,sham
42.22858,93.34174,better
42.22858,93.34174,wow
42.22858,93.34174,off
42.22272,93.33086,cannot
42.22272,93.33086,eat
42.22272,93.33086,stupid
42.22272,93.33086,into
42.22272,93.33086,hand
42.21624,93.3728,hear
42.21624,93.3728,walk
42.21624,93.3728,wit
42.21741,93.34803,too
42.21741,93.34803,phone
42.21741,93.34803,watch
42.21741,93.34803,person
42.21741,93.34803,sit
42.21741,93.34803,waiting
42.17673,93.29251,makes
42.17673,93.29251,twitter
42.2525,93.20664,wanna
42.2525,93.20664,think
42.2525,93.20664,guy
42.2525,93.20664,its
42.2525,93.20664,thing
42.2525,93.20664,don
42.2525,93.20664,hey
42.2525,93.20664,1st
42.2525,93.20664,say
42.241,93.35722,would
42.241,93.35722,wasn
42.241,93.35722,fact
42.241,93.35722,little
42.241,93.35722,house
42.241,93.35722,got
42.241,93.35722,tonight
42.241,93.35722,ben
42.241,93.35722,bet
42.23894,93.27694,jus
42.23894,93.27694,new
42.23894,93.27694,watch
42.23894,93.27694,myself
42.23894,93.27694,episode
42.23894,93.27694,til
42.23894,93.27694,right
42.27137,93.4379,possible
42.27137,93.4379,means
42.27137,93.4379,show
42.27137,93.4379,seriously
42.27137,93.4379,makes
42.27137,93.4379,feel
42.27137,93.4379,music
42.27137,93.4379,world
42.27137,93.4379,anything
42.27137,93.4379,first
42.27137,93.4379,say
42.27137,93.4379,had
42.16994,93.33645,during
42.16994,93.33645,ago
42.16994,93.33645,tweet
42.16994,93.33645,great
42.16994,93.33645,over
42.16994,93.33645,thing
42.16994,93.33645,went
42.16994,93.33645,tweets
42.16994,93.33645,wow
42.17967,93.39716,show
42.17967,93.39716,second
42.17967,93.39716,fav
42.23835,93.5066,here
42.23835,93.5066,snow
42.23835,93.5066,because
42.23835,93.5066,isn
42.23835,93.5066,before
42.23835,93.5066,online
42.1723,93.21503,president
42.1723,93.21503,walk
42.18528,93.55613,heard
42.18528,93.55613,radio
42.18528,93.55613,weekend
42.18528,93.55613,club
42.18528,93.55613,worth
42.18528,93.55613,free
42.18528,93.55613,thinking
42.18528,93.55613,keep
42.2239,93.3732,already
42.2239,93.3732,yes
42.2239,93.3732,full
42.25162,93.50221,way
42.25162,93.50221,true
42.25162,93.50221,week
42.25162,93.50221,using
42.25162,93.50221,best
42.25162,93.50221,paper
42.25162,93.50221,our
42.25162,93.50221,please
42.25162,93.50221,online
42.25162,93.50221,version
42.25162,93.50221,tried
42.22803,93.37439,brown
42.22803,93.37439,white
42.22154,93.35323,would
42.22154,93.35323,think
42.22154,93.35323,live
42.22154,93.35323,didn
42.22154,93.35323,wrong
42.22154,93.35323,very
42.22154,93.35323,inception
42.22154,93.35323,movie
42.28405,93.44309,wonderful
42.28405,93.44309,wow
42.28405,93.44309,until
42.2127,93.3696,open
42.2127,93.3696,closed
42.2127,93.3696,heart
42.2127,93.3696,eyes
42.2127,93.3696,thats
42.2127,93.3696,quote
42.23481,93.20584,show
42.23481,93.20584,sick
42.17378,93.34683,week
42.17378,93.34683,shark
42.23158,93.35727,loving
42.23158,93.35727,why
42.23158,93.35727,convention
42.23158,93.35727,coming
42.23158,93.35727,these
42.23158,93.35727,even
42.20827,93.34644,arcade
42.20827,93.34644,bring
42.20827,93.34644,high
42.20827,93.34644,national
42.22685,93.35522,new
42.22685,93.35522,final
42.22685,93.35522,really
42.22685,93.35522,looking
42.22685,93.35522,games
42.22685,93.35522,right
42.22567,93.33525,off
42.22567,93.33525,soon
42.22567,93.33525,ready
42.22567,93.33525,see
42.20739,93.26016,company
42.20739,93.26016,great
42.20739,93.26016,service
42.20739,93.26016,back
42.20739,93.26016,power
42.20739,93.26016,problem
42.20739,93.26016,will
42.20739,93.26016,says
42.20739,93.26016,around
42.2811,93.503,someone
42.22243,93.37719,help
42.22243,93.37719,asking
42.18734,93.32247,three
42.18734,93.32247,letter
42.24572,93.34683,someone
42.24572,93.34683,here
42.24572,93.34683,those
42.24572,93.34683,snow
42.24572,93.34683,drive
42.24572,93.34683,see
42.24572,93.34683,cars
42.24572,93.34683,gone
42.2009,93.26056,important
42.2009,93.26056,anyone
42.2009,93.26056,follow
42.2009,93.26056,followers
42.2009,93.26056,2010
42.2009,93.26056,how
42.2009,93.26056,listening
42.2009,93.26056,others
42.2009,93.26056,two
42.2009,93.26056,only
42.24277,93.34883,against
42.24277,93.34883,sorry
42.24277,93.34883,their
42.24277,93.34883,them
42.24277,93.34883,people
42.24277,93.34883,blog
42.24277,93.34883,feel
42.24277,93.34883,music
42.24277,93.34883,laptop
42.16729,93.46226,caught
42.16729,93.46226,new
42.16729,93.46226,season
42.16729,93.46226,watch
42.16729,93.46226,how
42.16729,93.46226,could
42.16729,93.46226,wish
42.16729,93.46226,only
42.29172,93.20385,thank
42.29172,93.20385,concert
42.29172,93.20385,really
42.29172,93.20385,john
