location_lat,location_lon,keyword
42.24719,93.29331,someone
42.24719,93.29331,didn
42.24719,93.29331,see
42.23393,93.35442,lol
42.23393,93.35442,over
42.21417,93.39237,way
42.23511,93.505,long
42.23511,93.505,doing
42.23511,93.505,hungry
42.23511,93.505,too
42.23511,93.505,weekend
42.23511,93.505,know
42.23511,93.505,dont
42.23511,93.505,trying
42.23511,93.505,really
42.23511,93.505,sunday
42.23511,93.505,hard
42.23511,93.505,something
42.23511,93.505,night
42.28641,93.22422,she
42.28641,93.22422,funny
42.25221,93.29212,moving
42.25221,93.29212,mind
42.25221,93.29212,wind
42.21388,93.3728,gettin
42.21388,93.3728,lazy
42.20886,93.34843,think
42.20886,93.34843,sorry
42.20886,93.34843,fresh
42.20886,93.34843,thing
42.20886,93.34843,still
42.24985,93.47465,nothing
42.24985,93.47465,must
42.24985,93.47465,burn
42.24985,93.47465,else
42.24985,93.47465,yourself
42.24985,93.47465,set
42.22302,93.36681,relationship
42.22302,93.36681,starts
42.22302,93.36681,happy
42.22302,93.36681,lot
42.22302,93.36681,head
42.22302,93.36681,ppl
42.22302,93.36681,thru
42.21329,93.3712,broke
42.21329,93.3712,every
42.21329,93.3712,last
42.21329,93.3712,single
42.24808,93.41993,someone
42.24808,93.41993,wanna
42.24808,93.41993,cant
42.24808,93.41993,their
42.24808,93.41993,see
42.24808,93.41993,laugh
42.24808,93.41993,hard
42.24808,93.41993,hold
42.27226,93.32926,days
42.27226,93.32926,something
42.27226,93.32926,forget
42.27226,93.32926,important
42.27226,93.32926,remember
42.27226,93.32926,next
42.2124,93.38518,nice
42.2124,93.38518,nothing
42.2124,93.38518,hopefully
42.2124,93.38518,times
42.2124,93.38518,where
42.2124,93.38518,got
42.2124,93.38518,something
42.2124,93.38518,last
42.2124,93.38518,coming
42.21093,93.29371,tweet
42.21093,93.29371,over
42.27402,93.39077,awake
42.27402,93.39077,yet
42.21535,93.20984,each
42.21535,93.20984,guys
42.21535,93.20984,post
42.21535,93.20984,through
42.17171,93.28453,trending
42.17171,93.28453,cool
42.24041,93.20824,very
42.17024,93.29611,see
42.17024,93.29611,check
42.17024,93.29611,will
42.17024,93.29611,family
42.17024,93.29611,excited
42.18852,93.31848,monday
42.18852,93.31848,gonna
42.18852,93.31848,need
42.18852,93.31848,sleep
42.18852,93.31848,tomorrow
42.23982,93.35482,august
42.23982,93.35482,leaving
42.23982,93.35482,started
42.23982,93.35482,terrible
42.23982,93.35482,mood
42.27108,93.42951,chris
42.27108,93.42951,who
42.27108,93.42951,free
42.27108,93.42951,his
42.27108,93.42951,play
42.27108,93.42951,everyone
42.27108,93.42951,years
42.27108,93.42951,will
42.27108,93.42951,say
42.19176,93.29531,friendship
42.29732,93.44349,someone
42.29732,93.44349,doesn
42.29732,93.44349,who
42.29732,93.44349,true
42.29732,93.44349,stand
42.29732,93.44349,friend
42.29732,93.44349,say
42.29732,93.44349,dude
42.29732,93.44349,instead
42.29732,93.44349,next
42.29083,93.503,mind
42.29083,93.503,burning
42.28199,93.28892,soo
42.28199,93.28892,gonna
42.28199,93.28892,great
42.28199,93.28892,wanted
42.28199,93.28892,even
42.18881,93.41673,other
42.18881,93.41673,between
42.18881,93.41673,put
42.18881,93.41673,each
42.18881,93.41673,thinks
42.18881,93.41673,two
42.18881,93.41673,another
42.17348,93.36481,blood
42.17348,93.36481,light
42.17348,93.36481,sun
42.17348,93.36481,definitely
42.17348,93.36481,through
42.17348,93.36481,something
42.17348,93.36481,red
42.19737,93.42951,hell
42.19737,93.42951,sorry
42.29319,93.44549,long
42.29319,93.44549,know
42.29319,93.44549,write
42.29319,93.44549,before
42.29319,93.44549,how
42.29319,93.44549,blog
42.29319,93.44549,cool
42.29319,93.44549,let
42.27343,93.41154,idea
42.27343,93.41154,game
42.27343,93.41154,hand
42.27343,93.41154,random
42.22243,93.39237,lunch
42.22243,93.39237,ask
42.22243,93.39237,more
42.22243,93.39237,having
42.22243,93.39237,next
42.2466,93.54654,were
42.2466,93.54654,think
42.2466,93.54654,mom
42.2466,93.54654,smoke
42.2466,93.54654,look
42.2466,93.54654,things
42.2466,93.54654,bad
42.20533,93.3704,weeks
42.20533,93.3704,new
42.20533,93.3704,wait
42.20533,93.3704,episode
42.20533,93.3704,next
42.23805,93.33126,said
42.23805,93.33126,didnt
42.23805,93.33126,she
42.23805,93.33126,smoke
42.23805,93.33126,went
42.23805,93.33126,hold
42.20886,93.37479,open
42.20886,93.37479,such
42.20886,93.37479,burning
42.20886,93.37479,books
42.19884,93.35442,lol
42.19884,93.35442,than
42.19884,93.35442,drive
42.19884,93.35442,tweet
42.19884,93.35442,walk
42.16935,93.46985,least
42.16935,93.46985,line
42.23717,93.34044,nothing
42.23717,93.34044,touch
42.1841,93.47225,everyday
42.1841,93.47225,floor
42.1841,93.47225,dead
42.1841,93.47225,laying
42.1841,93.47225,somewhere
42.21771,93.38917,channel
42.21771,93.38917,show
42.21771,93.38917,watching
42.21771,93.38917,dad
42.21771,93.38917,some
42.23127,93.372,great
42.23127,93.372,having
42.23127,93.372,hair
42.2239,93.37559,rock
42.2239,93.37559,come
42.2239,93.37559,live
42.17378,93.48263,break
42.17378,93.48263,make
