location_lat,location_lon,keyword
42.18822,93.3724,snow
42.18822,93.3724,should
42.18822,93.3724,art
42.18822,93.3724,another
42.18822,93.3724,hoping
42.18822,93.3724,tomorrow
42.2814,93.3728,back
42.2814,93.3728,twitter
42.27373,93.26216,god
42.27373,93.26216,man
42.27373,93.26216,every
42.24218,93.35163,she
42.24218,93.35163,who
42.24218,93.35163,party
42.24218,93.35163,feels
42.24218,93.35163,its
42.24218,93.35163,dance
42.24218,93.35163,her
42.24218,93.35163,wit
42.24218,93.35163,wen
42.1956,93.21423,come
42.20474,93.3736,sign
42.20474,93.3736,still
42.20474,93.3736,god
42.20474,93.3736,breathing
42.20474,93.3736,another
42.20474,93.3736,again
42.21329,93.35882,cleaning
42.21329,93.35882,cook
42.21329,93.35882,after
42.22302,93.38358,wasn
42.22302,93.38358,natural
42.23422,93.35522,film
42.23422,93.35522,cars
42.23422,93.35522,watching
42.23422,93.35522,how
42.23422,93.35522,top
42.23422,93.35522,got
42.23422,93.35522,makes
42.23422,93.35522,seeing
42.23422,93.35522,round
42.24336,93.34004,lost
42.24336,93.34004,finally
42.21447,93.37999,baby
42.21447,93.37999,much
42.21447,93.37999,too
42.21447,93.37999,world
42.21624,93.21463,family
42.21624,93.21463,future
42.21624,93.21463,past
42.21624,93.21463,our
42.2127,93.33126,working
42.2127,93.33126,still
42.2127,93.33126,line
42.22508,93.31009,god
42.22154,93.33605,didn
42.22154,93.33605,play
42.22154,93.33605,her
42.22154,93.33605,why
42.22154,93.33605,got
42.22154,93.33605,tell
42.20709,93.33405,great
42.20709,93.33405,life
42.24336,93.55253,his
42.24336,93.55253,need
42.24336,93.55253,night
42.26105,93.3704,someone
42.26105,93.3704,gets
42.26105,93.3704,behind
42.26105,93.3704,line
42.26105,93.3704,inside
42.2982,93.34044,drug
42.2982,93.34044,haha
42.22331,93.33325,win
42.22331,93.33325,make
42.22331,93.33325,air
42.22331,93.33325,put
42.22331,93.33325,hands
42.22331,93.33325,stay
42.18616,93.52977,coming
42.18616,93.52977,new
42.18616,93.52977,twitter
42.18616,93.52977,want
42.18616,93.52977,friday
42.22154,93.34763,eating
42.22154,93.34763,hot
42.22154,93.34763,man
42.22154,93.34763,its
42.22154,93.34763,rofl
42.22154,93.34763,really
42.22154,93.34763,cold
42.22154,93.34763,water
42.22154,93.34763,right
42.17083,93.42512,okay
42.17083,93.42512,think
42.17083,93.42512,rofl
42.17083,93.42512,yes
42.22862,93.37839,girl
42.22862,93.37839,been
42.22862,93.37839,very
42.22862,93.37839,little
42.22862,93.37839,yet
42.22862,93.37839,down
42.22862,93.37839,hands
42.22862,93.37839,since
42.22862,93.37839,excited
42.22508,93.34404,don
42.23334,93.24698,light
42.23334,93.24698,true
42.23334,93.24698,ppl
42.23334,93.24698,its
42.23334,93.24698,come
42.23334,93.24698,done
42.23334,93.24698,looking
42.23334,93.24698,saying
42.23334,93.24698,will
42.23334,93.24698,dark
42.25191,93.41314,her
42.24336,93.21343,mine
42.24336,93.21343,his
42.23835,93.34204,rest
42.23835,93.34204,shopping
42.23835,93.34204,lot
42.23835,93.34204,stuff
42.23835,93.34204,work
42.23835,93.34204,web
42.23835,93.34204,pretty
42.23835,93.34204,any
42.23835,93.34204,laptop
42.21122,93.39676,ppl
42.21122,93.39676,even
42.24159,93.35882,ago
42.24159,93.35882,hours
42.24159,93.35882,still
