location_lat,location_lon,keyword
42.27727,93.5066,version
42.27727,93.5066,started
42.27727,93.5066,new
42.27727,93.5066,shows
42.20857,93.35642,think
42.20857,93.35642,know
42.20857,93.35642,god
42.20857,93.35642,believe
42.20857,93.35642,his
42.20857,93.35642,word
42.17643,93.35003,crazy
42.17643,93.35003,she
42.17643,93.35003,lost
42.17643,93.35003,gonna
42.17643,93.35003,peeps
42.17643,93.35003,tha
42.17643,93.35003,miss
42.17643,93.35003,somebody
42.17643,93.35003,her
42.17643,93.35003,fight
42.17643,93.35003,gone
42.17643,93.35003,life
42.17643,93.35003,cause
42.26135,93.31328,set
42.26135,93.31328,getting
42.21299,93.34604,may
42.23179,93.33806,heard
42.23179,93.33806,great
42.23179,93.33806,from
42.23179,93.33806,cool
42.23179,93.33806,having
42.23179,93.33806,convention
42.23179,93.33806,something
42.23179,93.33806,keep
42.23179,93.33806,start
42.26754,93.38678,second
42.26754,93.38678,our
42.28936,93.27334,would
42.28936,93.27334,nothing
42.28936,93.27334,times
42.28936,93.27334,need
42.28936,93.27334,understand
42.28936,93.27334,see
42.28936,93.27334,though
42.28936,93.27334,couple
42.21388,93.39556,see
42.21388,93.39556,trip
42.21388,93.39556,trending
42.21388,93.39556,sometimes
42.21388,93.39556,missing
42.23475,93.36283,awesome
42.23475,93.36283,amazing
42.23475,93.36283,convention
42.23475,93.36283,sham
42.23475,93.36283,wow
42.22449,93.53855,alarm
42.22449,93.53855,lmfao
42.21535,93.39796,using
42.21535,93.39796,too
42.21535,93.39796,wow
42.22331,93.34883,another
42.22331,93.34883,door
42.23275,93.49661,south
42.23275,93.49661,soooo
42.20827,93.53416,perfect
42.20827,93.53416,morning
42.20827,93.53416,definitely
42.21063,93.37719,facebook
42.21063,93.37719,who
42.21063,93.37719,gonna
42.21063,93.37719,follow
42.21063,93.37719,twitter
42.26223,93.39397,home
42.23245,93.29092,family
42.23245,93.29092,best
42.23245,93.29092,fact
42.218,93.3708,think
42.218,93.3708,lost
42.218,93.3708,ever
42.218,93.3708,pretty
42.218,93.3708,don
42.21447,93.54854,town
42.23167,93.35181,filled
42.23167,93.35181,been
42.23167,93.35181,wow
42.23167,93.35181,convention
42.23167,93.35181,sham
42.23167,93.35181,amazing
42.22715,93.34217,heard
42.22715,93.34217,great
42.22715,93.34217,sham
42.22715,93.34217,why
42.22715,93.34217,convention
42.22715,93.34217,coming
42.22715,93.34217,wow
42.22715,93.34217,these
42.22715,93.34217,even
42.22904,93.34352,over
42.22904,93.34352,convention
42.22904,93.34352,total
42.22904,93.34352,something
42.22904,93.34352,want
42.22904,93.34352,bought
42.17171,93.35802,once
42.17171,93.35802,media
42.17171,93.35802,club
42.20415,93.34644,brain
42.20415,93.34644,different
42.20415,93.34644,please
42.20415,93.34644,human
42.20415,93.34644,use
42.20916,93.35402,already
42.20916,93.35402,been
42.20916,93.35402,see
42.20916,93.35402,haven
42.20916,93.35402,thing
42.20916,93.35402,net
42.20916,93.35402,epic
42.20916,93.35402,first
42.20916,93.35402,birthday
42.218,93.32127,wtf
42.218,93.32127,haha
42.27609,93.37519,way
42.27609,93.37519,new
42.27579,93.33605,hmm
42.22036,93.24339,bomb
42.22036,93.24339,house
42.21977,93.36041,wanna
42.21977,93.36041,days
42.21977,93.36041,town
