location_lat,location_lon,keyword
42.17407,93.36641,also
42.17407,93.36641,following
42.17407,93.36641,followers
42.17407,93.36641,morning
42.17407,93.36641,ones
42.23923,93.34204,hahaha
42.23923,93.34204,than
42.23923,93.34204,new
42.27668,93.3724,eating
42.27668,93.3724,asking
42.27668,93.3724,ppl
42.27668,93.3724,some
42.27668,93.3724,food
42.27668,93.3724,mad
42.22302,93.36241,oil
42.22302,93.35482,large
42.22302,93.35482,black
42.22302,93.35482,happiness
42.22302,93.35482,white
42.167,93.54454,wanna
42.167,93.54454,know
42.167,93.54454,deep
42.167,93.54454,inside
42.167,93.54454,justin
42.25899,93.53815,him
42.25899,93.53815,understand
42.25899,93.53815,fact
42.25899,93.53815,must
42.25899,93.53815,though
42.25899,93.53815,only
42.25899,93.53815,person
42.25899,93.53815,loves
42.25899,93.53815,her
42.25899,93.53815,makes
42.25899,93.53815,even
42.17142,93.3049,more
42.17466,93.47145,watchin
42.17466,93.47145,lol
42.17466,93.47145,middle
42.17466,93.47145,from
42.17466,93.47145,away
42.17466,93.47145,why
42.27638,93.26096,found
42.27638,93.26096,inside
42.27638,93.26096,chocolate
42.2923,93.21703,exactly
42.2923,93.21703,anyway
42.23894,93.33525,would
42.23894,93.33525,monday
42.23894,93.33525,people
42.23894,93.33525,care
42.23894,93.33525,always
42.23894,93.33525,why
42.23894,93.33525,better
42.23894,93.33525,only
42.22862,93.38039,lol
42.23422,93.49342,phone
42.23422,93.49342,busy
42.23422,93.49342,second
42.23422,93.49342,bored
42.23422,93.49342,calls
42.27196,93.368,called
42.27196,93.368,sigh
42.27196,93.368,alone
42.27196,93.368,home
42.27196,93.368,seem
42.27196,93.368,always
42.27196,93.368,movie
42.20474,93.34444,still
42.20474,93.34444,how
42.20474,93.34444,weird
42.20474,93.34444,looking
42.20474,93.34444,matter
42.20474,93.34444,tried
42.19795,93.20944,step
42.19795,93.20944,movie
42.29142,93.43311,talking
42.29142,93.43311,strong
42.29142,93.43311,know
42.29142,93.43311,finish
42.29142,93.43311,her
42.287,93.27774,back
42.287,93.27774,away
42.287,93.27774,looking
42.287,93.27774,hard
42.287,93.27774,walking
42.287,93.27774,keep
42.21093,93.39197,she
42.21093,93.39197,low
42.21093,93.39197,know
42.21093,93.39197,thing
42.21093,93.39197,enough
42.21093,93.39197,her
42.21093,93.39197,slow
42.21093,93.39197,want
42.21093,93.39197,down
42.21093,93.39197,only
42.19737,93.3005,wanna
42.19737,93.3005,world
42.19737,93.3005,set
42.19737,93.3005,come
42.20562,93.33765,cars
42.20562,93.33765,moving
42.20562,93.33765,don
42.20562,93.33765,ones
42.20444,93.35482,long
42.20444,93.35482,gonna
42.20444,93.35482,ride
42.20444,93.35482,nite
42.20444,93.35482,life
42.23628,93.35083,music
42.23628,93.35083,house
42.2354,93.30969,set
42.2354,93.30969,start
42.2354,93.30969,haha
42.30027,93.48703,children
42.30027,93.48703,2010
42.30027,93.48703,best
42.30027,93.48703,books
42.30027,93.48703,sunday
42.22773,93.33166,him
42.22773,93.33166,turned
42.23923,93.35243,boondocks
42.23127,93.34324,starting
42.23127,93.34324,actually
42.19913,93.55772,give
42.19913,93.55772,his
42.19913,93.55772,tried
42.19913,93.55772,lost
42.2584,93.40555,old
42.2584,93.40555,his
42.2584,93.40555,lmao
42.2584,93.40555,life
42.23186,93.32447,supposed
42.23186,93.32447,death
42.23186,93.32447,apple
42.23186,93.32447,iphone
42.23186,93.32447,free
42.23186,93.32447,hell
42.23186,93.32447,case
42.22773,93.38837,lord
42.22773,93.38837,jesus
42.22773,93.38837,lead
42.17171,93.51019,arts
42.17171,93.51019,fans
42.17171,93.51019,news
42.17171,93.51019,briefly
42.22449,93.33206,big
42.22449,93.33206,watch
42.22449,93.33206,off
42.23923,93.35762,earth
42.23923,93.35762,our
42.23422,93.33725,last
42.23422,93.33725,only
42.22508,93.368,jus
42.22508,93.368,season
42.22508,93.368,its
42.22508,93.368,seems
42.22508,93.368,funny
42.22508,93.368,missing
42.21977,93.48064,kno
42.21358,93.35802,think
42.21358,93.35802,caught
42.21358,93.35802,from
42.21358,93.35802,run
42.21358,93.35802,quick
42.21358,93.35802,truth
42.21358,93.35802,only
42.18233,93.41593,new
42.18233,93.41593,peeps
42.18233,93.41593,month
42.18233,93.41593,report
42.18233,93.41593,next
42.27314,93.40355,called
42.27314,93.40355,officially
42.27314,93.40355,guess
42.27314,93.40355,stuff
42.27314,93.40355,from
42.27314,93.40355,got
42.17407,93.47305,here
42.17407,93.47305,hello
42.17407,93.47305,world
42.17407,93.47305,twitter
42.17879,93.46546,baby
42.23511,93.5062,children
42.23511,93.5062,don
42.18498,93.38278,company
42.18498,93.38278,didn
42.18498,93.38278,met
42.18498,93.38278,realize
42.18498,93.38278,even
42.23982,93.4359,long
42.23982,93.4359,look
42.21771,93.39157,need
42.21771,93.39157,true
42.21771,93.39157,choice
42.21771,93.39157,work
42.21771,93.39157,always
42.21771,93.39157,sometimes
42.21771,93.39157,let
42.21771,93.39157,stay
42.21299,93.39397,chocolate
42.21093,93.38957,down
42.21093,93.38957,its
42.21093,93.38957,why
42.21093,93.38957,twitter
42.21388,93.38558,doing
42.21388,93.38558,running
42.21388,93.38558,closed
42.21388,93.38558,road
42.21388,93.38558,race
42.21388,93.38558,people
