location_lat,location_lon,keyword
42.16523,93.39676,here
42.16523,93.39676,sleep
42.16523,93.39676,gonna
42.16523,93.39676,driving
42.16523,93.39676,needs
42.16523,93.39676,work
42.16523,93.39676,house
42.16523,93.39676,friends
42.16523,93.39676,right
42.27432,93.40994,their
42.27432,93.40994,stand
42.27432,93.40994,cars
42.27432,93.40994,huge
42.27432,93.40994,over
42.27432,93.40994,people
42.23245,93.32407,thanks
42.23245,93.32407,try
42.23245,93.32407,cool
42.23245,93.32407,chance
42.28316,93.31808,filled
42.28316,93.31808,holy
42.25368,93.53256,those
42.25368,93.53256,too
42.25368,93.53256,who
42.25368,93.53256,know
42.25368,93.53256,care
42.25368,93.53256,really
42.25368,93.53256,life
42.25368,93.53256,don
42.25368,93.53256,short
42.2239,93.22541,step
42.2239,93.22541,been
42.2239,93.22541,ground
42.2239,93.22541,since
42.2239,93.22541,then
42.21181,93.42951,think
42.21181,93.42951,fact
42.21181,93.42951,really
42.21181,93.42951,come
42.21181,93.42951,will
42.21181,93.42951,forever
42.21181,93.42951,don
42.21181,93.42951,even
42.21918,93.3708,favorite
42.21918,93.3708,found
42.21918,93.3708,movie
42.21918,93.3708,new
42.20385,93.33246,safe
42.20385,93.33246,saturday
42.20385,93.33246,morning
42.20385,93.33246,never
42.28729,93.233,totally
42.23068,93.20864,definitely
42.2298,93.33685,hospital
42.2298,93.33685,off
42.2528,93.26096,early
42.2528,93.26096,saturday
42.2528,93.26096,office
42.2528,93.26096,morning
42.27226,93.32207,though
42.27226,93.32207,thats
42.27226,93.32207,wait
42.27226,93.32207,did
42.21093,93.39077,saturday
42.21093,93.39077,morning
42.21093,93.39077,beautiful
42.29643,93.3692,indonesia
42.29643,93.3692,laptop
42.28995,93.53616,his
42.28995,93.53616,difficult
42.2127,93.34923,act
42.2127,93.34923,leaving
42.2127,93.34923,american
42.2127,93.34923,could
42.2127,93.34923,name
42.2127,93.34923,down
42.2127,93.34923,summer
42.2127,93.34923,next
42.23717,93.28293,feel
42.23717,93.28293,twitter
42.21447,93.35323,someone
42.21447,93.35323,here
42.21447,93.35323,lost
42.21447,93.35323,please
42.24071,93.43191,reason
42.24071,93.43191,ppl
42.25398,93.51059,need
42.22538,93.34324,rest
42.22538,93.34324,place
42.22538,93.34324,stuff
42.22538,93.34324,morning
42.22538,93.34324,cleaning
42.22538,93.34324,almost
42.22538,93.34324,back
42.22538,93.34324,everything
42.21535,93.3732,thank
42.21535,93.3732,never
42.21535,93.3732,tweet
42.21535,93.3732,little
42.21535,93.3732,bit
42.21535,93.3732,making
42.21535,93.3732,god
42.21535,93.3732,drunk
42.21535,93.3732,thanks
42.19294,93.34004,who
42.22479,93.38558,than
42.22479,93.38558,nick
42.22479,93.38558,much
42.22479,93.38558,hell
42.22479,93.38558,better
42.28906,93.37919,would
42.28906,93.37919,new
42.28906,93.37919,week
42.28906,93.37919,haven
42.28906,93.37919,gym
42.28906,93.37919,start
42.28906,93.37919,much
42.28906,93.37919,goal
42.28906,93.37919,gone
42.28906,93.37919,month
42.27137,93.52777,boondocks
42.27137,93.52777,lol
42.22891,93.34803,happy
42.22891,93.34803,broken
42.22891,93.34803,heart
42.22891,93.34803,them
42.22891,93.34803,tell
42.25545,93.25617,doing
42.25545,93.25617,house
42.25545,93.25617,cleaning
42.26931,93.52258,back
42.26931,93.52258,hurts
42.19707,93.4371,person
42.19707,93.4371,tht
42.19707,93.4371,only
42.20975,93.37439,ready
42.20975,93.37439,because
42.20975,93.37439,must
42.20975,93.37439,know
42.20975,93.37439,little
42.20975,93.37439,people
42.20975,93.37439,church
42.20975,93.37439,really
42.20975,93.37439,getting
42.20975,93.37439,god
42.20975,93.37439,job
42.20975,93.37439,dear
42.20975,93.37439,serious
42.28199,93.43431,want
42.28199,93.43431,cant
42.28199,93.43431,something
42.25162,93.22861,here
42.25162,93.22861,who
42.25162,93.22861,looks
42.20621,93.4383,wait
42.20621,93.4383,come
42.20621,93.4383,wedding
42.20621,93.4383,again
42.20621,93.4383,off
42.28316,93.34404,being
42.28316,93.34404,whole
42.28316,93.34404,minute
42.28316,93.34404,last
42.28316,93.34404,family
42.28316,93.34404,right
42.17908,93.32487,follow
42.20297,93.52218,run
42.20297,93.52218,news
42.20297,93.52218,new
42.25928,93.41154,sign
42.25928,93.41154,its
42.25928,93.41154,from
42.25928,93.41154,last
42.25928,93.41154,until
42.28258,93.41833,part
42.28258,93.41833,starts
42.28258,93.41833,why
42.28258,93.41833,life
42.28258,93.41833,another
42.21034,93.37759,both
42.21034,93.37759,jus
42.21034,93.37759,lol
42.21034,93.37759,cars
42.21034,93.37759,front
42.21034,93.37759,worst
42.21034,93.37759,back
42.21034,93.37759,seen
42.21034,93.37759,gettin
42.20975,93.3692,call
42.20975,93.3692,american
42.23894,93.33565,broke
42.23894,93.33565,american
42.23894,93.33565,don
42.23894,93.33565,come
42.23894,93.33565,gotta
42.23894,93.33565,gone
42.23894,93.33565,money
42.23894,93.33565,only
42.21624,93.36121,his
42.21624,93.36121,account
42.21624,93.36121,friend
42.21624,93.36121,its
42.25132,93.32167,huge
42.25132,93.32167,son
42.25132,93.32167,playing
42.25132,93.32167,crisis
42.25132,93.32167,first
42.21152,93.54974,airport
42.21152,93.54974,wait
42.21152,93.54974,waiting
42.21152,93.54974,take
42.21152,93.54974,name
42.21152,93.54974,game
42.27756,93.27214,indonesia
42.22891,93.38238,indonesia
42.21977,93.35283,run
42.21977,93.35283,wonder
42.21977,93.35283,box
42.21977,93.35283,doesn
42.22213,93.36161,listening
42.17761,93.37439,both
42.17761,93.37439,who
42.17761,93.37439,american
42.17761,93.37439,turned
42.17761,93.37439,last
42.17761,93.37439,night
42.18085,93.38558,him
42.18085,93.38558,woke
42.18085,93.38558,breakfast
42.18085,93.38558,hope
42.18085,93.38558,start
42.20297,93.34364,een
42.20297,93.34364,maar
42.20297,93.34364,met
42.20297,93.34364,die
42.20297,93.34364,dan
42.20297,93.34364,echt
42.20297,93.34364,warm
42.27638,93.27374,boring
42.27638,93.27374,very
42.24484,93.33605,plan
42.24484,93.33605,newtwitter
42.24484,93.33605,que
42.21181,93.37,message
42.21181,93.37,better
42.21181,93.37,its
42.21181,93.37,than
42.2242,93.37959,way
42.2242,93.37959,too
42.2242,93.37959,kind
42.2242,93.37959,normal
42.2242,93.37959,thing
42.2242,93.37959,early
42.22036,93.41434,work
42.22036,93.41434,saturday
42.22331,93.33445,dead
42.22331,93.33445,cry
42.27285,93.41074,air
42.17466,93.38438,see
42.17466,93.38438,how
42.17466,93.38438,twitter
42.17466,93.38438,much
42.17466,93.38438,want
