location_lat,location_lon,keyword
42.287,93.33525,facebook
42.287,93.33525,every
42.287,93.33525,their
42.287,93.33525,friend
42.287,93.33525,annoying
42.287,93.33525,same
42.287,93.33525,guy
42.287,93.33525,friends
42.27285,93.29172,great
42.27285,93.29172,watching
42.27285,93.29172,movie
42.27285,93.29172,morning
42.27285,93.29172,late
42.27285,93.29172,early
42.27285,93.29172,boy
42.27285,93.29172,night
42.21181,93.38598,cannot
42.21181,93.38598,idea
42.21181,93.38598,more
42.21181,93.38598,forever
42.21181,93.38598,any
42.21181,93.38598,prime
42.22508,93.34244,social
42.18616,93.3736,well
42.29378,93.26056,face
42.29378,93.26056,dog
42.29378,93.26056,man
42.29378,93.26056,his
42.29378,93.26056,cute
42.19589,93.38678,disaster
42.19589,93.38678,big
42.19589,93.38678,won
42.19589,93.38678,try
42.19589,93.38678,again
42.22567,93.23859,yesterday
42.22567,93.23859,whole
42.22567,93.23859,season
42.22567,93.23859,football
42.22567,93.23859,from
42.22567,93.23859,body
42.22567,93.23859,tomorrow
42.20533,93.32966,date
42.20533,93.32966,disaster
42.20533,93.32966,him
42.20533,93.32966,watching
42.20533,93.32966,yes
42.20533,93.32966,dude
42.23894,93.35962,way
42.23894,93.35962,again
42.23894,93.35962,year
42.21565,93.41114,let
42.21565,93.41114,faith
42.18262,93.49542,new
42.18262,93.49542,been
42.18262,93.49542,under
42.18262,93.49542,how
42.18262,93.49542,hmm
42.18262,93.49542,reading
42.18262,93.49542,thinking
42.18262,93.49542,wonder
42.27285,93.53016,almost
42.27285,93.53016,every
42.27285,93.53016,through
42.27285,93.53016,movie
42.16523,93.21822,room
42.16523,93.21822,need
42.16523,93.21822,will
42.16523,93.21822,getting
42.21535,93.23979,school
42.21535,93.23979,here
42.21535,93.23979,high
42.21535,93.23979,hoping
42.19854,93.42472,lol
42.19854,93.42472,week
42.19854,93.42472,getting
42.19854,93.42472,hell
42.19854,93.42472,will
42.19854,93.42472,music
42.19854,93.42472,whatever
42.20916,93.37519,crazy
42.20916,93.37519,disaster
42.21948,93.36361,woman
42.21948,93.36361,believe
42.1841,93.36601,monday
42.1841,93.36601,probably
42.1841,93.36601,hear
42.1841,93.36601,got
42.1841,93.36601,somewhere
42.1841,93.36601,keep
42.23953,93.44309,song
42.23953,93.44309,epic
42.26371,93.54774,cut
42.26371,93.54774,every
42.26371,93.54774,phone
42.26371,93.54774,tweet
42.26371,93.54774,off
42.25456,93.41713,dead
42.25456,93.41713,ipad
42.25692,93.22182,which
42.25692,93.22182,truly
42.25692,93.22182,cars
42.24985,93.21303,girl
42.24985,93.21303,friday
42.24985,93.21303,getting
42.25633,93.52377,support
42.25633,93.52377,plans
42.21122,93.37519,vote
42.21122,93.37519,guys
42.22213,93.28892,nog
42.22213,93.28892,boy
42.17791,93.46826,lol
42.26783,93.49302,think
42.26783,93.49302,because
42.26783,93.49302,great
42.26783,93.49302,watching
42.26783,93.49302,still
42.26783,93.49302,girls
42.26783,93.49302,reason
42.26783,93.49302,only
42.25899,93.39077,her
42.25899,93.39077,bed
42.25899,93.39077,soon
42.25899,93.39077,call
42.25899,93.39077,mama
42.20651,93.34963,who
42.20651,93.34963,see
42.20651,93.34963,anyone
42.20651,93.34963,park
42.20651,93.34963,will
42.20651,93.34963,tomorrow
42.20474,93.33206,four
42.27196,93.53016,would
42.27196,93.53016,trying
42.27196,93.53016,had
42.27196,93.53016,its
42.27196,93.53016,boys
42.27196,93.53016,look
42.27196,93.53016,twitter
42.27196,93.53016,life
42.27196,93.53016,then
42.27196,93.53016,keep
42.27196,93.53016,right
42.26135,93.31888,talking
42.26135,93.31888,whole
42.26135,93.31888,fashion
42.26135,93.31888,football
42.26135,93.31888,her
42.26135,93.31888,night
42.17466,93.2338,sookie
42.17466,93.2338,poor
42.21948,93.3736,ever
42.21948,93.3736,lmao
42.21948,93.3736,dont
42.21152,93.38518,part
42.21152,93.38518,same
42.21152,93.38518,another
42.21152,93.38518,every
42.21211,93.40115,hey
42.21211,93.40115,know
42.21211,93.40115,from
42.21211,93.40115,don
42.17938,93.33485,tweet
42.17938,93.33485,lol
42.21358,93.39596,line
42.23923,93.33445,every
42.23923,93.33445,guess
42.23923,93.33445,starbucks
42.23923,93.33445,week
42.23923,93.33445,thing
42.23923,93.33445,morning
42.23923,93.33445,free
42.23923,93.33445,off
42.27963,93.3712,great
42.27963,93.3712,life
42.27963,93.3712,market
42.27963,93.3712,summer
42.22596,93.33965,say
42.22596,93.33965,who
42.18351,93.54494,dies
42.18351,93.54494,will
42.18351,93.54494,top
42.24159,93.35163,show
42.24159,93.35163,soo
42.24159,93.35163,whole
42.24159,93.35163,tha
42.23068,93.34644,person
42.23068,93.34644,most
42.23068,93.34644,swear
42.23068,93.34644,got
42.27402,93.25896,sure
42.27402,93.25896,still
42.27402,93.25896,woman
42.27402,93.25896,want
42.27402,93.25896,everything
42.27402,93.25896,don
42.25044,93.28972,girl
42.25044,93.28972,really
42.25044,93.28972,boys
42.25044,93.28972,side
42.25044,93.28972,boy
42.21329,93.22262,finally
42.21329,93.22262,thanks
42.21329,93.22262,dear
42.21329,93.22262,twitter
42.22479,93.3712,would
42.22479,93.3712,him
