location_lat,location_lon,keyword
42.20621,93.51059,store
42.20621,93.51059,closed
42.1726,93.29651,walk
42.1726,93.29651,door
42.2413,93.35802,tell
42.2413,93.35802,because
42.23275,93.33925,quero
42.20857,93.34324,play
42.20857,93.34324,night
42.20857,93.34324,hurricane
42.20857,93.34324,will
42.22596,93.35562,brain
42.22596,93.35562,think
42.22596,93.35562,relationship
42.22596,93.35562,never
42.22596,93.35562,heart
42.22596,93.35562,give
42.22596,93.35562,cuz
42.23923,93.35442,its
42.23363,93.56212,south
42.27815,93.50101,goes
42.27815,93.50101,miles
42.27815,93.50101,see
42.26577,93.19865,van
42.26577,93.19865,aan
42.26577,93.19865,weer
42.26577,93.19865,maar
42.26577,93.19865,dan
42.26577,93.19865,het
42.26577,93.19865,niet
42.21535,93.36401,gonna
42.21535,93.36401,week
42.21535,93.36401,hurricane
42.21535,93.36401,god
42.21535,93.36401,tonight
42.21535,93.36401,tomorrow
42.23098,93.37559,need
42.23098,93.37559,see
42.23098,93.37559,hurricane
42.23098,93.37559,got
42.23098,93.37559,video
42.2239,93.33325,need
42.2239,93.33325,anyone
42.2239,93.33325,look
42.2239,93.33325,wear
42.2239,93.33325,tomorrow
42.20592,93.37479,why
42.29319,93.31129,than
42.29319,93.31129,thing
42.29319,93.31129,ever
42.29319,93.31129,more
42.29319,93.31129,inception
42.29319,93.31129,seeing
42.29319,93.31129,greatest
42.28995,93.19626,killed
42.19795,93.38877,longer
42.2124,93.39756,already
42.2124,93.39756,too
42.2124,93.39756,need
42.2124,93.39756,may
42.2124,93.39756,interesting
42.2124,93.39756,while
42.2124,93.39756,moving
42.2124,93.39756,job
42.2124,93.39756,some
42.2124,93.39756,others
42.21388,93.37,their
42.21388,93.37,different
42.21388,93.37,saying
42.21388,93.37,same
42.21388,93.37,words
42.21388,93.37,point
42.23864,93.33006,brother
42.23864,93.33006,august
42.23864,93.33006,little
42.23864,93.33006,son
42.23864,93.33006,year
42.23864,93.33006,old
42.23864,93.33006,boy
42.24631,93.35043,omg
