keyword,count,weather,wind_direction
000,1,CLEAR,WNW
100,4,CLEAR,WNW
101,1,CLEAR,WNW
1st,8,CLEAR,WNW
2010,8,CLEAR,WNW
aan,3,CLEAR,WNW
able,6,CLEAR,WNW
absolutely,3,CLEAR,WNW
accident,1,CLEAR,WNW
account,4,CLEAR,WNW
act,1,CLEAR,WNW
action,2,CLEAR,WNW
actually,13,CLEAR,WNW
add,3,CLEAR,WNW
after,22,CLEAR,WNW
afternoon,3,CLEAR,WNW
again,30,CLEAR,WNW
against,3,CLEAR,WNW
age,6,CLEAR,WNW
ago,5,CLEAR,WNW
ahead,2,CLEAR,WNW
ain,2,CLEAR,WNW
aint,2,CLEAR,WNW
air,8,CLEAR,WNW
airport,2,CLEAR,WNW
alarm,5,CLEAR,WNW
album,3,CLEAR,WNW
alive,3,CLEAR,WNW
almost,11,CLEAR,WNW
alone,6,CLEAR,WNW
along,5,CLEAR,WNW
already,20,CLEAR,WNW
alright,2,CLEAR,WNW
als,2,CLEAR,WNW
also,7,CLEAR,WNW
always,15,CLEAR,WNW
amazing,12,CLEAR,WNW
american,1,CLEAR,WNW
android,2,CLEAR,WNW
annoying,6,CLEAR,WNW
another,16,CLEAR,WNW
answer,10,CLEAR,WNW
any,24,CLEAR,WNW
anymore,5,CLEAR,WNW
anyone,14,CLEAR,WNW
anything,12,CLEAR,WNW
anytime,1,CLEAR,WNW
anyway,5,CLEAR,WNW
app,8,CLEAR,WNW
apparently,5,CLEAR,WNW
appetite,1,CLEAR,WNW
apple,129,CLEAR,WNW
arcade,6,CLEAR,WNW
around,17,CLEAR,WNW
art,9,CLEAR,WNW
arts,2,CLEAR,WNW
ask,14,CLEAR,WNW
asked,1,CLEAR,WNW
asking,3,CLEAR,WNW
asleep,5,CLEAR,WNW
ass,9,CLEAR,WNW
ate,2,CLEAR,WNW
attention,2,CLEAR,WNW
august,10,CLEAR,WNW
awake,2,CLEAR,WNW
away,9,CLEAR,WNW
awesome,7,CLEAR,WNW
baby,13,CLEAR,WNW
back,50,CLEAR,WNW
bad,22,CLEAR,WNW
band,4,CLEAR,WNW
bar,4,CLEAR,WNW
basketball,1,CLEAR,WNW
bday,2,CLEAR,WNW
beach,5,CLEAR,WNW
beat,7,CLEAR,WNW
beautiful,11,CLEAR,WNW
beauty,3,CLEAR,WNW
because,30,CLEAR,WNW
become,2,CLEAR,WNW
bed,16,CLEAR,WNW
been,38,CLEAR,WNW
beer,3,CLEAR,WNW
before,18,CLEAR,WNW
beginning,2,CLEAR,WNW
behind,4,CLEAR,WNW
being,21,CLEAR,WNW
believe,11,CLEAR,WNW
ben,5,CLEAR,WNW
best,39,CLEAR,WNW
bet,3,CLEAR,WNW
better,33,CLEAR,WNW
between,7,CLEAR,WNW
beyond,1,CLEAR,WNW
bieber,6,CLEAR,WNW
big,16,CLEAR,WNW
biggest,2,CLEAR,WNW
bill,4,CLEAR,WNW
birthday,11,CLEAR,WNW
bit,9,CLEAR,WNW
black,10,CLEAR,WNW
blackberry,1,CLEAR,WNW
blog,1,CLEAR,WNW
blood,3,CLEAR,WNW
blue,2,CLEAR,WNW
body,6,CLEAR,WNW
book,6,CLEAR,WNW
books,2,CLEAR,WNW
boondocks,6,CLEAR,WNW
bored,4,CLEAR,WNW
boring,4,CLEAR,WNW
both,10,CLEAR,WNW
bought,2,CLEAR,WNW
bout,15,CLEAR,WNW
box,4,CLEAR,WNW
boy,11,CLEAR,WNW
boyfriend,5,CLEAR,WNW
boys,6,CLEAR,WNW
brain,3,CLEAR,WNW
break,4,CLEAR,WNW
breakfast,5,CLEAR,WNW
breath,1,CLEAR,WNW
briefing,2,CLEAR,WNW
briefly,1,CLEAR,WNW
bring,3,CLEAR,WNW
bro,6,CLEAR,WNW
broke,3,CLEAR,WNW
broken,6,CLEAR,WNW
brother,2,CLEAR,WNW
brown,5,CLEAR,WNW
building,5,CLEAR,WNW
burn,2,CLEAR,WNW
bus,9,CLEAR,WNW
business,6,CLEAR,WNW
busy,7,CLEAR,WNW
buy,7,CLEAR,WNW
bye,3,CLEAR,WNW
cake,3,CLEAR,WNW
call,13,CLEAR,WNW
called,8,CLEAR,WNW
calling,2,CLEAR,WNW
calls,2,CLEAR,WNW
came,8,CLEAR,WNW
camp,1,CLEAR,WNW
cannot,3,CLEAR,WNW
cant,13,CLEAR,WNW
car,18,CLEAR,WNW
card,3,CLEAR,WNW
care,3,CLEAR,WNW
cars,33,CLEAR,WNW
case,7,CLEAR,WNW
cat,2,CLEAR,WNW
catch,3,CLEAR,WNW
caught,2,CLEAR,WNW
cause,13,CLEAR,WNW
causing,1,CLEAR,WNW
chance,4,CLEAR,WNW
change,16,CLEAR,WNW
changed,4,CLEAR,WNW
channel,5,CLEAR,WNW
character,3,CLEAR,WNW
check,3,CLEAR,WNW
cheese,1,CLEAR,WNW
chick,2,CLEAR,WNW
chicken,7,CLEAR,WNW
child,3,CLEAR,WNW
children,5,CLEAR,WNW
chocolate,6,CLEAR,WNW
choice,4,CLEAR,WNW
chris,2,CLEAR,WNW
christmas,2,CLEAR,WNW
church,10,CLEAR,WNW
city,7,CLEAR,WNW
class,6,CLEAR,WNW
clean,7,CLEAR,WNW
cleaning,5,CLEAR,WNW
close,9,CLEAR,WNW
closed,9,CLEAR,WNW
clothes,4,CLEAR,WNW
club,4,CLEAR,WNW
coffee,8,CLEAR,WNW
cold,5,CLEAR,WNW
college,4,CLEAR,WNW
com,1,CLEAR,WNW
come,19,CLEAR,WNW
comes,5,CLEAR,WNW
comic,1,CLEAR,WNW
coming,14,CLEAR,WNW
company,4,CLEAR,WNW
completely,1,CLEAR,WNW
computer,4,CLEAR,WNW
con,2,CLEAR,WNW
concert,8,CLEAR,WNW
control,2,CLEAR,WNW
convention,1,CLEAR,WNW
cook,3,CLEAR,WNW
cooking,3,CLEAR,WNW
cool,12,CLEAR,WNW
could,21,CLEAR,WNW
count,3,CLEAR,WNW
country,9,CLEAR,WNW
couple,3,CLEAR,WNW
course,4,CLEAR,WNW
cousin,2,CLEAR,WNW
crap,1,CLEAR,WNW
crazy,10,CLEAR,WNW
cream,3,CLEAR,WNW
crisis,16,CLEAR,WNW
cry,3,CLEAR,WNW
crying,1,CLEAR,WNW
cup,3,CLEAR,WNW
currently,1,CLEAR,WNW
cut,8,CLEAR,WNW
cute,5,CLEAR,WNW
cuz,1,CLEAR,WNW
dad,13,CLEAR,WNW
dan,3,CLEAR,WNW
dance,5,CLEAR,WNW
dark,5,CLEAR,WNW
dat,11,CLEAR,WNW
date,2,CLEAR,WNW
david,6,CLEAR,WNW
days,22,CLEAR,WNW
dead,7,CLEAR,WNW
dear,5,CLEAR,WNW
death,2,CLEAR,WNW
debate,31,CLEAR,WNW
decided,4,CLEAR,WNW
deep,1,CLEAR,WNW
definitely,1,CLEAR,WNW
design,6,CLEAR,WNW
desire,1,CLEAR,WNW
did,18,CLEAR,WNW
didn,13,CLEAR,WNW
didnt,2,CLEAR,WNW
die,12,CLEAR,WNW
dies,1,CLEAR,WNW
difference,2,CLEAR,WNW
different,8,CLEAR,WNW
difficult,5,CLEAR,WNW
digging,1,CLEAR,WNW
dinner,5,CLEAR,WNW
dis,2,CLEAR,WNW
disaster,1,CLEAR,WNW
dit,1,CLEAR,WNW
dnt,2,CLEAR,WNW
does,16,CLEAR,WNW
doesn,15,CLEAR,WNW
dog,3,CLEAR,WNW
doing,22,CLEAR,WNW
don,78,CLEAR,WNW
done,20,CLEAR,WNW
dont,28,CLEAR,WNW
door,4,CLEAR,WNW
down,25,CLEAR,WNW
dream,6,CLEAR,WNW
dreams,4,CLEAR,WNW
drink,13,CLEAR,WNW
drinking,5,CLEAR,WNW
drive,14,CLEAR,WNW
driving,6,CLEAR,WNW
drunk,1,CLEAR,WNW
dry,2,CLEAR,WNW
dude,10,CLEAR,WNW
due,9,CLEAR,WNW
dumb,1,CLEAR,WNW
during,5,CLEAR,WNW
dying,3,CLEAR,WNW
each,7,CLEAR,WNW
early,13,CLEAR,WNW
earth,1,CLEAR,WNW
easy,1,CLEAR,WNW
eat,11,CLEAR,WNW
eating,11,CLEAR,WNW
echt,3,CLEAR,WNW
een,15,CLEAR,WNW
either,7,CLEAR,WNW
else,8,CLEAR,WNW
end,13,CLEAR,WNW
energy,3,CLEAR,WNW
english,5,CLEAR,WNW
enjoy,4,CLEAR,WNW
enjoying,4,CLEAR,WNW
enough,11,CLEAR,WNW
epic,5,CLEAR,WNW
episode,8,CLEAR,WNW
even,28,CLEAR,WNW
evening,4,CLEAR,WNW
ever,22,CLEAR,WNW
every,12,CLEAR,WNW
everybody,3,CLEAR,WNW
everyday,2,CLEAR,WNW
everyone,21,CLEAR,WNW
everything,19,CLEAR,WNW
everywhere,2,CLEAR,WNW
evil,3,CLEAR,WNW
exactly,2,CLEAR,WNW
except,3,CLEAR,WNW
excited,5,CLEAR,WNW
experience,2,CLEAR,WNW
extra,3,CLEAR,WNW
extremely,1,CLEAR,WNW
eye,9,CLEAR,WNW
eyes,6,CLEAR,WNW
face,9,CLEAR,WNW
facebook,10,CLEAR,WNW
fact,2,CLEAR,WNW
fail,5,CLEAR,WNW
fair,8,CLEAR,WNW
faith,4,CLEAR,WNW
fake,3,CLEAR,WNW
fall,8,CLEAR,WNW
falling,2,CLEAR,WNW
family,11,CLEAR,WNW
fan,6,CLEAR,WNW
fans,1,CLEAR,WNW
far,12,CLEAR,WNW
fashion,1,CLEAR,WNW
fast,4,CLEAR,WNW
fat,2,CLEAR,WNW
father,3,CLEAR,WNW
fatigue,1,CLEAR,WNW
fav,1,CLEAR,WNW
favorite,3,CLEAR,WNW
fear,2,CLEAR,WNW
feel,31,CLEAR,WNW
feeling,12,CLEAR,WNW
feels,8,CLEAR,WNW
feet,2,CLEAR,WNW
festival,3,CLEAR,WNW
few,10,CLEAR,WNW
fight,2,CLEAR,WNW
filled,2,CLEAR,WNW
film,4,CLEAR,WNW
final,5,CLEAR,WNW
finally,12,CLEAR,WNW
find,12,CLEAR,WNW
fine,5,CLEAR,WNW
finish,4,CLEAR,WNW
finished,4,CLEAR,WNW
first,25,CLEAR,WNW
fish,5,CLEAR,WNW
fitness,3,CLEAR,WNW
fix,2,CLEAR,WNW
floor,4,CLEAR,WNW
flu,1,CLEAR,WNW
fly,3,CLEAR,WNW
flying,4,CLEAR,WNW
fml,1,CLEAR,WNW
follow,11,CLEAR,WNW
followers,3,CLEAR,WNW
following,10,CLEAR,WNW
food,12,CLEAR,WNW
football,2,CLEAR,WNW
forever,6,CLEAR,WNW
forget,3,CLEAR,WNW
forgot,1,CLEAR,WNW
