keyword,count,weather,wind_direction
100,1,CLEAR,WNW
101,1,CLEAR,WNW
1st,7,CLEAR,WNW
2010,8,CLEAR,WNW
2nd,5,CLEAR,WNW
aan,2,CLEAR,WNW
absolutely,3,CLEAR,WNW
accident,1,CLEAR,WNW
account,2,CLEAR,WNW
act,4,CLEAR,WNW
action,1,CLEAR,WNW
actually,14,CLEAR,WNW
add,2,CLEAR,WNW
after,9,CLEAR,WNW
afternoon,1,CLEAR,WNW
again,14,CLEAR,WNW
against,3,CLEAR,WNW
age,1,CLEAR,WNW
ago,2,CLEAR,WNW
ahead,2,CLEAR,WNW
ain,3,CLEAR,WNW
aint,7,CLEAR,WNW
air,3,CLEAR,WNW
airport,1,CLEAR,WNW
alarm,4,CLEAR,WNW
album,5,CLEAR,WNW
alive,1,CLEAR,WNW
almost,5,CLEAR,WNW
along,3,CLEAR,WNW
already,13,CLEAR,WNW
alright,2,CLEAR,WNW
als,3,CLEAR,WNW
also,7,CLEAR,WNW
always,18,CLEAR,WNW
amazing,10,CLEAR,WNW
american,1,CLEAR,WNW
android,2,CLEAR,WNW
annoying,4,CLEAR,WNW
another,13,CLEAR,WNW
answer,5,CLEAR,WNW
any,8,CLEAR,WNW
anyone,6,CLEAR,WNW
anything,10,CLEAR,WNW
anytime,1,CLEAR,WNW
app,1,CLEAR,WNW
apparently,4,CLEAR,WNW
apple,2,CLEAR,WNW
arcade,7,CLEAR,WNW
around,16,CLEAR,WNW
art,1,CLEAR,WNW
arts,1,CLEAR,WNW
ask,4,CLEAR,WNW
asked,2,CLEAR,WNW
asking,4,CLEAR,WNW
asleep,7,CLEAR,WNW
ass,4,CLEAR,WNW
ate,2,CLEAR,WNW
attention,1,CLEAR,WNW
august,14,CLEAR,WNW
awake,3,CLEAR,WNW
away,8,CLEAR,WNW
awesome,10,CLEAR,WNW
baby,13,CLEAR,WNW
back,32,CLEAR,WNW
bad,24,CLEAR,WNW
band,4,CLEAR,WNW
bar,2,CLEAR,WNW
baseball,1,CLEAR,WNW
basketball,6,CLEAR,WNW
bday,4,CLEAR,WNW
beach,6,CLEAR,WNW
beat,1,CLEAR,WNW
beautiful,6,CLEAR,WNW
beauty,1,CLEAR,WNW
because,16,CLEAR,WNW
become,4,CLEAR,WNW
bed,11,CLEAR,WNW
been,13,CLEAR,WNW
beer,1,CLEAR,WNW
before,8,CLEAR,WNW
beginning,2,CLEAR,WNW
behind,6,CLEAR,WNW
being,19,CLEAR,WNW
believe,10,CLEAR,WNW
ben,4,CLEAR,WNW
best,25,CLEAR,WNW
bet,1,CLEAR,WNW
better,27,CLEAR,WNW
between,5,CLEAR,WNW
beyond,2,CLEAR,WNW
bieber,4,CLEAR,WNW
big,10,CLEAR,WNW
biggest,1,CLEAR,WNW
bill,1,CLEAR,WNW
birthday,3,CLEAR,WNW
bit,4,CLEAR,WNW
black,5,CLEAR,WNW
blackberry,4,CLEAR,WNW
blood,1,CLEAR,WNW
blue,1,CLEAR,WNW
body,5,CLEAR,WNW
bomb,1,CLEAR,WNW
book,5,CLEAR,WNW
books,1,CLEAR,WNW
boondocks,10,CLEAR,WNW
bored,8,CLEAR,WNW
boring,2,CLEAR,WNW
both,3,CLEAR,WNW
bought,4,CLEAR,WNW
bout,4,CLEAR,WNW
box,3,CLEAR,WNW
boy,5,CLEAR,WNW
boys,3,CLEAR,WNW
brain,3,CLEAR,WNW
break,1,CLEAR,WNW
breakfast,4,CLEAR,WNW
breathing,1,CLEAR,WNW
bring,5,CLEAR,WNW
bro,1,CLEAR,WNW
broke,5,CLEAR,WNW
broken,1,CLEAR,WNW
brother,3,CLEAR,WNW
brown,2,CLEAR,WNW
building,1,CLEAR,WNW
bus,3,CLEAR,WNW
business,2,CLEAR,WNW
busy,2,CLEAR,WNW
buy,4,CLEAR,WNW
cake,1,CLEAR,WNW
call,8,CLEAR,WNW
called,8,CLEAR,WNW
calling,2,CLEAR,WNW
came,5,CLEAR,WNW
cannot,2,CLEAR,WNW
cant,5,CLEAR,WNW
car,9,CLEAR,WNW
card,2,CLEAR,WNW
care,6,CLEAR,WNW
cars,18,CLEAR,WNW
case,1,CLEAR,WNW
cat,3,CLEAR,WNW
catch,4,CLEAR,WNW
caught,5,CLEAR,WNW
cause,5,CLEAR,WNW
chance,4,CLEAR,WNW
change,6,CLEAR,WNW
changed,1,CLEAR,WNW
character,1,CLEAR,WNW
check,6,CLEAR,WNW
cheer,2,CLEAR,WNW
cheese,1,CLEAR,WNW
chick,4,CLEAR,WNW
