keyword,count,weather,wind_direction
000,4,CLEAR,NW
100,7,CLEAR,NW
101,3,CLEAR,NW
1st,5,CLEAR,NW
2010,10,CLEAR,NW
2nd,6,CLEAR,NW
aan,3,CLEAR,NW
able,8,CLEAR,NW
absolutely,1,CLEAR,NW
account,1,CLEAR,NW
aching,1,CLEAR,NW
act,5,CLEAR,NW
action,1,CLEAR,NW
actually,17,CLEAR,NW
adam,3,CLEAR,NW
add,5,CLEAR,NW
after,21,CLEAR,NW
afternoon,2,CLEAR,NW
again,28,CLEAR,NW
against,4,CLEAR,NW
age,1,CLEAR,NW
ago,8,CLEAR,NW
ahead,1,CLEAR,NW
ain,3,CLEAR,NW
aint,13,CLEAR,NW
air,6,CLEAR,NW
airport,2,CLEAR,NW
alarm,13,CLEAR,NW
album,3,CLEAR,NW
alive,6,CLEAR,NW
almost,15,CLEAR,NW
alone,9,CLEAR,NW
along,5,CLEAR,NW
already,15,CLEAR,NW
als,6,CLEAR,NW
also,5,CLEAR,NW
always,36,CLEAR,NW
amazing,16,CLEAR,NW
american,49,CLEAR,NW
android,1,CLEAR,NW
annoying,6,CLEAR,NW
another,18,CLEAR,NW
answer,9,CLEAR,NW
any,24,CLEAR,NW
anybody,6,CLEAR,NW
anymore,4,CLEAR,NW
anyone,17,CLEAR,NW
anything,15,CLEAR,NW
anyway,6,CLEAR,NW
app,4,CLEAR,NW
apparently,5,CLEAR,NW
appetite,2,CLEAR,NW
apple,1,CLEAR,NW
arcade,7,CLEAR,NW
around,16,CLEAR,NW
art,7,CLEAR,NW
arts,1,CLEAR,NW
ask,9,CLEAR,NW
asked,5,CLEAR,NW
asking,2,CLEAR,NW
asleep,3,CLEAR,NW
ass,10,CLEAR,NW
attention,4,CLEAR,NW
august,14,CLEAR,NW
awake,5,CLEAR,NW
away,20,CLEAR,NW
awesome,6,CLEAR,NW
baby,17,CLEAR,NW
back,53,CLEAR,NW
bad,20,CLEAR,NW
band,2,CLEAR,NW
bar,3,CLEAR,NW
baseball,32,CLEAR,NW
basketball,10,CLEAR,NW
bday,4,CLEAR,NW
beach,5,CLEAR,NW
beat,2,CLEAR,NW
beautiful,11,CLEAR,NW
beauty,9,CLEAR,NW
because,24,CLEAR,NW
become,2,CLEAR,NW
bed,25,CLEAR,NW
been,25,CLEAR,NW
beer,2,CLEAR,NW
before,26,CLEAR,NW
beg,1,CLEAR,NW
beginning,3,CLEAR,NW
behind,3,CLEAR,NW
being,27,CLEAR,NW
believe,12,CLEAR,NW
ben,3,CLEAR,NW
best,45,CLEAR,NW
bet,3,CLEAR,NW
better,32,CLEAR,NW
between,8,CLEAR,NW
beyond,2,CLEAR,NW
bieber,8,CLEAR,NW
big,23,CLEAR,NW
biggest,4,CLEAR,NW
bill,11,CLEAR,NW
birthday,12,CLEAR,NW
bit,8,CLEAR,NW
black,14,CLEAR,NW
blackberry,5,CLEAR,NW
blog,1,CLEAR,NW
blood,8,CLEAR,NW
blows,1,CLEAR,NW
blue,6,CLEAR,NW
body,8,CLEAR,NW
bomb,2,CLEAR,NW
book,11,CLEAR,NW
books,6,CLEAR,NW
boondocks,2,CLEAR,NW
bored,8,CLEAR,NW
boring,11,CLEAR,NW
both,9,CLEAR,NW
bought,2,CLEAR,NW
bout,8,CLEAR,NW
box,3,CLEAR,NW
boy,8,CLEAR,NW
boyfriend,7,CLEAR,NW
boys,6,CLEAR,NW
