keyword,count,weather,wind_direction
000,1,CLEAR,NW
100,1,CLEAR,NW
101,1,CLEAR,NW
1st,3,CLEAR,NW
2010,4,CLEAR,NW
2nd,1,CLEAR,NW
aan,1,CLEAR,NW
able,3,CLEAR,NW
account,2,CLEAR,NW
aching,1,CLEAR,NW
act,2,CLEAR,NW
action,5,CLEAR,NW
actually,9,CLEAR,NW
add,5,CLEAR,NW
after,12,CLEAR,NW
afternoon,3,CLEAR,NW
again,17,CLEAR,NW
against,1,CLEAR,NW
age,1,CLEAR,NW
ago,3,CLEAR,NW
ahead,5,CLEAR,NW
ain,2,CLEAR,NW
aint,1,CLEAR,NW
air,4,CLEAR,NW
alarm,1,CLEAR,NW
album,6,CLEAR,NW
alive,2,CLEAR,NW
almost,5,CLEAR,NW
alone,4,CLEAR,NW
along,2,CLEAR,NW
already,13,CLEAR,NW
alright,2,CLEAR,NW
als,2,CLEAR,NW
also,2,CLEAR,NW
always,18,CLEAR,NW
amazing,5,CLEAR,NW
american,3,CLEAR,NW
android,11,CLEAR,NW
annoying,3,CLEAR,NW
another,10,CLEAR,NW
any,20,CLEAR,NW
anybody,1,CLEAR,NW
anymore,4,CLEAR,NW
anyone,6,CLEAR,NW
anything,3,CLEAR,NW
anyway,1,CLEAR,NW
app,4,CLEAR,NW
apparently,4,CLEAR,NW
apple,1,CLEAR,NW
arcade,14,CLEAR,NW
around,10,CLEAR,NW
art,4,CLEAR,NW
arts,2,CLEAR,NW
ask,9,CLEAR,NW
asking,2,CLEAR,NW
asleep,2,CLEAR,NW
ass,2,CLEAR,NW
ate,2,CLEAR,NW
august,7,CLEAR,NW
awake,3,CLEAR,NW
away,9,CLEAR,NW
awesome,7,CLEAR,NW
baby,13,CLEAR,NW
back,24,CLEAR,NW
bad,16,CLEAR,NW
bar,4,CLEAR,NW
baseball,1,CLEAR,NW
basketball,8,CLEAR,NW
bday,1,CLEAR,NW
beach,2,CLEAR,NW
beat,6,CLEAR,NW
beautiful,8,CLEAR,NW
beauty,2,CLEAR,NW
because,11,CLEAR,NW
become,3,CLEAR,NW
