keyword,count,weather,wind_direction
000,4,CLEAR,NW
100,1,CLEAR,NW
101,2,CLEAR,NW
1st,6,CLEAR,NW
2010,9,CLEAR,NW
2nd,3,CLEAR,NW
aan,2,CLEAR,NW
able,4,CLEAR,NW
absolutely,1,CLEAR,NW
accident,1,CLEAR,NW
account,5,CLEAR,NW
act,5,CLEAR,NW
actually,4,CLEAR,NW
adam,1,CLEAR,NW
add,6,CLEAR,NW
after,28,CLEAR,NW
afternoon,4,CLEAR,NW
again,23,CLEAR,NW
against,3,CLEAR,NW
age,4,CLEAR,NW
ago,7,CLEAR,NW
ahead,3,CLEAR,NW
ain,4,CLEAR,NW
aint,4,CLEAR,NW
airport,1,CLEAR,NW
alarm,12,CLEAR,NW
album,4,CLEAR,NW
alive,1,CLEAR,NW
almost,6,CLEAR,NW
alone,3,CLEAR,NW
along,5,CLEAR,NW
already,12,CLEAR,NW
alright,7,CLEAR,NW
als,2,CLEAR,NW
also,15,CLEAR,NW
always,19,CLEAR,NW
amazing,19,CLEAR,NW
american,40,CLEAR,NW
another,17,CLEAR,NW
answer,6,CLEAR,NW
any,17,CLEAR,NW
anybody,4,CLEAR,NW
anymore,4,CLEAR,NW
anyone,13,CLEAR,NW
anything,16,CLEAR,NW
anyway,5,CLEAR,NW
app,4,CLEAR,NW
apparently,2,CLEAR,NW
appetite,1,CLEAR,NW
apple,4,CLEAR,NW
arcade,15,CLEAR,NW
around,14,CLEAR,NW
art,6,CLEAR,NW
arts,1,CLEAR,NW
ask,6,CLEAR,NW
asked,4,CLEAR,NW
asking,1,CLEAR,NW
asleep,5,CLEAR,NW
ass,9,CLEAR,NW
ate,5,CLEAR,NW
attention,4,CLEAR,NW
august,11,CLEAR,NW
awake,3,CLEAR,NW
away,12,CLEAR,NW
awesome,7,CLEAR,NW
baby,8,CLEAR,NW
back,54,CLEAR,NW
bad,19,CLEAR,NW
band,3,CLEAR,NW
bar,2,CLEAR,NW
baseball,38,CLEAR,NW
basketball,7,CLEAR,NW
bday,1,CLEAR,NW
beach,4,CLEAR,NW
beat,2,CLEAR,NW
beautiful,7,CLEAR,NW
beauty,6,CLEAR,NW
because,18,CLEAR,NW
become,2,CLEAR,NW
bed,24,CLEAR,NW
been,23,CLEAR,NW
beer,6,CLEAR,NW
before,19,CLEAR,NW
beginning,4,CLEAR,NW
behind,3,CLEAR,NW
being,22,CLEAR,NW
believe,7,CLEAR,NW
ben,1,CLEAR,NW
best,41,CLEAR,NW
bet,3,CLEAR,NW
better,14,CLEAR,NW
between,2,CLEAR,NW
beyond,1,CLEAR,NW
bieber,1,CLEAR,NW
big,13,CLEAR,NW
biggest,4,CLEAR,NW
bill,4,CLEAR,NW
birthday,6,CLEAR,NW
bit,2,CLEAR,NW
black,4,CLEAR,NW
blackberry,3,CLEAR,NW
blog,1,CLEAR,NW
blood,10,CLEAR,NW
blue,7,CLEAR,NW
body,11,CLEAR,NW
bomb,2,CLEAR,NW
book,8,CLEAR,NW
books,5,CLEAR,NW
boondocks,4,CLEAR,NW
bored,4,CLEAR,NW
boring,7,CLEAR,NW
both,4,CLEAR,NW
bought,1,CLEAR,NW
bout,2,CLEAR,NW
box,3,CLEAR,NW
boy,14,CLEAR,NW
boyfriend,5,CLEAR,NW
boys,6,CLEAR,NW
brain,3,CLEAR,NW
break,7,CLEAR,NW
breakfast,6,CLEAR,NW
breath,1,CLEAR,NW
breathing,4,CLEAR,NW
briefing,7,CLEAR,NW
briefly,1,CLEAR,NW
bring,4,CLEAR,NW
broke,1,CLEAR,NW
broken,3,CLEAR,NW
brother,8,CLEAR,NW
brown,2,CLEAR,NW
building,4,CLEAR,NW
burn,8,CLEAR,NW
burning,6,CLEAR,NW
bus,2,CLEAR,NW
business,6,CLEAR,NW
busy,1,CLEAR,NW
buy,2,CLEAR,NW
cake,2,CLEAR,NW
call,13,CLEAR,NW
called,7,CLEAR,NW
calling,4,CLEAR,NW
calls,4,CLEAR,NW
came,4,CLEAR,NW
camp,2,CLEAR,NW
cannot,2,CLEAR,NW
cant,13,CLEAR,NW
car,9,CLEAR,NW
card,3,CLEAR,NW
care,11,CLEAR,NW
cars,15,CLEAR,NW
case,5,CLEAR,NW
cat,2,CLEAR,NW
catch,2,CLEAR,NW
caught,6,CLEAR,NW
cause,6,CLEAR,NW
chance,1,CLEAR,NW
change,6,CLEAR,NW
changed,2,CLEAR,NW
channel,7,CLEAR,NW
character,3,CLEAR,NW
check,8,CLEAR,NW
cheese,6,CLEAR,NW
chest,2,CLEAR,NW
chick,3,CLEAR,NW
chicken,6,CLEAR,NW
child,5,CLEAR,NW
children,3,CLEAR,NW
china,6,CLEAR,NW
chocolate,14,CLEAR,NW
choice,2,CLEAR,NW
chris,3,CLEAR,NW
christmas,4,CLEAR,NW
church,3,CLEAR,NW
city,4,CLEAR,NW
class,2,CLEAR,NW
clean,5,CLEAR,NW
cleaning,2,CLEAR,NW
close,3,CLEAR,NW
closed,3,CLEAR,NW
clothes,8,CLEAR,NW
club,1,CLEAR,NW
coffee,4,CLEAR,NW
cold,6,CLEAR,NW
college,2,CLEAR,NW
com,2,CLEAR,NW
