keyword,count,weather,wind_direction
000,2,CLEAR,WNW
100,3,CLEAR,WNW
1st,6,CLEAR,WNW
2010,7,CLEAR,WNW
2nd,4,CLEAR,WNW
aan,3,CLEAR,WNW
able,2,CLEAR,WNW
absolutely,1,CLEAR,WNW
accident,1,CLEAR,WNW
act,1,CLEAR,WNW
action,2,CLEAR,WNW
actually,4,CLEAR,WNW
adam,2,CLEAR,WNW
add,2,CLEAR,WNW
after,16,CLEAR,WNW
afternoon,6,CLEAR,WNW
again,22,CLEAR,WNW
against,2,CLEAR,WNW
age,1,CLEAR,WNW
ago,4,CLEAR,WNW
ahead,2,CLEAR,WNW
ain,2,CLEAR,WNW
aint,1,CLEAR,WNW
air,3,CLEAR,WNW
alarm,5,CLEAR,WNW
album,2,CLEAR,WNW
alive,3,CLEAR,WNW
almost,8,CLEAR,WNW
alone,2,CLEAR,WNW
along,2,CLEAR,WNW
already,7,CLEAR,WNW
alright,1,CLEAR,WNW
als,2,CLEAR,WNW
also,10,CLEAR,WNW
always,14,CLEAR,WNW
amazing,10,CLEAR,WNW
american,1,CLEAR,WNW
android,3,CLEAR,WNW
annoying,2,CLEAR,WNW
another,11,CLEAR,WNW
any,15,CLEAR,WNW
anybody,2,CLEAR,WNW
anymore,2,CLEAR,WNW
anyone,15,CLEAR,WNW
anything,7,CLEAR,WNW
anyway,1,CLEAR,WNW
app,4,CLEAR,WNW
appetite,1,CLEAR,WNW
apple,1,CLEAR,WNW
arcade,6,CLEAR,WNW
around,12,CLEAR,WNW
art,4,CLEAR,WNW
ask,7,CLEAR,WNW
asked,3,CLEAR,WNW
asking,1,CLEAR,WNW
asleep,4,CLEAR,WNW
ate,3,CLEAR,WNW
attention,2,CLEAR,WNW
august,11,CLEAR,WNW
awake,2,CLEAR,WNW
away,16,CLEAR,WNW
awesome,9,CLEAR,WNW
baby,11,CLEAR,WNW
back,29,CLEAR,WNW
bad,18,CLEAR,WNW
band,2,CLEAR,WNW
bar,3,CLEAR,WNW
basketball,5,CLEAR,WNW
bday,1,CLEAR,WNW
beach,4,CLEAR,WNW
beat,4,CLEAR,WNW
beautiful,9,CLEAR,WNW
beauty,3,CLEAR,WNW
because,13,CLEAR,WNW
become,3,CLEAR,WNW
bed,7,CLEAR,WNW
been,14,CLEAR,WNW
beer,2,CLEAR,WNW
before,11,CLEAR,WNW
begging,1,CLEAR,WNW
behind,4,CLEAR,WNW
being,13,CLEAR,WNW
believe,3,CLEAR,WNW
ben,5,CLEAR,WNW
best,22,CLEAR,WNW
bet,2,CLEAR,WNW
better,29,CLEAR,WNW
between,6,CLEAR,WNW
beyond,4,CLEAR,WNW
bieber,3,CLEAR,WNW
big,14,CLEAR,WNW
biggest,2,CLEAR,WNW
bill,2,CLEAR,WNW
birthday,5,CLEAR,WNW
bit,8,CLEAR,WNW
black,10,CLEAR,WNW
blackberry,1,CLEAR,WNW
blog,2,CLEAR,WNW
blood,3,CLEAR,WNW
blows,2,CLEAR,WNW
blue,2,CLEAR,WNW
body,6,CLEAR,WNW
book,5,CLEAR,WNW
books,2,CLEAR,WNW
boondocks,19,CLEAR,WNW
bored,7,CLEAR,WNW
boring,2,CLEAR,WNW
both,3,CLEAR,WNW
bought,5,CLEAR,WNW
bout,6,CLEAR,WNW
box,2,CLEAR,WNW
boy,8,CLEAR,WNW
boyfriend,4,CLEAR,WNW
boys,2,CLEAR,WNW
brain,2,CLEAR,WNW
break,4,CLEAR,WNW
breakfast,3,CLEAR,WNW
breath,1,CLEAR,WNW
breathing,1,CLEAR,WNW
briefing,6,CLEAR,WNW
bring,2,CLEAR,WNW
bro,2,CLEAR,WNW
broke,1,CLEAR,WNW
broken,5,CLEAR,WNW
brother,5,CLEAR,WNW
building,1,CLEAR,WNW
burn,2,CLEAR,WNW
burning,2,CLEAR,WNW
bus,1,CLEAR,WNW
business,1,CLEAR,WNW
busy,3,CLEAR,WNW
buy,5,CLEAR,WNW
bye,1,CLEAR,WNW
cake,2,CLEAR,WNW
call,8,CLEAR,WNW
called,7,CLEAR,WNW
calls,1,CLEAR,WNW
came,5,CLEAR,WNW
camp,1,CLEAR,WNW
cannot,3,CLEAR,WNW
cant,9,CLEAR,WNW
car,11,CLEAR,WNW
card,1,CLEAR,WNW
care,6,CLEAR,WNW
cars,4,CLEAR,WNW
case,2,CLEAR,WNW
cat,2,CLEAR,WNW
catch,3,CLEAR,WNW
cause,7,CLEAR,WNW
causing,1,CLEAR,WNW
chance,2,CLEAR,WNW
change,9,CLEAR,WNW
changed,3,CLEAR,WNW
character,1,CLEAR,WNW
check,7,CLEAR,WNW
cheese,4,CLEAR,WNW
chest,1,CLEAR,WNW
chick,4,CLEAR,WNW
chicken,5,CLEAR,WNW
child,3,CLEAR,WNW
children,2,CLEAR,WNW
china,2,CLEAR,WNW
chocolate,6,CLEAR,WNW
choice,1,CLEAR,WNW
chris,1,CLEAR,WNW
christmas,1,CLEAR,WNW
church,13,CLEAR,WNW
city,1,CLEAR,WNW
clean,2,CLEAR,WNW
cleaning,2,CLEAR,WNW
close,4,CLEAR,WNW
closed,1,CLEAR,WNW
clothes,2,CLEAR,WNW
club,1,CLEAR,WNW
coffee,4,CLEAR,WNW
cold,2,CLEAR,WNW
college,2,CLEAR,WNW
com,5,CLEAR,WNW
come,10,CLEAR,WNW
comes,4,CLEAR,WNW
coming,13,CLEAR,WNW
complete,1,CLEAR,WNW
completely,1,CLEAR,WNW
computer,1,CLEAR,WNW
con,6,CLEAR,WNW
concert,2,CLEAR,WNW
constant,1,CLEAR,WNW
control,2,CLEAR,WNW
convention,1,CLEAR,WNW
cook,3,CLEAR,WNW
cooking,3,CLEAR,WNW
cool,3,CLEAR,WNW
could,13,CLEAR,WNW
count,2,CLEAR,WNW
country,2,CLEAR,WNW
couple,1,CLEAR,WNW
course,3,CLEAR,WNW
crazy,8,CLEAR,WNW
cream,2,CLEAR,WNW
crisis,5,CLEAR,WNW
cry,6,CLEAR,WNW
crying,1,CLEAR,WNW
cup,2,CLEAR,WNW
currently,5,CLEAR,WNW
currents,1,CLEAR,WNW
cut,3,CLEAR,WNW
cute,6,CLEAR,WNW
cuz,5,CLEAR,WNW
dad,3,CLEAR,WNW
dan,1,CLEAR,WNW
dance,3,CLEAR,WNW
dark,2,CLEAR,WNW
dat,12,CLEAR,WNW
date,2,CLEAR,WNW
david,1,CLEAR,WNW
days,10,CLEAR,WNW
dead,9,CLEAR,WNW
deal,2,CLEAR,WNW
dear,2,CLEAR,WNW
death,2,CLEAR,WNW
debate,1,CLEAR,WNW
decided,5,CLEAR,WNW
deep,1,CLEAR,WNW
definitely,1,CLEAR,WNW
depressing,3,CLEAR,WNW
design,4,CLEAR,WNW
desire,3,CLEAR,WNW
