keyword,count,weather,wind_direction
000,2,CLOUDY,NW
100,8,CLOUDY,NW
1st,5,CLOUDY,NW
2010,13,CLOUDY,NW
2nd,1,CLOUDY,NW
aan,4,CLOUDY,NW
accident,5,CLOUDY,NW
account,3,CLOUDY,NW
aching,1,CLOUDY,NW
act,5,CLOUDY,NW
action,3,CLOUDY,NW
actually,9,CLOUDY,NW
adam,1,CLOUDY,NW
add,4,CLOUDY,NW
after,18,CLOUDY,NW
afternoon,1,CLOUDY,NW
again,33,CLOUDY,NW
against,2,CLOUDY,NW
age,2,CLOUDY,NW
ago,8,CLOUDY,NW
ain,3,CLOUDY,NW
aint,7,CLOUDY,NW
air,4,CLOUDY,NW
airport,5,CLOUDY,NW
alarm,4,CLOUDY,NW
album,1,CLOUDY,NW
alive,3,CLOUDY,NW
almost,8,CLOUDY,NW
alone,2,CLOUDY,NW
along,7,CLOUDY,NW
already,15,CLOUDY,NW
alright,2,CLOUDY,NW
als,5,CLOUDY,NW
also,15,CLOUDY,NW
always,28,CLOUDY,NW
amazing,14,CLOUDY,NW
american,16,CLOUDY,NW
android,2,CLOUDY,NW
annoying,8,CLOUDY,NW
another,15,CLOUDY,NW
answer,2,CLOUDY,NW
any,12,CLOUDY,NW
anybody,2,CLOUDY,NW
anymore,1,CLOUDY,NW
anyone,11,CLOUDY,NW
anything,7,CLOUDY,NW
app,1,CLOUDY,NW
apparently,4,CLOUDY,NW
arcade,15,CLOUDY,NW
around,7,CLOUDY,NW
art,4,CLOUDY,NW
arts,3,CLOUDY,NW
ask,6,CLOUDY,NW
asked,7,CLOUDY,NW
asking,2,CLOUDY,NW
asleep,6,CLOUDY,NW
ass,7,CLOUDY,NW
ate,2,CLOUDY,NW
attention,5,CLOUDY,NW
august,3,CLOUDY,NW
awake,5,CLOUDY,NW
away,14,CLOUDY,NW
awesome,7,CLOUDY,NW
baby,9,CLOUDY,NW
back,40,CLOUDY,NW
bad,28,CLOUDY,NW
band,1,CLOUDY,NW
bar,1,CLOUDY,NW
baseball,1,CLOUDY,NW
basketball,5,CLOUDY,NW
bday,2,CLOUDY,NW
beach,1,CLOUDY,NW
beat,4,CLOUDY,NW
beautiful,8,CLOUDY,NW
beauty,2,CLOUDY,NW
because,16,CLOUDY,NW
become,4,CLOUDY,NW
bed,21,CLOUDY,NW
been,28,CLOUDY,NW
beer,3,CLOUDY,NW
before,17,CLOUDY,NW
beginning,4,CLOUDY,NW
behind,9,CLOUDY,NW
being,30,CLOUDY,NW
believe,15,CLOUDY,NW
ben,5,CLOUDY,NW
best,42,CLOUDY,NW
bet,2,CLOUDY,NW
better,17,CLOUDY,NW
between,7,CLOUDY,NW
beyond,1,CLOUDY,NW
bieber,3,CLOUDY,NW
big,22,CLOUDY,NW
biggest,1,CLOUDY,NW
bill,3,CLOUDY,NW
birthday,6,CLOUDY,NW
bit,6,CLOUDY,NW
black,6,CLOUDY,NW
blackberry,2,CLOUDY,NW
blog,2,CLOUDY,NW
blood,1,CLOUDY,NW
blue,5,CLOUDY,NW
body,9,CLOUDY,NW
bomb,1,CLOUDY,NW
book,4,CLOUDY,NW
books,14,CLOUDY,NW
boondocks,10,CLOUDY,NW
bored,5,CLOUDY,NW
boring,8,CLOUDY,NW
both,5,CLOUDY,NW
bought,4,CLOUDY,NW
bout,6,CLOUDY,NW
boy,3,CLOUDY,NW
boyfriend,1,CLOUDY,NW
boys,3,CLOUDY,NW
brain,2,CLOUDY,NW
break,7,CLOUDY,NW
breakfast,1,CLOUDY,NW
breath,3,CLOUDY,NW
breathing,1,CLOUDY,NW
briefing,3,CLOUDY,NW
briefly,3,CLOUDY,NW
bring,6,CLOUDY,NW
broke,3,CLOUDY,NW
broken,3,CLOUDY,NW
brother,8,CLOUDY,NW
brown,6,CLOUDY,NW
building,2,CLOUDY,NW
burn,4,CLOUDY,NW
burning,4,CLOUDY,NW
bus,3,CLOUDY,NW
business,8,CLOUDY,NW
busy,4,CLOUDY,NW
buy,8,CLOUDY,NW
bye,1,CLOUDY,NW
cake,3,CLOUDY,NW
call,5,CLOUDY,NW
called,10,CLOUDY,NW
calling,3,CLOUDY,NW
calls,3,CLOUDY,NW
came,7,CLOUDY,NW
camp,1,CLOUDY,NW
cannot,5,CLOUDY,NW
cant,17,CLOUDY,NW
car,19,CLOUDY,NW
card,2,CLOUDY,NW
care,6,CLOUDY,NW
cars,15,CLOUDY,NW
case,3,CLOUDY,NW
cat,4,CLOUDY,NW
catch,5,CLOUDY,NW
caught,2,CLOUDY,NW
cause,9,CLOUDY,NW
chance,4,CLOUDY,NW
change,9,CLOUDY,NW
changed,1,CLOUDY,NW
channel,3,CLOUDY,NW
character,7,CLOUDY,NW
check,8,CLOUDY,NW
cheese,3,CLOUDY,NW
chest,1,CLOUDY,NW
chick,5,CLOUDY,NW
chicken,6,CLOUDY,NW
child,6,CLOUDY,NW
children,14,CLOUDY,NW
