keyword,count,weather,wind_direction
000,2,CLEAR,W
100,3,CLEAR,W
1st,1,CLEAR,W
2010,4,CLEAR,W
2nd,2,CLEAR,W
aan,2,CLEAR,W
account,1,CLEAR,W
aching,1,CLEAR,W
act,2,CLEAR,W
action,3,CLEAR,W
actually,4,CLEAR,W
adam,1,CLEAR,W
add,1,CLEAR,W
after,17,CLEAR,W
afternoon,1,CLEAR,W
again,9,CLEAR,W
age,1,CLEAR,W
ago,4,CLEAR,W
ahead,5,CLEAR,W
air,4,CLEAR,W
airport,1,CLEAR,W
alarm,7,CLEAR,W
album,1,CLEAR,W
alive,1,CLEAR,W
almost,9,CLEAR,W
alone,2,CLEAR,W
along,3,CLEAR,W
already,17,CLEAR,W
als,4,CLEAR,W
also,5,CLEAR,W
always,12,CLEAR,W
amazing,18,CLEAR,W
american,3,CLEAR,W
android,1,CLEAR,W
annoying,1,CLEAR,W
another,5,CLEAR,W
answer,1,CLEAR,W
any,26,CLEAR,W
anybody,2,CLEAR,W
anymore,4,CLEAR,W
anyone,8,CLEAR,W
anything,6,CLEAR,W
anytime,3,CLEAR,W
anyway,1,CLEAR,W
app,1,CLEAR,W
apparently,2,CLEAR,W
apple,2,CLEAR,W
arcade,2,CLEAR,W
around,9,CLEAR,W
art,3,CLEAR,W
ask,1,CLEAR,W
asked,2,CLEAR,W
asking,2,CLEAR,W
asleep,2,CLEAR,W
ass,1,CLEAR,W
ate,3,CLEAR,W
attention,1,CLEAR,W
august,7,CLEAR,W
awake,1,CLEAR,W
away,9,CLEAR,W
awesome,23,CLEAR,W
baby,3,CLEAR,W
back,16,CLEAR,W
bad,20,CLEAR,W
band,1,CLEAR,W
baseball,1,CLEAR,W
basketball,1,CLEAR,W
bday,4,CLEAR,W
beach,3,CLEAR,W
beat,2,CLEAR,W
beautiful,3,CLEAR,W
beauty,3,CLEAR,W
because,4,CLEAR,W
become,2,CLEAR,W
bed,7,CLEAR,W
been,27,CLEAR,W
beer,1,CLEAR,W
before,11,CLEAR,W
beginning,2,CLEAR,W
behind,4,CLEAR,W
being,14,CLEAR,W
believe,5,CLEAR,W
ben,2,CLEAR,W
best,9,CLEAR,W
bet,1,CLEAR,W
better,35,CLEAR,W
between,4,CLEAR,W
beyond,3,CLEAR,W
bieber,2,CLEAR,W
big,12,CLEAR,W
biggest,1,CLEAR,W
bill,2,CLEAR,W
bit,2,CLEAR,W
black,2,CLEAR,W
blackberry,1,CLEAR,W
blood,4,CLEAR,W
blue,5,CLEAR,W
body,6,CLEAR,W
bomb,3,CLEAR,W
book,7,CLEAR,W
books,2,CLEAR,W
boondocks,3,CLEAR,W
bored,4,CLEAR,W
boring,5,CLEAR,W
both,3,CLEAR,W
bought,8,CLEAR,W
bout,2,CLEAR,W
box,2,CLEAR,W
boy,6,CLEAR,W
boyfriend,1,CLEAR,W
boys,3,CLEAR,W
brain,1,CLEAR,W
break,1,CLEAR,W
breakfast,2,CLEAR,W
breath,2,CLEAR,W
breathing,1,CLEAR,W
briefing,4,CLEAR,W
