keyword,count,weather,wind_direction
000,3,CLEAR,WNW
101,2,CLEAR,WNW
1st,12,CLEAR,WNW
2010,3,CLEAR,WNW
aan,3,CLEAR,WNW
able,4,CLEAR,WNW
absolutely,1,CLEAR,WNW
accident,2,CLEAR,WNW
account,1,CLEAR,WNW
aching,2,CLEAR,WNW
act,1,CLEAR,WNW
action,4,CLEAR,WNW
actually,7,CLEAR,WNW
adam,2,CLEAR,WNW
add,1,CLEAR,WNW
after,16,CLEAR,WNW
afternoon,2,CLEAR,WNW
again,17,CLEAR,WNW
against,3,CLEAR,WNW
age,3,CLEAR,WNW
ago,7,CLEAR,WNW
ahead,5,CLEAR,WNW
aint,4,CLEAR,WNW
air,8,CLEAR,WNW
airport,2,CLEAR,WNW
alarm,3,CLEAR,WNW
alive,2,CLEAR,WNW
almost,6,CLEAR,WNW
alone,3,CLEAR,WNW
along,2,CLEAR,WNW
already,10,CLEAR,WNW
als,2,CLEAR,WNW
also,5,CLEAR,WNW
always,22,CLEAR,WNW
amazing,13,CLEAR,WNW
american,4,CLEAR,WNW
android,3,CLEAR,WNW
annoying,6,CLEAR,WNW
another,15,CLEAR,WNW
answer,4,CLEAR,WNW
any,18,CLEAR,WNW
anymore,7,CLEAR,WNW
anyone,10,CLEAR,WNW
anything,6,CLEAR,WNW
anyway,4,CLEAR,WNW
app,2,CLEAR,WNW
apparently,5,CLEAR,WNW
appetite,1,CLEAR,WNW
apple,2,CLEAR,WNW
arcade,3,CLEAR,WNW
around,10,CLEAR,WNW
art,3,CLEAR,WNW
ask,6,CLEAR,WNW
asked,4,CLEAR,WNW
asleep,5,CLEAR,WNW
ass,5,CLEAR,WNW
ate,3,CLEAR,WNW
august,14,CLEAR,WNW
awake,5,CLEAR,WNW
away,6,CLEAR,WNW
awesome,10,CLEAR,WNW
baby,15,CLEAR,WNW
back,48,CLEAR,WNW
bad,18,CLEAR,WNW
band,5,CLEAR,WNW
bar,7,CLEAR,WNW
baseball,1,CLEAR,WNW
bday,2,CLEAR,WNW
beach,2,CLEAR,WNW
beat,1,CLEAR,WNW
beautiful,4,CLEAR,WNW
beauty,1,CLEAR,WNW
because,12,CLEAR,WNW
become,3,CLEAR,WNW
bed,16,CLEAR,WNW
been,22,CLEAR,WNW
beer,1,CLEAR,WNW
before,9,CLEAR,WNW
beg,1,CLEAR,WNW
beginning,2,CLEAR,WNW
behind,3,CLEAR,WNW
being,19,CLEAR,WNW
believe,15,CLEAR,WNW
ben,2,CLEAR,WNW
best,24,CLEAR,WNW
bet,2,CLEAR,WNW
better,18,CLEAR,WNW
between,6,CLEAR,WNW
beyond,3,CLEAR,WNW
bieber,5,CLEAR,WNW
