keyword,count,weather,wind_direction
000,2,CLOUDY,NW
100,1,CLOUDY,NW
1st,3,CLOUDY,NW
2010,2,CLOUDY,NW
2nd,2,CLOUDY,NW
able,1,CLOUDY,NW
absolutely,1,CLOUDY,NW
accident,1,CLOUDY,NW
account,2,CLOUDY,NW
action,1,CLOUDY,NW
actually,6,CLOUDY,NW
add,2,CLOUDY,NW
after,11,CLOUDY,NW
again,10,CLOUDY,NW
against,3,CLOUDY,NW
age,3,CLOUDY,NW
ago,2,CLOUDY,NW
ahead,4,CLOUDY,NW
ain,2,CLOUDY,NW
aint,2,CLOUDY,NW
air,7,CLOUDY,NW
airport,1,CLOUDY,NW
alarm,4,CLOUDY,NW
album,8,CLOUDY,NW
alive,1,CLOUDY,NW
almost,7,CLOUDY,NW
alone,6,CLOUDY,NW
along,4,CLOUDY,NW
already,5,CLOUDY,NW
also,3,CLOUDY,NW
always,13,CLOUDY,NW
amazing,8,CLOUDY,NW
american,1,CLOUDY,NW
android,19,CLOUDY,NW
annoying,2,CLOUDY,NW
another,7,CLOUDY,NW
answer,2,CLOUDY,NW
any,11,CLOUDY,NW
anymore,4,CLOUDY,NW
anyone,12,CLOUDY,NW
anything,3,CLOUDY,NW
app,6,CLOUDY,NW
apparently,2,CLOUDY,NW
apple,3,CLOUDY,NW
arcade,10,CLOUDY,NW
around,3,CLOUDY,NW
art,1,CLOUDY,NW
arts,1,CLOUDY,NW
asked,4,CLOUDY,NW
asking,1,CLOUDY,NW
asleep,1,CLOUDY,NW
ass,5,CLOUDY,NW
ate,2,CLOUDY,NW
attention,1,CLOUDY,NW
august,8,CLOUDY,NW
awake,1,CLOUDY,NW
away,3,CLOUDY,NW
awesome,3,CLOUDY,NW
baby,15,CLOUDY,NW
back,26,CLOUDY,NW
bad,12,CLOUDY,NW
band,2,CLOUDY,NW
basketball,1,CLOUDY,NW
bday,1,CLOUDY,NW
beat,3,CLOUDY,NW
beautiful,5,CLOUDY,NW
beauty,2,CLOUDY,NW
because,8,CLOUDY,NW
become,7,CLOUDY,NW
bed,8,CLOUDY,NW
been,11,CLOUDY,NW
beer,2,CLOUDY,NW
before,12,CLOUDY,NW
beg,1,CLOUDY,NW
beginning,3,CLOUDY,NW
behind,7,CLOUDY,NW
being,13,CLOUDY,NW
believe,6,CLOUDY,NW
ben,2,CLOUDY,NW
best,13,CLOUDY,NW
better,22,CLOUDY,NW
between,5,CLOUDY,NW
beyond,2,CLOUDY,NW
bieber,1,CLOUDY,NW
big,15,CLOUDY,NW
biggest,1,CLOUDY,NW
bill,1,CLOUDY,NW
birthday,7,CLOUDY,NW
bit,6,CLOUDY,NW
black,1,CLOUDY,NW
blackberry,1,CLOUDY,NW
blog,4,CLOUDY,NW
blood,3,CLOUDY,NW
blows,1,CLOUDY,NW
blue,4,CLOUDY,NW
body,1,CLOUDY,NW
bomb,4,CLOUDY,NW
book,5,CLOUDY,NW
books,1,CLOUDY,NW
boondocks,8,CLOUDY,NW
bored,3,CLOUDY,NW
boring,6,CLOUDY,NW
both,3,CLOUDY,NW
bought,3,CLOUDY,NW
bout,7,CLOUDY,NW
boy,2,CLOUDY,NW
boyfriend,3,CLOUDY,NW
brain,1,CLOUDY,NW
break,2,CLOUDY,NW
breakfast,6,CLOUDY,NW
breath,2,CLOUDY,NW
briefing,1,CLOUDY,NW
briefly,1,CLOUDY,NW
bring,3,CLOUDY,NW
bro,2,CLOUDY,NW
broken,3,CLOUDY,NW
brother,5,CLOUDY,NW
brown,1,CLOUDY,NW
building,3,CLOUDY,NW
burn,2,CLOUDY,NW
burning,4,CLOUDY,NW
bus,3,CLOUDY,NW
busy,3,CLOUDY,NW
buy,4,CLOUDY,NW
bye,2,CLOUDY,NW
call,7,CLOUDY,NW
called,7,CLOUDY,NW
calling,1,CLOUDY,NW
calls,2,CLOUDY,NW
came,1,CLOUDY,NW
camp,4,CLOUDY,NW
cannot,3,CLOUDY,NW
cant,7,CLOUDY,NW
car,12,CLOUDY,NW
card,2,CLOUDY,NW
care,7,CLOUDY,NW
cars,25,CLOUDY,NW
case,4,CLOUDY,NW
cat,1,CLOUDY,NW
catch,2,CLOUDY,NW
caught,1,CLOUDY,NW
cause,6,CLOUDY,NW
chance,4,CLOUDY,NW
change,2,CLOUDY,NW
changed,2,CLOUDY,NW
channel,4,CLOUDY,NW
character,1,CLOUDY,NW
check,4,CLOUDY,NW
cheese,2,CLOUDY,NW
chicken,3,CLOUDY,NW
child,1,CLOUDY,NW
children,1,CLOUDY,NW
china,2,CLOUDY,NW
chocolate,1,CLOUDY,NW
choice,1,CLOUDY,NW
christmas,1,CLOUDY,NW
church,5,CLOUDY,NW
class,1,CLOUDY,NW
clean,1,CLOUDY,NW
close,5,CLOUDY,NW
clothes,1,CLOUDY,NW
club,1,CLOUDY,NW
coffee,1,CLOUDY,NW
cold,3,CLOUDY,NW
com,1,CLOUDY,NW
come,11,CLOUDY,NW
comes,4,CLOUDY,NW
coming,5,CLOUDY,NW
company,1,CLOUDY,NW
complete,2,CLOUDY,NW
completely,1,CLOUDY,NW
computer,2,CLOUDY,NW
con,1,CLOUDY,NW
concert,3,CLOUDY,NW
control,2,CLOUDY,NW
cook,2,CLOUDY,NW
cooking,2,CLOUDY,NW
cool,4,CLOUDY,NW
could,9,CLOUDY,NW
count,1,CLOUDY,NW
country,1,CLOUDY,NW
