keyword,count,weather,wind_direction
000,1,CLEAR,W
100,2,CLEAR,W
1st,10,CLEAR,W
2010,5,CLEAR,W
2nd,6,CLEAR,W
aan,4,CLEAR,W
able,1,CLEAR,W
absolutely,3,CLEAR,W
accident,1,CLEAR,W
account,3,CLEAR,W
act,1,CLEAR,W
action,2,CLEAR,W
actually,4,CLEAR,W
adam,1,CLEAR,W
add,1,CLEAR,W
after,20,CLEAR,W
afternoon,2,CLEAR,W
again,14,CLEAR,W
against,2,CLEAR,W
age,1,CLEAR,W
ago,7,CLEAR,W
ahead,6,CLEAR,W
ain,4,CLEAR,W
air,1,CLEAR,W
airport,1,CLEAR,W
alarm,4,CLEAR,W
album,3,CLEAR,W
alive,1,CLEAR,W
almost,10,CLEAR,W
alone,3,CLEAR,W
along,1,CLEAR,W
already,6,CLEAR,W
alright,2,CLEAR,W
als,2,CLEAR,W
also,7,CLEAR,W
always,12,CLEAR,W
amazing,24,CLEAR,W
american,1,CLEAR,W
android,5,CLEAR,W
annoying,3,CLEAR,W
another,14,CLEAR,W
answer,2,CLEAR,W
any,23,CLEAR,W
anybody,3,CLEAR,W
anymore,3,CLEAR,W
anyone,13,CLEAR,W
anything,6,CLEAR,W
anytime,4,CLEAR,W
anyway,2,CLEAR,W
app,1,CLEAR,W
apparently,4,CLEAR,W
appetite,1,CLEAR,W
apple,3,CLEAR,W
arcade,7,CLEAR,W
around,2,CLEAR,W
art,4,CLEAR,W
ask,2,CLEAR,W
asked,2,CLEAR,W
asking,2,CLEAR,W
asleep,1,CLEAR,W
ass,5,CLEAR,W
attention,2,CLEAR,W
august,23,CLEAR,W
away,12,CLEAR,W
awesome,18,CLEAR,W
baby,14,CLEAR,W
back,32,CLEAR,W
bad,21,CLEAR,W
band,4,CLEAR,W
bar,2,CLEAR,W
baseball,2,CLEAR,W
basketball,3,CLEAR,W
bday,2,CLEAR,W
beat,1,CLEAR,W
beautiful,9,CLEAR,W
beauty,3,CLEAR,W
because,12,CLEAR,W
become,1,CLEAR,W
bed,9,CLEAR,W
been,36,CLEAR,W
beer,3,CLEAR,W
before,10,CLEAR,W
beginning,4,CLEAR,W
behind,5,CLEAR,W
being,24,CLEAR,W
believe,2,CLEAR,W
ben,4,CLEAR,W
best,19,CLEAR,W
bet,1,CLEAR,W
better,42,CLEAR,W
between,3,CLEAR,W
bieber,3,CLEAR,W
big,19,CLEAR,W
biggest,1,CLEAR,W
bill,1,CLEAR,W
birthday,8,CLEAR,W
bit,7,CLEAR,W
black,5,CLEAR,W
blackberry,1,CLEAR,W
blog,1,CLEAR,W
blood,8,CLEAR,W
blue,2,CLEAR,W
body,6,CLEAR,W
book,8,CLEAR,W
books,1,CLEAR,W
boondocks,14,CLEAR,W
bored,5,CLEAR,W
boring,1,CLEAR,W
both,3,CLEAR,W
bought,9,CLEAR,W
bout,7,CLEAR,W
