keyword,count,weather,wind_direction
100,2,CLEAR,WNW
1st,3,CLEAR,WNW
2010,1,CLEAR,WNW
2nd,2,CLEAR,WNW
able,4,CLEAR,WNW
act,3,CLEAR,WNW
action,4,CLEAR,WNW
actually,3,CLEAR,WNW
adam,2,CLEAR,WNW
add,3,CLEAR,WNW
after,8,CLEAR,WNW
afternoon,4,CLEAR,WNW
again,12,CLEAR,WNW
age,1,CLEAR,WNW
ago,2,CLEAR,WNW
ahead,2,CLEAR,WNW
ain,1,CLEAR,WNW
aint,6,CLEAR,WNW
air,4,CLEAR,WNW
airport,1,CLEAR,WNW
alarm,1,CLEAR,WNW
album,2,CLEAR,WNW
almost,8,CLEAR,WNW
alone,3,CLEAR,WNW
already,8,CLEAR,WNW
als,4,CLEAR,WNW
also,4,CLEAR,WNW
always,13,CLEAR,WNW
amazing,4,CLEAR,WNW
american,2,CLEAR,WNW
android,2,CLEAR,WNW
annoying,5,CLEAR,WNW
another,7,CLEAR,WNW
answer,2,CLEAR,WNW
any,10,CLEAR,WNW
anybody,1,CLEAR,WNW
anyone,4,CLEAR,WNW
anything,3,CLEAR,WNW
anyway,2,CLEAR,WNW
app,2,CLEAR,WNW
apparently,1,CLEAR,WNW
apple,3,CLEAR,WNW
arcade,8,CLEAR,WNW
around,9,CLEAR,WNW
art,1,CLEAR,WNW
ask,5,CLEAR,WNW
asked,4,CLEAR,WNW
asking,4,CLEAR,WNW
attention,2,CLEAR,WNW
august,4,CLEAR,WNW
awake,4,CLEAR,WNW
away,7,CLEAR,WNW
awesome,7,CLEAR,WNW
baby,8,CLEAR,WNW
back,27,CLEAR,WNW
bad,16,CLEAR,WNW
band,2,CLEAR,WNW
basketball,1,CLEAR,WNW
bday,3,CLEAR,WNW
beach,1,CLEAR,WNW
beat,1,CLEAR,WNW
beautiful,6,CLEAR,WNW
beauty,1,CLEAR,WNW
because,5,CLEAR,WNW
become,1,CLEAR,WNW
bed,13,CLEAR,WNW
been,17,CLEAR,WNW
beer,3,CLEAR,WNW
before,8,CLEAR,WNW
behind,4,CLEAR,WNW
being,15,CLEAR,WNW
believe,4,CLEAR,WNW
best,14,CLEAR,WNW
better,10,CLEAR,WNW
between,5,CLEAR,WNW
beyond,1,CLEAR,WNW
bieber,4,CLEAR,WNW
big,11,CLEAR,WNW
biggest,1,CLEAR,WNW
bill,1,CLEAR,WNW
birthday,5,CLEAR,WNW
bit,2,CLEAR,WNW
black,8,CLEAR,WNW
blackberry,1,CLEAR,WNW
blog,2,CLEAR,WNW
blood,3,CLEAR,WNW
body,5,CLEAR,WNW
book,7,CLEAR,WNW
books,1,CLEAR,WNW
boondocks,10,CLEAR,WNW
bored,2,CLEAR,WNW
boring,2,CLEAR,WNW
both,3,CLEAR,WNW
bought,2,CLEAR,WNW
bout,5,CLEAR,WNW
boy,8,CLEAR,WNW
boyfriend,2,CLEAR,WNW
boys,3,CLEAR,WNW
brain,2,CLEAR,WNW
break,2,CLEAR,WNW
breakfast,5,CLEAR,WNW
briefing,1,CLEAR,WNW
briefly,1,CLEAR,WNW
bring,1,CLEAR,WNW
bro,4,CLEAR,WNW
broken,1,CLEAR,WNW
brother,4,CLEAR,WNW
brown,3,CLEAR,WNW
building,1,CLEAR,WNW
burning,2,CLEAR,WNW
bus,3,CLEAR,WNW
business,2,CLEAR,WNW
busy,2,CLEAR,WNW
buy,5,CLEAR,WNW
bye,3,CLEAR,WNW
call,5,CLEAR,WNW
called,9,CLEAR,WNW
calling,3,CLEAR,WNW
calls,3,CLEAR,WNW
came,2,CLEAR,WNW
camp,9,CLEAR,WNW
cannot,4,CLEAR,WNW
cant,6,CLEAR,WNW
car,6,CLEAR,WNW
card,1,CLEAR,WNW
care,11,CLEAR,WNW
cars,4,CLEAR,WNW
case,1,CLEAR,WNW
cat,2,CLEAR,WNW
catch,2,CLEAR,WNW
caught,2,CLEAR,WNW
cause,8,CLEAR,WNW
chance,2,CLEAR,WNW
change,7,CLEAR,WNW
channel,2,CLEAR,WNW
check,6,CLEAR,WNW
cheer,1,CLEAR,WNW
cheese,1,CLEAR,WNW
chicken,4,CLEAR,WNW
child,1,CLEAR,WNW
children,3,CLEAR,WNW
china,1,CLEAR,WNW
chocolate,2,CLEAR,WNW
chris,1,CLEAR,WNW
church,6,CLEAR,WNW
city,3,CLEAR,WNW
class,3,CLEAR,WNW
clean,1,CLEAR,WNW
cleaning,1,CLEAR,WNW
close,4,CLEAR,WNW
clothes,3,CLEAR,WNW
club,2,CLEAR,WNW
coffee,9,CLEAR,WNW
cold,2,CLEAR,WNW
college,2,CLEAR,WNW
com,1,CLEAR,WNW
come,5,CLEAR,WNW
comes,4,CLEAR,WNW
coming,6,CLEAR,WNW
company,2,CLEAR,WNW
completely,2,CLEAR,WNW
computer,2,CLEAR,WNW
concert,2,CLEAR,WNW
constant,1,CLEAR,WNW
control,1,CLEAR,WNW
cook,1,CLEAR,WNW
cooking,3,CLEAR,WNW
cough,1,CLEAR,WNW
could,3,CLEAR,WNW
country,2,CLEAR,WNW
course,2,CLEAR,WNW
cousin,2,CLEAR,WNW
crazy,3,CLEAR,WNW
cream,1,CLEAR,WNW
crisis,5,CLEAR,WNW
cry,3,CLEAR,WNW
crying,3,CLEAR,WNW
cup,3,CLEAR,WNW
currently,1,CLEAR,WNW
cut,2,CLEAR,WNW
cute,6,CLEAR,WNW
cuz,2,CLEAR,WNW
