keyword,count,weather,wind_direction
100,1,CLOUDY,NW
1st,4,CLOUDY,NW
2010,3,CLOUDY,NW
2nd,2,CLOUDY,NW
aan,2,CLOUDY,NW
able,2,CLOUDY,NW
absolutely,1,CLOUDY,NW
account,1,CLOUDY,NW
act,1,CLOUDY,NW
action,1,CLOUDY,NW
actually,5,CLOUDY,NW
add,1,CLOUDY,NW
after,12,CLOUDY,NW
afternoon,1,CLOUDY,NW
again,13,CLOUDY,NW
against,5,CLOUDY,NW
ago,1,CLOUDY,NW
ain,3,CLOUDY,NW
air,3,CLOUDY,NW
airport,1,CLOUDY,NW
alarm,4,CLOUDY,NW
album,6,CLOUDY,NW
alive,2,CLOUDY,NW
almost,8,CLOUDY,NW
alone,2,CLOUDY,NW
along,2,CLOUDY,NW
already,12,CLOUDY,NW
alright,5,CLOUDY,NW
also,9,CLOUDY,NW
always,9,CLOUDY,NW
amazing,6,CLOUDY,NW
american,4,CLOUDY,NW
android,90,CLOUDY,NW
annoying,2,CLOUDY,NW
another,10,CLOUDY,NW
answer,1,CLOUDY,NW
any,10,CLOUDY,NW
anybody,2,CLOUDY,NW
anymore,4,CLOUDY,NW
anyone,10,CLOUDY,NW
anything,4,CLOUDY,NW
anyway,1,CLOUDY,NW
app,12,CLOUDY,NW
apparently,1,CLOUDY,NW
apple,8,CLOUDY,NW
arcade,6,CLOUDY,NW
around,10,CLOUDY,NW
art,2,CLOUDY,NW
arts,2,CLOUDY,NW
ask,4,CLOUDY,NW
asked,6,CLOUDY,NW
asking,2,CLOUDY,NW
ass,3,CLOUDY,NW
ate,2,CLOUDY,NW
attention,1,CLOUDY,NW
august,8,CLOUDY,NW
awake,1,CLOUDY,NW
away,8,CLOUDY,NW
awesome,6,CLOUDY,NW
baby,10,CLOUDY,NW
back,28,CLOUDY,NW
bad,7,CLOUDY,NW
band,1,CLOUDY,NW
basketball,1,CLOUDY,NW
bday,2,CLOUDY,NW
beach,1,CLOUDY,NW
beat,3,CLOUDY,NW
beautiful,3,CLOUDY,NW
beauty,1,CLOUDY,NW
because,12,CLOUDY,NW
bed,9,CLOUDY,NW
been,11,CLOUDY,NW
beer,1,CLOUDY,NW
before,7,CLOUDY,NW
behind,5,CLOUDY,NW
being,12,CLOUDY,NW
believe,4,CLOUDY,NW
best,17,CLOUDY,NW
better,8,CLOUDY,NW
between,2,CLOUDY,NW
beyond,2,CLOUDY,NW
bieber,2,CLOUDY,NW
big,8,CLOUDY,NW
biggest,2,CLOUDY,NW
bill,4,CLOUDY,NW
birthday,2,CLOUDY,NW
bit,2,CLOUDY,NW
black,1,CLOUDY,NW
blackberry,2,CLOUDY,NW
blood,4,CLOUDY,NW
blue,3,CLOUDY,NW
body,5,CLOUDY,NW
book,4,CLOUDY,NW
books,2,CLOUDY,NW
boondocks,3,CLOUDY,NW
bored,4,CLOUDY,NW
both,5,CLOUDY,NW
bought,3,CLOUDY,NW
bout,3,CLOUDY,NW
box,1,CLOUDY,NW
boy,5,CLOUDY,NW
break,4,CLOUDY,NW
breakfast,1,CLOUDY,NW
breath,1,CLOUDY,NW
breathing,1,CLOUDY,NW
briefing,2,CLOUDY,NW
briefly,2,CLOUDY,NW
bring,3,CLOUDY,NW
bro,2,CLOUDY,NW
broken,3,CLOUDY,NW
brother,3,CLOUDY,NW
brown,3,CLOUDY,NW
building,2,CLOUDY,NW
burn,5,CLOUDY,NW
burning,2,CLOUDY,NW
bus,1,CLOUDY,NW
business,2,CLOUDY,NW
buy,7,CLOUDY,NW
bye,2,CLOUDY,NW
cake,1,CLOUDY,NW
call,5,CLOUDY,NW
called,1,CLOUDY,NW
calls,3,CLOUDY,NW
came,2,CLOUDY,NW
camp,5,CLOUDY,NW
cannot,1,CLOUDY,NW
cant,5,CLOUDY,NW
car,8,CLOUDY,NW
care,6,CLOUDY,NW
cars,11,CLOUDY,NW
case,3,CLOUDY,NW
cat,5,CLOUDY,NW
catch,5,CLOUDY,NW
caught,4,CLOUDY,NW
cause,3,CLOUDY,NW
chance,2,CLOUDY,NW
change,3,CLOUDY,NW
channel,1,CLOUDY,NW
character,1,CLOUDY,NW
check,3,CLOUDY,NW
cheer,1,CLOUDY,NW
cheese,1,CLOUDY,NW
chick,3,CLOUDY,NW
chicken,1,CLOUDY,NW
child,1,CLOUDY,NW
children,1,CLOUDY,NW
chocolate,1,CLOUDY,NW
christmas,3,CLOUDY,NW
church,1,CLOUDY,NW
city,3,CLOUDY,NW
class,3,CLOUDY,NW
clean,1,CLOUDY,NW
close,2,CLOUDY,NW
closed,1,CLOUDY,NW
clothes,4,CLOUDY,NW
coffee,4,CLOUDY,NW
cold,3,CLOUDY,NW
college,2,CLOUDY,NW
come,9,CLOUDY,NW
comes,9,CLOUDY,NW
coming,6,CLOUDY,NW
company,1,CLOUDY,NW
complete,3,CLOUDY,NW
computer,3,CLOUDY,NW
concert,1,CLOUDY,NW
cooking,1,CLOUDY,NW
cool,3,CLOUDY,NW
could,12,CLOUDY,NW
count,2,CLOUDY,NW
couple,1,CLOUDY,NW
course,3,CLOUDY,NW
crap,6,CLOUDY,NW
crazy,6,CLOUDY,NW
crisis,8,CLOUDY,NW
cry,3,CLOUDY,NW
cup,2,CLOUDY,NW
currently,1,CLOUDY,NW
cut,1,CLOUDY,NW
cute,3,CLOUDY,NW
cuz,5,CLOUDY,NW
dad,3,CLOUDY,NW
dan,5,CLOUDY,NW
dat,3,CLOUDY,NW
date,2,CLOUDY,NW
david,1,CLOUDY,NW
days,14,CLOUDY,NW
