keyword,count,weather,wind_direction
100,4,CLEAR,W
1st,4,CLEAR,W
2010,10,CLEAR,W
2nd,3,CLEAR,W
aan,5,CLEAR,W
able,2,CLEAR,W
absolutely,2,CLEAR,W
accident,1,CLEAR,W
act,3,CLEAR,W
action,1,CLEAR,W
actually,5,CLEAR,W
adam,1,CLEAR,W
add,2,CLEAR,W
after,11,CLEAR,W
afternoon,5,CLEAR,W
again,23,CLEAR,W
against,1,CLEAR,W
age,2,CLEAR,W
ago,3,CLEAR,W
ahead,2,CLEAR,W
ain,1,CLEAR,W
aint,4,CLEAR,W
air,2,CLEAR,W
alarm,1,CLEAR,W
album,3,CLEAR,W
alive,4,CLEAR,W
almost,11,CLEAR,W
alone,4,CLEAR,W
along,3,CLEAR,W
already,10,CLEAR,W
alright,5,CLEAR,W
als,3,CLEAR,W
also,5,CLEAR,W
always,13,CLEAR,W
amazing,5,CLEAR,W
american,32,CLEAR,W
android,3,CLEAR,W
annoying,9,CLEAR,W
another,9,CLEAR,W
answer,3,CLEAR,W
any,14,CLEAR,W
anybody,3,CLEAR,W
anymore,2,CLEAR,W
anyone,15,CLEAR,W
anything,7,CLEAR,W
anyway,1,CLEAR,W
app,4,CLEAR,W
apparently,3,CLEAR,W
apple,7,CLEAR,W
arcade,7,CLEAR,W
around,7,CLEAR,W
art,5,CLEAR,W
arts,1,CLEAR,W
ask,5,CLEAR,W
asked,3,CLEAR,W
asking,4,CLEAR,W
asleep,4,CLEAR,W
ass,3,CLEAR,W
ate,3,CLEAR,W
attention,3,CLEAR,W
august,6,CLEAR,W
awake,4,CLEAR,W
away,9,CLEAR,W
awesome,4,CLEAR,W
baby,9,CLEAR,W
back,29,CLEAR,W
bad,15,CLEAR,W
band,1,CLEAR,W
bar,3,CLEAR,W
baseball,3,CLEAR,W
basketball,2,CLEAR,W
beach,3,CLEAR,W
beat,4,CLEAR,W
beautiful,10,CLEAR,W
beauty,2,CLEAR,W
because,9,CLEAR,W
become,5,CLEAR,W
bed,9,CLEAR,W
been,18,CLEAR,W
beer,2,CLEAR,W
before,14,CLEAR,W
beginning,3,CLEAR,W
behind,5,CLEAR,W
being,17,CLEAR,W
believe,17,CLEAR,W
ben,1,CLEAR,W
best,26,CLEAR,W
better,18,CLEAR,W
between,8,CLEAR,W
bieber,2,CLEAR,W
big,18,CLEAR,W
biggest,2,CLEAR,W
birthday,7,CLEAR,W
bit,5,CLEAR,W
black,10,CLEAR,W
blackberry,2,CLEAR,W
blog,1,CLEAR,W
blood,7,CLEAR,W
blue,1,CLEAR,W
body,5,CLEAR,W
bomb,2,CLEAR,W
book,4,CLEAR,W
books,2,CLEAR,W
boondocks,4,CLEAR,W
bored,5,CLEAR,W
boring,6,CLEAR,W
both,3,CLEAR,W
bought,2,CLEAR,W
bout,7,CLEAR,W
box,4,CLEAR,W
boy,5,CLEAR,W
boyfriend,3,CLEAR,W
boys,9,CLEAR,W
brain,2,CLEAR,W
break,4,CLEAR,W
breakfast,5,CLEAR,W
briefing,6,CLEAR,W
briefly,1,CLEAR,W
bring,2,CLEAR,W
bro,5,CLEAR,W
broke,3,CLEAR,W
broken,3,CLEAR,W
brother,4,CLEAR,W
brown,3,CLEAR,W
building,1,CLEAR,W
burn,1,CLEAR,W
burning,3,CLEAR,W
bus,2,CLEAR,W
business,4,CLEAR,W
busy,5,CLEAR,W
buy,3,CLEAR,W
bye,7,CLEAR,W
cake,2,CLEAR,W
call,13,CLEAR,W
