keyword,count,weather,wind_direction
000,2,CLEAR,W
100,8,CLEAR,W
101,3,CLEAR,W
1st,6,CLEAR,W
2010,14,CLEAR,W
2nd,7,CLEAR,W
aan,1,CLEAR,W
able,7,CLEAR,W
absolutely,6,CLEAR,W
account,6,CLEAR,W
aching,1,CLEAR,W
act,4,CLEAR,W
action,4,CLEAR,W
actually,6,CLEAR,W
adam,5,CLEAR,W
add,1,CLEAR,W
after,28,CLEAR,W
afternoon,3,CLEAR,W
again,33,CLEAR,W
against,6,CLEAR,W
age,5,CLEAR,W
ago,3,CLEAR,W
ahead,5,CLEAR,W
ain,4,CLEAR,W
aint,6,CLEAR,W
air,5,CLEAR,W
airport,1,CLEAR,W
alarm,7,CLEAR,W
album,4,CLEAR,W
alive,5,CLEAR,W
almost,13,CLEAR,W
alone,5,CLEAR,W
along,3,CLEAR,W
already,19,CLEAR,W
alright,3,CLEAR,W
als,3,CLEAR,W
also,10,CLEAR,W
always,34,CLEAR,W
amazing,22,CLEAR,W
american,31,CLEAR,W
android,1,CLEAR,W
annoying,9,CLEAR,W
another,11,CLEAR,W
answer,4,CLEAR,W
any,33,CLEAR,W
anybody,2,CLEAR,W
anymore,2,CLEAR,W
anyone,24,CLEAR,W
anything,18,CLEAR,W
anytime,2,CLEAR,W
anyway,3,CLEAR,W
app,3,CLEAR,W
apparently,4,CLEAR,W
appetite,1,CLEAR,W
apple,3,CLEAR,W
arcade,6,CLEAR,W
around,18,CLEAR,W
art,8,CLEAR,W
arts,2,CLEAR,W
ask,12,CLEAR,W
asked,4,CLEAR,W
asking,5,CLEAR,W
asleep,2,CLEAR,W
ass,8,CLEAR,W
ate,3,CLEAR,W
attention,1,CLEAR,W
august,16,CLEAR,W
awake,2,CLEAR,W
away,17,CLEAR,W
awesome,25,CLEAR,W
baby,21,CLEAR,W
back,53,CLEAR,W
bad,35,CLEAR,W
band,3,CLEAR,W
bar,6,CLEAR,W
baseball,1,CLEAR,W
basketball,9,CLEAR,W
bday,3,CLEAR,W
beach,5,CLEAR,W
beat,3,CLEAR,W
beautiful,12,CLEAR,W
beauty,6,CLEAR,W
because,24,CLEAR,W
become,4,CLEAR,W
bed,17,CLEAR,W
been,40,CLEAR,W
beer,3,CLEAR,W
before,19,CLEAR,W
beginning,4,CLEAR,W
behind,3,CLEAR,W
being,30,CLEAR,W
believe,15,CLEAR,W
ben,4,CLEAR,W
best,44,CLEAR,W
bet,1,CLEAR,W
better,61,CLEAR,W
between,5,CLEAR,W
beyond,4,CLEAR,W
bieber,5,CLEAR,W
big,20,CLEAR,W
biggest,3,CLEAR,W
bill,10,CLEAR,W
birthday,14,CLEAR,W
bit,7,CLEAR,W
black,14,CLEAR,W
blackberry,3,CLEAR,W
blog,1,CLEAR,W
blood,8,CLEAR,W
blows,1,CLEAR,W
blue,5,CLEAR,W
body,8,CLEAR,W
bomb,3,CLEAR,W
book,12,CLEAR,W
books,4,CLEAR,W
boondocks,8,CLEAR,W
bored,10,CLEAR,W
boring,4,CLEAR,W
both,4,CLEAR,W
bought,13,CLEAR,W
bout,16,CLEAR,W
boy,17,CLEAR,W
boyfriend,6,CLEAR,W
boys,6,CLEAR,W
brain,6,CLEAR,W
break,6,CLEAR,W
breakfast,1,CLEAR,W
breathing,2,CLEAR,W
briefing,2,CLEAR,W
briefly,2,CLEAR,W
bring,4,CLEAR,W
bro,4,CLEAR,W
broke,4,CLEAR,W
broken,3,CLEAR,W
brother,9,CLEAR,W
brown,6,CLEAR,W
building,2,CLEAR,W
burn,1,CLEAR,W
burning,2,CLEAR,W
bus,9,CLEAR,W
business,8,CLEAR,W
busy,6,CLEAR,W
buy,11,CLEAR,W
bye,3,CLEAR,W
call,17,CLEAR,W
called,13,CLEAR,W
calling,6,CLEAR,W
calls,1,CLEAR,W
came,6,CLEAR,W
camp,4,CLEAR,W
cannot,5,CLEAR,W
cant,14,CLEAR,W
car,12,CLEAR,W
card,3,CLEAR,W
care,11,CLEAR,W
cars,39,CLEAR,W
case,3,CLEAR,W
