keyword,count,weather,wind_direction
000,4,CLEAR,W
100,5,CLEAR,W
1st,4,CLEAR,W
2010,5,CLEAR,W
2nd,2,CLEAR,W
aan,4,CLEAR,W
able,1,CLEAR,W
absolutely,1,CLEAR,W
account,1,CLEAR,W
actually,4,CLEAR,W
adam,1,CLEAR,W
add,1,CLEAR,W
after,16,CLEAR,W
afternoon,4,CLEAR,W
again,18,CLEAR,W
against,5,CLEAR,W
ago,3,CLEAR,W
ahead,1,CLEAR,W
ain,2,CLEAR,W
aint,2,CLEAR,W
airport,1,CLEAR,W
alarm,6,CLEAR,W
alive,1,CLEAR,W
almost,6,CLEAR,W
alone,7,CLEAR,W
already,10,CLEAR,W
als,4,CLEAR,W
also,8,CLEAR,W
always,13,CLEAR,W
amazing,27,CLEAR,W
american,3,CLEAR,W
android,4,CLEAR,W
annoying,2,CLEAR,W
another,19,CLEAR,W
answer,1,CLEAR,W
any,24,CLEAR,W
anybody,3,CLEAR,W
anymore,3,CLEAR,W
anyone,13,CLEAR,W
anything,8,CLEAR,W
anytime,3,CLEAR,W
anyway,2,CLEAR,W
app,3,CLEAR,W
apparently,2,CLEAR,W
appetite,1,CLEAR,W
apple,5,CLEAR,W
arcade,11,CLEAR,W
around,9,CLEAR,W
art,4,CLEAR,W
arts,5,CLEAR,W
ask,8,CLEAR,W
asked,4,CLEAR,W
asleep,1,CLEAR,W
ass,7,CLEAR,W
ate,1,CLEAR,W
attention,1,CLEAR,W
august,5,CLEAR,W
awake,4,CLEAR,W
away,9,CLEAR,W
awesome,20,CLEAR,W
baby,9,CLEAR,W
back,29,CLEAR,W
bad,20,CLEAR,W
band,3,CLEAR,W
bar,1,CLEAR,W
basketball,1,CLEAR,W
beach,2,CLEAR,W
beat,1,CLEAR,W
beautiful,8,CLEAR,W
beauty,2,CLEAR,W
because,20,CLEAR,W
become,5,CLEAR,W
bed,12,CLEAR,W
been,39,CLEAR,W
beer,1,CLEAR,W
before,7,CLEAR,W
beginning,2,CLEAR,W
behind,2,CLEAR,W
being,14,CLEAR,W
believe,8,CLEAR,W
ben,3,CLEAR,W
best,30,CLEAR,W
bet,1,CLEAR,W
better,38,CLEAR,W
between,1,CLEAR,W
beyond,1,CLEAR,W
bieber,5,CLEAR,W
big,10,CLEAR,W
biggest,2,CLEAR,W
bill,3,CLEAR,W
birthday,6,CLEAR,W
bit,3,CLEAR,W
black,12,CLEAR,W
blackberry,1,CLEAR,W
blog,2,CLEAR,W
blood,4,CLEAR,W
blue,10,CLEAR,W
body,7,CLEAR,W
book,5,CLEAR,W
books,7,CLEAR,W
boondocks,14,CLEAR,W
bored,4,CLEAR,W
boring,1,CLEAR,W
both,7,CLEAR,W
bought,12,CLEAR,W
box,4,CLEAR,W
boy,4,CLEAR,W
boyfriend,3,CLEAR,W
boys,2,CLEAR,W
brain,3,CLEAR,W
break,4,CLEAR,W
breath,1,CLEAR,W
briefing,1,CLEAR,W
briefly,5,CLEAR,W
bring,7,CLEAR,W
bro,3,CLEAR,W
broke,1,CLEAR,W
broken,2,CLEAR,W
brother,8,CLEAR,W
brown,6,CLEAR,W
building,3,CLEAR,W
burn,4,CLEAR,W
bus,3,CLEAR,W
business,5,CLEAR,W
busy,3,CLEAR,W
buy,17,CLEAR,W
bye,4,CLEAR,W
cake,1,CLEAR,W
call,10,CLEAR,W
called,3,CLEAR,W
calling,3,CLEAR,W
calls,1,CLEAR,W
came,4,CLEAR,W
camp,4,CLEAR,W
cannot,3,CLEAR,W
cant,10,CLEAR,W
car,13,CLEAR,W
card,4,CLEAR,W
care,4,CLEAR,W
cars,21,CLEAR,W
case,4,CLEAR,W
catch,2,CLEAR,W
caught,5,CLEAR,W
cause,12,CLEAR,W
causing,1,CLEAR,W
chance,3,CLEAR,W
change,4,CLEAR,W
changed,1,CLEAR,W
channel,3,CLEAR,W
check,3,CLEAR,W
cheer,1,CLEAR,W
cheese,1,CLEAR,W
chick,2,CLEAR,W
chicken,8,CLEAR,W
child,4,CLEAR,W
children,4,CLEAR,W
china,1,CLEAR,W
chocolate,3,CLEAR,W
choice,4,CLEAR,W
christmas,3,CLEAR,W
church,8,CLEAR,W
city,6,CLEAR,W
class,4,CLEAR,W
clean,3,CLEAR,W
close,4,CLEAR,W
closed,1,CLEAR,W
clothes,1,CLEAR,W
club,3,CLEAR,W
coffee,3,CLEAR,W
cold,7,CLEAR,W
college,3,CLEAR,W
com,1,CLEAR,W
come,16,CLEAR,W
comes,5,CLEAR,W
coming,15,CLEAR,W
company,2,CLEAR,W
complete,3,CLEAR,W
completely,6,CLEAR,W
computer,3,CLEAR,W
concert,4,CLEAR,W
control,3,CLEAR,W
convention,116,CLEAR,W
convetion,12,CLEAR,W
cook,2,CLEAR,W
cooking,1,CLEAR,W
cool,16,CLEAR,W
could,25,CLEAR,W
count,1,CLEAR,W
country,3,CLEAR,W
couple,3,CLEAR,W
course,1,CLEAR,W
cousin,3,CLEAR,W
crap,1,CLEAR,W
crazy,8,CLEAR,W
cream,3,CLEAR,W
crisis,9,CLEAR,W
cry,1,CLEAR,W
crying,1,CLEAR,W
currently,4,CLEAR,W
cute,6,CLEAR,W
cuz,8,CLEAR,W
dad,10,CLEAR,W
dance,1,CLEAR,W
dark,5,CLEAR,W
dat,14,CLEAR,W
date,3,CLEAR,W
david,1,CLEAR,W
days,13,CLEAR,W
dead,13,CLEAR,W
deal,8,CLEAR,W
dear,1,CLEAR,W
death,4,CLEAR,W
debate,2,CLEAR,W
deep,2,CLEAR,W
definitely,2,CLEAR,W
design,5,CLEAR,W
desire,2,CLEAR,W
did,16,CLEAR,W
didn,9,CLEAR,W
didnt,1,CLEAR,W
die,8,CLEAR,W
dies,13,CLEAR,W
different,8,CLEAR,W
difficult,5,CLEAR,W
digging,1,CLEAR,W
dinner,3,CLEAR,W
dis,2,CLEAR,W
disaster,17,CLEAR,W
dit,1,CLEAR,W
dnt,2,CLEAR,W
doctor,1,CLEAR,W
does,7,CLEAR,W
doesn,14,CLEAR,W
dog,3,CLEAR,W
doing,8,CLEAR,W
don,50,CLEAR,W
done,9,CLEAR,W
dont,14,CLEAR,W
door,4,CLEAR,W
down,15,CLEAR,W
dream,3,CLEAR,W
dreams,1,CLEAR,W
drinking,2,CLEAR,W
drive,3,CLEAR,W
driving,5,CLEAR,W
drug,2,CLEAR,W
drunk,2,CLEAR,W
dry,1,CLEAR,W
dude,1,CLEAR,W
due,2,CLEAR,W
dumb,1,CLEAR,W
during,2,CLEAR,W
dying,2,CLEAR,W
each,2,CLEAR,W
early,10,CLEAR,W
earth,1,CLEAR,W
earthquake,1,CLEAR,W
easy,2,CLEAR,W
eat,8,CLEAR,W
eating,4,CLEAR,W
echt,1,CLEAR,W
een,6,CLEAR,W
either,2,CLEAR,W
else,5,CLEAR,W
end,22,CLEAR,W
energy,3,CLEAR,W
english,3,CLEAR,W
enjoy,3,CLEAR,W
enjoying,3,CLEAR,W
enough,11,CLEAR,W
epic,1,CLEAR,W
episode,6,CLEAR,W
eric,2,CLEAR,W
especially,2,CLEAR,W
even,17,CLEAR,W
evening,2,CLEAR,W
ever,18,CLEAR,W
every,15,CLEAR,W
everybody,9,CLEAR,W
everyday,2,CLEAR,W
