keyword,count,weather,wind_direction
000,6,CLEAR,NW
100,4,CLEAR,NW
101,1,CLEAR,NW
1st,6,CLEAR,NW
2010,10,CLEAR,NW
2nd,2,CLEAR,NW
aan,2,CLEAR,NW
able,2,CLEAR,NW
absolutely,4,CLEAR,NW
accident,1,CLEAR,NW
account,2,CLEAR,NW
act,4,CLEAR,NW
action,2,CLEAR,NW
actually,10,CLEAR,NW
add,5,CLEAR,NW
after,21,CLEAR,NW
afternoon,3,CLEAR,NW
again,21,CLEAR,NW
against,9,CLEAR,NW
age,4,CLEAR,NW
ago,7,CLEAR,NW
ain,3,CLEAR,NW
aint,3,CLEAR,NW
air,1,CLEAR,NW
alarm,14,CLEAR,NW
album,7,CLEAR,NW
alive,1,CLEAR,NW
almost,14,CLEAR,NW
alone,3,CLEAR,NW
along,1,CLEAR,NW
already,9,CLEAR,NW
alright,1,CLEAR,NW
als,3,CLEAR,NW
also,5,CLEAR,NW
always,15,CLEAR,NW
amazing,12,CLEAR,NW
american,53,CLEAR,NW
annoying,3,CLEAR,NW
another,12,CLEAR,NW
answer,3,CLEAR,NW
any,18,CLEAR,NW
anybody,3,CLEAR,NW
anymore,3,CLEAR,NW
anyone,18,CLEAR,NW
anything,7,CLEAR,NW
anyway,1,CLEAR,NW
app,2,CLEAR,NW
apparently,2,CLEAR,NW
apple,1,CLEAR,NW
arcade,14,CLEAR,NW
around,12,CLEAR,NW
art,4,CLEAR,NW
ask,3,CLEAR,NW
asked,5,CLEAR,NW
asking,4,CLEAR,NW
asleep,7,CLEAR,NW
ass,3,CLEAR,NW
august,3,CLEAR,NW
awake,2,CLEAR,NW
away,6,CLEAR,NW
awesome,11,CLEAR,NW
baby,13,CLEAR,NW
back,42,CLEAR,NW
bad,24,CLEAR,NW
band,1,CLEAR,NW
bar,2,CLEAR,NW
baseball,32,CLEAR,NW
basketball,3,CLEAR,NW
bday,2,CLEAR,NW
beach,3,CLEAR,NW
beat,2,CLEAR,NW
beautiful,12,CLEAR,NW
beauty,4,CLEAR,NW
because,9,CLEAR,NW
become,2,CLEAR,NW
bed,13,CLEAR,NW
been,21,CLEAR,NW
before,13,CLEAR,NW
beginning,3,CLEAR,NW
behind,6,CLEAR,NW
being,17,CLEAR,NW
believe,7,CLEAR,NW
ben,2,CLEAR,NW
best,29,CLEAR,NW
bet,1,CLEAR,NW
better,21,CLEAR,NW
between,3,CLEAR,NW
beyond,2,CLEAR,NW
bieber,1,CLEAR,NW
big,24,CLEAR,NW
biggest,3,CLEAR,NW
bill,8,CLEAR,NW
birthday,11,CLEAR,NW
bit,6,CLEAR,NW
black,4,CLEAR,NW
blackberry,1,CLEAR,NW
blood,1,CLEAR,NW
blue,4,CLEAR,NW
body,6,CLEAR,NW
bomb,4,CLEAR,NW
book,9,CLEAR,NW
books,1,CLEAR,NW
boondocks,2,CLEAR,NW
bored,6,CLEAR,NW
boring,7,CLEAR,NW
both,5,CLEAR,NW
bought,2,CLEAR,NW
bout,9,CLEAR,NW
box,2,CLEAR,NW
boy,7,CLEAR,NW
boyfriend,1,CLEAR,NW
boys,3,CLEAR,NW
brain,3,CLEAR,NW
break,4,CLEAR,NW
breakfast,3,CLEAR,NW
breath,2,CLEAR,NW
briefing,5,CLEAR,NW
briefly,1,CLEAR,NW
bring,3,CLEAR,NW
bro,3,CLEAR,NW
broke,4,CLEAR,NW
broken,5,CLEAR,NW
brother,5,CLEAR,NW
brown,2,CLEAR,NW
building,4,CLEAR,NW
burn,5,CLEAR,NW
burning,2,CLEAR,NW
bus,3,CLEAR,NW
business,5,CLEAR,NW
busy,1,CLEAR,NW
buy,4,CLEAR,NW
bye,2,CLEAR,NW
cake,1,CLEAR,NW
call,14,CLEAR,NW
called,6,CLEAR,NW
calling,2,CLEAR,NW
calls,2,CLEAR,NW
came,2,CLEAR,NW
camp,2,CLEAR,NW
cant,12,CLEAR,NW
car,8,CLEAR,NW
care,5,CLEAR,NW
cars,12,CLEAR,NW
case,7,CLEAR,NW
cat,1,CLEAR,NW
catch,3,CLEAR,NW
caught,2,CLEAR,NW
cause,8,CLEAR,NW
chance,4,CLEAR,NW
change,13,CLEAR,NW
changed,2,CLEAR,NW
channel,7,CLEAR,NW
character,2,CLEAR,NW
check,7,CLEAR,NW
cheer,1,CLEAR,NW
chicken,2,CLEAR,NW
child,2,CLEAR,NW
children,5,CLEAR,NW
china,20,CLEAR,NW
chocolate,10,CLEAR,NW
choice,2,CLEAR,NW
christmas,4,CLEAR,NW
church,8,CLEAR,NW
city,11,CLEAR,NW
class,4,CLEAR,NW
clean,5,CLEAR,NW
close,9,CLEAR,NW
clothes,6,CLEAR,NW
club,3,CLEAR,NW
coffee,2,CLEAR,NW
cold,4,CLEAR,NW
college,4,CLEAR,NW
com,3,CLEAR,NW
come,18,CLEAR,NW
comes,5,CLEAR,NW
coming,10,CLEAR,NW
company,1,CLEAR,NW
complete,2,CLEAR,NW
completely,2,CLEAR,NW
computer,3,CLEAR,NW
con,6,CLEAR,NW
concert,1,CLEAR,NW
control,3,CLEAR,NW
convention,1,CLEAR,NW
cook,4,CLEAR,NW
cooking,1,CLEAR,NW
cool,11,CLEAR,NW
could,10,CLEAR,NW
country,1,CLEAR,NW
couple,8,CLEAR,NW
course,3,CLEAR,NW
cousin,2,CLEAR,NW
crap,3,CLEAR,NW
crazy,4,CLEAR,NW
cream,3,CLEAR,NW
crisis,8,CLEAR,NW
crying,6,CLEAR,NW
currently,4,CLEAR,NW
cut,7,CLEAR,NW
cute,7,CLEAR,NW
cuz,6,CLEAR,NW
dad,10,CLEAR,NW
dan,2,CLEAR,NW
dance,2,CLEAR,NW
dark,4,CLEAR,NW
dat,12,CLEAR,NW
date,4,CLEAR,NW
days,20,CLEAR,NW
dead,7,CLEAR,NW
deal,13,CLEAR,NW
dear,2,CLEAR,NW
death,10,CLEAR,NW
debate,3,CLEAR,NW
decided,2,CLEAR,NW
deep,3,CLEAR,NW
definitely,4,CLEAR,NW
design,1,CLEAR,NW
desire,2,CLEAR,NW
did,13,CLEAR,NW
didn,15,CLEAR,NW
didnt,3,CLEAR,NW
die,9,CLEAR,NW
dies,1,CLEAR,NW
difference,1,CLEAR,NW
different,4,CLEAR,NW
difficult,2,CLEAR,NW
digging,1,CLEAR,NW
dinner,5,CLEAR,NW
dis,1,CLEAR,NW
disaster,25,CLEAR,NW
dit,1,CLEAR,NW
doctor,3,CLEAR,NW
does,18,CLEAR,NW
doesn,11,CLEAR,NW
dog,3,CLEAR,NW
doing,8,CLEAR,NW
don,45,CLEAR,NW
done,11,CLEAR,NW
dont,10,CLEAR,NW
door,5,CLEAR,NW
down,33,CLEAR,NW
dream,1,CLEAR,NW
dreams,4,CLEAR,NW
drink,3,CLEAR,NW
drinking,1,CLEAR,NW
drive,7,CLEAR,NW
driving,3,CLEAR,NW
drug,13,CLEAR,NW
drunk,4,CLEAR,NW
dry,2,CLEAR,NW
dude,5,CLEAR,NW
due,2,CLEAR,NW
dumb,2,CLEAR,NW
during,4,CLEAR,NW
dying,4,CLEAR,NW
early,7,CLEAR,NW
earth,5,CLEAR,NW
earthquake,69,CLEAR,NW
easy,7,CLEAR,NW
eat,6,CLEAR,NW
eating,3,CLEAR,NW
echt,5,CLEAR,NW
een,5,CLEAR,NW
either,2,CLEAR,NW
else,10,CLEAR,NW
end,11,CLEAR,NW
energy,5,CLEAR,NW
english,1,CLEAR,NW
enjoy,1,CLEAR,NW
enjoying,1,CLEAR,NW
enough,11,CLEAR,NW
epic,2,CLEAR,NW
episode,4,CLEAR,NW
eric,2,CLEAR,NW
especially,1,CLEAR,NW
even,19,CLEAR,NW
evening,1,CLEAR,NW
ever,20,CLEAR,NW
every,18,CLEAR,NW
everybody,2,CLEAR,NW
everyday,2,CLEAR,NW
everyone,16,CLEAR,NW
everything,13,CLEAR,NW
everywhere,1,CLEAR,NW
evil,2,CLEAR,NW
exactly,3,CLEAR,NW
except,1,CLEAR,NW
excited,6,CLEAR,NW
experience,3,CLEAR,NW
extra,2,CLEAR,NW
extremely,1,CLEAR,NW
eye,2,CLEAR,NW
eyes,6,CLEAR,NW
face,7,CLEAR,NW
facebook,8,CLEAR,NW
fact,7,CLEAR,NW
fail,1,CLEAR,NW
fair,2,CLEAR,NW
faith,4,CLEAR,NW
fake,2,CLEAR,NW
fall,8,CLEAR,NW
falling,6,CLEAR,NW
family,13,CLEAR,NW
fan,2,CLEAR,NW
fans,1,CLEAR,NW
far,7,CLEAR,NW
fast,5,CLEAR,NW
fat,2,CLEAR,NW
father,1,CLEAR,NW
fav,2,CLEAR,NW
favorite,4,CLEAR,NW
fear,5,CLEAR,NW
feel,20,CLEAR,NW
feeling,11,CLEAR,NW
feels,8,CLEAR,NW
feet,4,CLEAR,NW
felt,6,CLEAR,NW
festival,1,CLEAR,NW
fever,1,CLEAR,NW
few,4,CLEAR,NW
fight,9,CLEAR,NW
film,6,CLEAR,NW
final,2,CLEAR,NW
finally,9,CLEAR,NW
find,9,CLEAR,NW
finding,3,CLEAR,NW
fine,6,CLEAR,NW
finish,1,CLEAR,NW
finished,4,CLEAR,NW
first,19,CLEAR,NW
fitness,1,CLEAR,NW
fix,5,CLEAR,NW
floor,2,CLEAR,NW
fly,2,CLEAR,NW
flying,1,CLEAR,NW
fml,4,CLEAR,NW
follow,11,CLEAR,NW
followers,8,CLEAR,NW
following,8,CLEAR,NW
food,9,CLEAR,NW
football,2,CLEAR,NW
forever,3,CLEAR,NW
forget,5,CLEAR,NW
forgot,2,CLEAR,NW
forward,5,CLEAR,NW
found,6,CLEAR,NW
four,1,CLEAR,NW
freaking,4,CLEAR,NW
free,5,CLEAR,NW
fresh,1,CLEAR,NW
friday,1,CLEAR,NW
fried,2,CLEAR,NW
friend,9,CLEAR,NW
friends,10,CLEAR,NW
friendship,1,CLEAR,NW
from,62,CLEAR,NW
front,6,CLEAR,NW
full,11,CLEAR,NW
fun,10,CLEAR,NW
funny,10,CLEAR,NW
future,2,CLEAR,NW
game,16,CLEAR,NW
games,1,CLEAR,NW
gas,1,CLEAR,NW
gave,4,CLEAR,NW
gets,6,CLEAR,NW
gettin,1,CLEAR,NW
getting,23,CLEAR,NW
gift,5,CLEAR,NW
girl,12,CLEAR,NW
girls,9,CLEAR,NW
give,11,CLEAR,NW
giving,4,CLEAR,NW
glad,9,CLEAR,NW
goal,5,CLEAR,NW
god,27,CLEAR,NW
goes,4,CLEAR,NW
goin,3,CLEAR,NW
gone,4,CLEAR,NW
gonna,23,CLEAR,NW
google,6,CLEAR,NW
got,37,CLEAR,NW
gotta,9,CLEAR,NW
great,16,CLEAR,NW
greatest,4,CLEAR,NW
green,4,CLEAR,NW
ground,2,CLEAR,NW
group,3,CLEAR,NW
guess,7,CLEAR,NW
guy,14,CLEAR,NW
guys,5,CLEAR,NW
had,24,CLEAR,NW
haha,14,CLEAR,NW
hahaha,1,CLEAR,NW
hair,7,CLEAR,NW
half,5,CLEAR,NW
hand,2,CLEAR,NW
hands,7,CLEAR,NW
happen,5,CLEAR,NW
happened,1,CLEAR,NW
happening,1,CLEAR,NW
happens,5,CLEAR,NW
happiness,1,CLEAR,NW
happy,12,CLEAR,NW
hard,15,CLEAR,NW
hate,14,CLEAR,NW
haven,6,CLEAR,NW
having,10,CLEAR,NW
head,16,CLEAR,NW
headache,1,CLEAR,NW
headed,2,CLEAR,NW
heading,2,CLEAR,NW
health,14,CLEAR,NW
