keyword,count,weather,wind_direction
000,2,CLEAR,W
100,3,CLEAR,W
1st,11,CLEAR,W
2010,6,CLEAR,W
2nd,2,CLEAR,W
aan,1,CLEAR,W
able,3,CLEAR,W
accident,2,CLEAR,W
account,4,CLEAR,W
act,5,CLEAR,W
action,6,CLEAR,W
actually,13,CLEAR,W
adam,5,CLEAR,W
add,4,CLEAR,W
after,23,CLEAR,W
afternoon,1,CLEAR,W
again,25,CLEAR,W
against,5,CLEAR,W
age,3,CLEAR,W
ago,7,CLEAR,W
ahead,3,CLEAR,W
ain,1,CLEAR,W
aint,7,CLEAR,W
air,5,CLEAR,W
airport,3,CLEAR,W
alarm,9,CLEAR,W
album,4,CLEAR,W
alive,1,CLEAR,W
almost,11,CLEAR,W
alone,6,CLEAR,W
along,6,CLEAR,W
already,21,CLEAR,W
alright,2,CLEAR,W
als,4,CLEAR,W
also,9,CLEAR,W
always,19,CLEAR,W
amazing,11,CLEAR,W
american,1,CLEAR,W
android,1,CLEAR,W
annoying,3,CLEAR,W
another,18,CLEAR,W
answer,2,CLEAR,W
any,26,CLEAR,W
anybody,2,CLEAR,W
anymore,5,CLEAR,W
anyone,21,CLEAR,W
anything,11,CLEAR,W
anyway,3,CLEAR,W
app,5,CLEAR,W
apparently,6,CLEAR,W
apple,130,CLEAR,W
arcade,10,CLEAR,W
around,16,CLEAR,W
art,9,CLEAR,W
arts,3,CLEAR,W
ask,7,CLEAR,W
asked,5,CLEAR,W
asking,7,CLEAR,W
asleep,2,CLEAR,W
ass,9,CLEAR,W
ate,5,CLEAR,W
attention,5,CLEAR,W
august,12,CLEAR,W
ausvotes,2,CLEAR,W
awake,6,CLEAR,W
away,26,CLEAR,W
awesome,17,CLEAR,W
baby,11,CLEAR,W
back,71,CLEAR,W
bad,22,CLEAR,W
band,5,CLEAR,W
bar,3,CLEAR,W
baseball,1,CLEAR,W
bday,4,CLEAR,W
beach,2,CLEAR,W
beat,2,CLEAR,W
beautiful,12,CLEAR,W
beauty,3,CLEAR,W
because,17,CLEAR,W
become,2,CLEAR,W
bed,14,CLEAR,W
been,35,CLEAR,W
beer,2,CLEAR,W
before,26,CLEAR,W
beginning,2,CLEAR,W
behind,9,CLEAR,W
being,24,CLEAR,W
believe,15,CLEAR,W
ben,2,CLEAR,W
best,28,CLEAR,W
bet,3,CLEAR,W
better,32,CLEAR,W
between,7,CLEAR,W
beyond,4,CLEAR,W
bieber,2,CLEAR,W
big,26,CLEAR,W
biggest,5,CLEAR,W
bill,4,CLEAR,W
birthday,12,CLEAR,W
bit,10,CLEAR,W
black,8,CLEAR,W
blackberry,5,CLEAR,W
blog,6,CLEAR,W
blood,7,CLEAR,W
blue,3,CLEAR,W
body,5,CLEAR,W
bomb,1,CLEAR,W
book,2,CLEAR,W
books,1,CLEAR,W
boondocks,9,CLEAR,W
bored,4,CLEAR,W
boring,6,CLEAR,W
both,11,CLEAR,W
bought,5,CLEAR,W
bout,13,CLEAR,W
box,4,CLEAR,W
boy,6,CLEAR,W
