keyword,count,weather,wind_direction
000,1,CLEAR,NW
100,4,CLEAR,NW
1st,4,CLEAR,NW
2010,11,CLEAR,NW
2nd,2,CLEAR,NW
aan,1,CLEAR,NW
absolutely,3,CLEAR,NW
accident,2,CLEAR,NW
account,2,CLEAR,NW
action,1,CLEAR,NW
actually,8,CLEAR,NW
adam,4,CLEAR,NW
after,20,CLEAR,NW
afternoon,2,CLEAR,NW
again,19,CLEAR,NW
against,2,CLEAR,NW
ago,5,CLEAR,NW
ain,1,CLEAR,NW
aint,7,CLEAR,NW
air,5,CLEAR,NW
alarm,3,CLEAR,NW
album,5,CLEAR,NW
alive,4,CLEAR,NW
almost,5,CLEAR,NW
alone,3,CLEAR,NW
already,9,CLEAR,NW
alright,1,CLEAR,NW
als,2,CLEAR,NW
also,7,CLEAR,NW
always,29,CLEAR,NW
amazing,11,CLEAR,NW
american,1,CLEAR,NW
android,1,CLEAR,NW
annoying,2,CLEAR,NW
another,11,CLEAR,NW
answer,2,CLEAR,NW
any,16,CLEAR,NW
anybody,1,CLEAR,NW
anymore,3,CLEAR,NW
anyone,15,CLEAR,NW
anything,13,CLEAR,NW
anytime,2,CLEAR,NW
anyway,1,CLEAR,NW
app,2,CLEAR,NW
apparently,3,CLEAR,NW
apple,1,CLEAR,NW
arcade,9,CLEAR,NW
around,13,CLEAR,NW
art,4,CLEAR,NW
ask,3,CLEAR,NW
asked,2,CLEAR,NW
asking,1,CLEAR,NW
asleep,4,CLEAR,NW
ass,4,CLEAR,NW
ate,1,CLEAR,NW
attention,2,CLEAR,NW
august,7,CLEAR,NW
awake,3,CLEAR,NW
away,13,CLEAR,NW
awesome,12,CLEAR,NW
baby,13,CLEAR,NW
back,37,CLEAR,NW
bad,16,CLEAR,NW
band,2,CLEAR,NW
bar,1,CLEAR,NW
basketball,3,CLEAR,NW
bday,6,CLEAR,NW
beach,3,CLEAR,NW
beat,3,CLEAR,NW
beautiful,9,CLEAR,NW
beauty,1,CLEAR,NW
because,12,CLEAR,NW
become,2,CLEAR,NW
bed,8,CLEAR,NW
been,22,CLEAR,NW
beer,2,CLEAR,NW
before,9,CLEAR,NW
beginning,2,CLEAR,NW
behind,5,CLEAR,NW
being,18,CLEAR,NW
believe,8,CLEAR,NW
ben,5,CLEAR,NW
best,22,CLEAR,NW
bet,1,CLEAR,NW
better,13,CLEAR,NW
between,6,CLEAR,NW
bieber,1,CLEAR,NW
big,14,CLEAR,NW
biggest,2,CLEAR,NW
bill,4,CLEAR,NW
birthday,11,CLEAR,NW
bit,5,CLEAR,NW
black,3,CLEAR,NW
blackberry,1,CLEAR,NW
