keyword,count,weather,wind_direction
000,9,CLOUDY,NW
100,4,CLOUDY,NW
1st,2,CLOUDY,NW
2010,5,CLOUDY,NW
2nd,5,CLOUDY,NW
aan,2,CLOUDY,NW
able,1,CLOUDY,NW
absolutely,2,CLOUDY,NW
account,2,CLOUDY,NW
act,4,CLOUDY,NW
action,1,CLOUDY,NW
actually,8,CLOUDY,NW
adam,1,CLOUDY,NW
add,1,CLOUDY,NW
after,22,CLOUDY,NW
afternoon,2,CLOUDY,NW
again,12,CLOUDY,NW
against,4,CLOUDY,NW
age,3,CLOUDY,NW
ago,2,CLOUDY,NW
ahead,6,CLOUDY,NW
ain,5,CLOUDY,NW
aint,7,CLOUDY,NW
air,3,CLOUDY,NW
airport,1,CLOUDY,NW
alarm,13,CLOUDY,NW
album,1,CLOUDY,NW
alive,2,CLOUDY,NW
almost,7,CLOUDY,NW
alone,5,CLOUDY,NW
along,5,CLOUDY,NW
already,11,CLOUDY,NW
alright,1,CLOUDY,NW
als,6,CLOUDY,NW
also,7,CLOUDY,NW
always,15,CLOUDY,NW
amazing,16,CLOUDY,NW
american,48,CLOUDY,NW
android,1,CLOUDY,NW
annoying,4,CLOUDY,NW
another,9,CLOUDY,NW
answer,3,CLOUDY,NW
any,13,CLOUDY,NW
anybody,3,CLOUDY,NW
anymore,4,CLOUDY,NW
anyone,14,CLOUDY,NW
anything,6,CLOUDY,NW
anyway,1,CLOUDY,NW
app,10,CLOUDY,NW
apparently,3,CLOUDY,NW
apple,1,CLOUDY,NW
arcade,6,CLOUDY,NW
around,14,CLOUDY,NW
art,4,CLOUDY,NW
arts,2,CLOUDY,NW
ask,7,CLOUDY,NW
asked,1,CLOUDY,NW
asking,2,CLOUDY,NW
asleep,3,CLOUDY,NW
ass,9,CLOUDY,NW
ate,1,CLOUDY,NW
attention,1,CLOUDY,NW
august,11,CLOUDY,NW
awake,2,CLOUDY,NW
away,6,CLOUDY,NW
awesome,7,CLOUDY,NW
baby,8,CLOUDY,NW
back,36,CLOUDY,NW
bad,16,CLOUDY,NW
band,5,CLOUDY,NW
bar,2,CLOUDY,NW
baseball,2,CLOUDY,NW
basketball,2,CLOUDY,NW
bday,3,CLOUDY,NW
beach,2,CLOUDY,NW
beat,2,CLOUDY,NW
beautiful,5,CLOUDY,NW
beauty,2,CLOUDY,NW
because,13,CLOUDY,NW
become,1,CLOUDY,NW
bed,15,CLOUDY,NW
been,21,CLOUDY,NW
beer,1,CLOUDY,NW
before,19,CLOUDY,NW
beginning,2,CLOUDY,NW
behind,7,CLOUDY,NW
