keyword,count,weather,wind_direction
000,4,CLEAR,NW
100,4,CLEAR,NW
1st,8,CLEAR,NW
2010,4,CLEAR,NW
2nd,3,CLEAR,NW
aan,4,CLEAR,NW
able,3,CLEAR,NW
absolutely,4,CLEAR,NW
account,6,CLEAR,NW
aching,2,CLEAR,NW
act,4,CLEAR,NW
action,3,CLEAR,NW
actually,7,CLEAR,NW
adam,2,CLEAR,NW
add,3,CLEAR,NW
after,19,CLEAR,NW
afternoon,1,CLEAR,NW
again,15,CLEAR,NW
against,2,CLEAR,NW
age,2,CLEAR,NW
ago,8,CLEAR,NW
ahead,1,CLEAR,NW
ain,1,CLEAR,NW
aint,3,CLEAR,NW
air,3,CLEAR,NW
airport,4,CLEAR,NW
alarm,5,CLEAR,NW
album,5,CLEAR,NW
alive,4,CLEAR,NW
almost,9,CLEAR,NW
alone,1,CLEAR,NW
along,1,CLEAR,NW
already,20,CLEAR,NW
als,1,CLEAR,NW
also,7,CLEAR,NW
always,15,CLEAR,NW
amazing,9,CLEAR,NW
american,3,CLEAR,NW
annoying,7,CLEAR,NW
another,12,CLEAR,NW
answer,5,CLEAR,NW
any,12,CLEAR,NW
anybody,2,CLEAR,NW
anymore,2,CLEAR,NW
anyone,11,CLEAR,NW
anything,12,CLEAR,NW
anyway,1,CLEAR,NW
app,2,CLEAR,NW
apparently,6,CLEAR,NW
apple,10,CLEAR,NW
arcade,16,CLEAR,NW
around,12,CLEAR,NW
art,4,CLEAR,NW
ask,9,CLEAR,NW
asked,2,CLEAR,NW
asking,3,CLEAR,NW
ass,1,CLEAR,NW
ate,2,CLEAR,NW
attention,1,CLEAR,NW
august,14,CLEAR,NW
away,13,CLEAR,NW
awesome,10,CLEAR,NW
baby,5,CLEAR,NW
back,46,CLEAR,NW
bad,15,CLEAR,NW
band,3,CLEAR,NW
bar,2,CLEAR,NW
baseball,2,CLEAR,NW
basketball,4,CLEAR,NW
bday,1,CLEAR,NW
beach,4,CLEAR,NW
beat,1,CLEAR,NW
beautiful,13,CLEAR,NW
beauty,2,CLEAR,NW
because,15,CLEAR,NW
become,2,CLEAR,NW
bed,7,CLEAR,NW
been,25,CLEAR,NW
beer,2,CLEAR,NW
before,15,CLEAR,NW
begging,1,CLEAR,NW
behind,3,CLEAR,NW
being,24,CLEAR,NW
believe,7,CLEAR,NW
ben,2,CLEAR,NW
best,30,CLEAR,NW
bet,1,CLEAR,NW
better,19,CLEAR,NW
between,6,CLEAR,NW
beyond,1,CLEAR,NW
bieber,4,CLEAR,NW
big,14,CLEAR,NW
bill,4,CLEAR,NW
birthday,6,CLEAR,NW
bit,1,CLEAR,NW
black,3,CLEAR,NW
blackberry,2,CLEAR,NW
blog,3,CLEAR,NW
blood,6,CLEAR,NW
blows,2,CLEAR,NW
blue,1,CLEAR,NW
body,7,CLEAR,NW
bomb,2,CLEAR,NW
book,9,CLEAR,NW
books,5,CLEAR,NW
boondocks,8,CLEAR,NW
bored,2,CLEAR,NW
boring,3,CLEAR,NW
both,3,CLEAR,NW
bought,5,CLEAR,NW
bout,5,CLEAR,NW
box,1,CLEAR,NW
boy,8,CLEAR,NW
boyfriend,5,CLEAR,NW
boys,7,CLEAR,NW
brain,2,CLEAR,NW
break,5,CLEAR,NW
breakfast,6,CLEAR,NW
breathing,1,CLEAR,NW
briefing,11,CLEAR,NW
bring,1,CLEAR,NW
broke,1,CLEAR,NW
broken,4,CLEAR,NW
brother,10,CLEAR,NW
brown,1,CLEAR,NW
building,1,CLEAR,NW
burn,1,CLEAR,NW
burning,2,CLEAR,NW
bus,4,CLEAR,NW
business,7,CLEAR,NW
busy,9,CLEAR,NW
buy,10,CLEAR,NW
bye,5,CLEAR,NW
cake,4,CLEAR,NW
call,12,CLEAR,NW
called,9,CLEAR,NW
calling,3,CLEAR,NW
calls,3,CLEAR,NW
came,1,CLEAR,NW
camp,2,CLEAR,NW
cannot,6,CLEAR,NW
cant,11,CLEAR,NW
car,7,CLEAR,NW
card,4,CLEAR,NW
care,1,CLEAR,NW
cars,22,CLEAR,NW
