keyword,count,weather,wind_direction
000,1,CLOUDY,NW
100,3,CLOUDY,NW
1st,2,CLOUDY,NW
2010,14,CLOUDY,NW
2nd,2,CLOUDY,NW
aan,3,CLOUDY,NW
able,5,CLOUDY,NW
accident,2,CLOUDY,NW
account,2,CLOUDY,NW
act,6,CLOUDY,NW
action,5,CLOUDY,NW
actually,13,CLOUDY,NW
adam,2,CLOUDY,NW
add,2,CLOUDY,NW
after,13,CLOUDY,NW
afternoon,2,CLOUDY,NW
again,21,CLOUDY,NW
against,5,CLOUDY,NW
age,2,CLOUDY,NW
ago,3,CLOUDY,NW
ain,3,CLOUDY,NW
aint,1,CLOUDY,NW
air,3,CLOUDY,NW
airport,3,CLOUDY,NW
alarm,6,CLOUDY,NW
album,4,CLOUDY,NW
almost,6,CLOUDY,NW
alone,6,CLOUDY,NW
along,1,CLOUDY,NW
already,15,CLOUDY,NW
alright,2,CLOUDY,NW
als,2,CLOUDY,NW
also,5,CLOUDY,NW
always,22,CLOUDY,NW
amazing,8,CLOUDY,NW
american,2,CLOUDY,NW
android,2,CLOUDY,NW
annoying,3,CLOUDY,NW
another,10,CLOUDY,NW
answer,3,CLOUDY,NW
any,13,CLOUDY,NW
anybody,1,CLOUDY,NW
anymore,5,CLOUDY,NW
anyone,13,CLOUDY,NW
anything,12,CLOUDY,NW
anyway,6,CLOUDY,NW
app,5,CLOUDY,NW
apparently,2,CLOUDY,NW
appetite,1,CLOUDY,NW
apple,4,CLOUDY,NW
arcade,5,CLOUDY,NW
around,14,CLOUDY,NW
art,3,CLOUDY,NW
arts,1,CLOUDY,NW
ask,6,CLOUDY,NW
asked,7,CLOUDY,NW
asking,1,CLOUDY,NW
asleep,5,CLOUDY,NW
ass,6,CLOUDY,NW
ate,3,CLOUDY,NW
attention,2,CLOUDY,NW
august,12,CLOUDY,NW
awake,4,CLOUDY,NW
away,13,CLOUDY,NW
awesome,12,CLOUDY,NW
baby,8,CLOUDY,NW
back,49,CLOUDY,NW
bad,24,CLOUDY,NW
band,3,CLOUDY,NW
bar,2,CLOUDY,NW
baseball,1,CLOUDY,NW
bday,3,CLOUDY,NW
beach,3,CLOUDY,NW
beat,3,CLOUDY,NW
beautiful,10,CLOUDY,NW
beauty,3,CLOUDY,NW
because,22,CLOUDY,NW
become,2,CLOUDY,NW
bed,12,CLOUDY,NW
been,16,CLOUDY,NW
beer,4,CLOUDY,NW
before,13,CLOUDY,NW
behind,6,CLOUDY,NW
being,24,CLOUDY,NW
believe,6,CLOUDY,NW
ben,4,CLOUDY,NW
best,18,CLOUDY,NW
bet,2,CLOUDY,NW
better,26,CLOUDY,NW
between,4,CLOUDY,NW
beyond,4,CLOUDY,NW
bieber,2,CLOUDY,NW
big,12,CLOUDY,NW
biggest,5,CLOUDY,NW
birthday,7,CLOUDY,NW
bit,11,CLOUDY,NW
black,6,CLOUDY,NW
blackberry,1,CLOUDY,NW
blood,4,CLOUDY,NW
blows,4,CLOUDY,NW
blue,4,CLOUDY,NW
body,3,CLOUDY,NW
bomb,2,CLOUDY,NW
book,7,CLOUDY,NW
books,3,CLOUDY,NW
boondocks,4,CLOUDY,NW
bored,4,CLOUDY,NW
boring,2,CLOUDY,NW
both,7,CLOUDY,NW
bought,4,CLOUDY,NW
bout,3,CLOUDY,NW
boy,9,CLOUDY,NW
boyfriend,1,CLOUDY,NW
boys,6,CLOUDY,NW
brain,3,CLOUDY,NW
break,6,CLOUDY,NW
breakfast,4,CLOUDY,NW
breath,1,CLOUDY,NW
briefing,7,CLOUDY,NW
briefly,1,CLOUDY,NW
bring,4,CLOUDY,NW
bro,2,CLOUDY,NW
broke,3,CLOUDY,NW
broken,2,CLOUDY,NW
brother,5,CLOUDY,NW
brown,2,CLOUDY,NW
building,3,CLOUDY,NW
burn,3,CLOUDY,NW
burning,1,CLOUDY,NW
bus,4,CLOUDY,NW
business,4,CLOUDY,NW
busy,4,CLOUDY,NW
buy,7,CLOUDY,NW
bye,2,CLOUDY,NW
call,12,CLOUDY,NW
called,9,CLOUDY,NW
calling,1,CLOUDY,NW
calls,2,CLOUDY,NW
came,2,CLOUDY,NW
camp,4,CLOUDY,NW
cannot,3,CLOUDY,NW
cant,9,CLOUDY,NW
car,11,CLOUDY,NW
card,2,CLOUDY,NW
care,8,CLOUDY,NW
cars,22,CLOUDY,NW
case,3,CLOUDY,NW
cat,5,CLOUDY,NW
catch,3,CLOUDY,NW
caught,3,CLOUDY,NW
cause,4,CLOUDY,NW
causing,1,CLOUDY,NW
chance,3,CLOUDY,NW
change,10,CLOUDY,NW
changed,3,CLOUDY,NW
channel,3,CLOUDY,NW
character,1,CLOUDY,NW
check,11,CLOUDY,NW
cheese,1,CLOUDY,NW
chest,1,CLOUDY,NW
chick,2,CLOUDY,NW
chicken,5,CLOUDY,NW
