keyword,count,weather,wind_direction
000,3,CLEAR,WNW
100,6,CLEAR,WNW
1st,14,CLEAR,WNW
2010,8,CLEAR,WNW
2nd,13,CLEAR,WNW
aan,6,CLEAR,WNW
able,5,CLEAR,WNW
absolutely,7,CLEAR,WNW
account,4,CLEAR,WNW
act,7,CLEAR,WNW
action,6,CLEAR,WNW
actually,17,CLEAR,WNW
add,7,CLEAR,WNW
after,46,CLEAR,WNW
afternoon,7,CLEAR,WNW
again,49,CLEAR,WNW
against,11,CLEAR,WNW
age,3,CLEAR,WNW
ago,6,CLEAR,WNW
ahead,3,CLEAR,WNW
ain,3,CLEAR,WNW
aint,14,CLEAR,WNW
air,5,CLEAR,WNW
airport,4,CLEAR,WNW
alarm,11,CLEAR,WNW
album,6,CLEAR,WNW
alive,7,CLEAR,WNW
almost,20,CLEAR,WNW
alone,10,CLEAR,WNW
along,4,CLEAR,WNW
already,25,CLEAR,WNW
alright,5,CLEAR,WNW
als,11,CLEAR,WNW
also,23,CLEAR,WNW
always,34,CLEAR,WNW
amazing,23,CLEAR,WNW
american,45,CLEAR,WNW
android,3,CLEAR,WNW
annoying,16,CLEAR,WNW
another,30,CLEAR,WNW
answer,10,CLEAR,WNW
any,22,CLEAR,WNW
anybody,4,CLEAR,WNW
anymore,4,CLEAR,WNW
anyone,26,CLEAR,WNW
anything,28,CLEAR,WNW
anytime,2,CLEAR,WNW
anyway,8,CLEAR,WNW
app,5,CLEAR,WNW
apparently,12,CLEAR,WNW
apple,6,CLEAR,WNW
arcade,17,CLEAR,WNW
around,29,CLEAR,WNW
art,31,CLEAR,WNW
arts,18,CLEAR,WNW
ask,15,CLEAR,WNW
asked,7,CLEAR,WNW
asking,4,CLEAR,WNW
asleep,8,CLEAR,WNW
ass,5,CLEAR,WNW
attention,2,CLEAR,WNW
august,16,CLEAR,WNW
awake,5,CLEAR,WNW
away,18,CLEAR,WNW
awesome,5,CLEAR,WNW
baby,28,CLEAR,WNW
back,80,CLEAR,WNW
bad,49,CLEAR,WNW
band,8,CLEAR,WNW
bar,3,CLEAR,WNW
baseball,1,CLEAR,WNW
basketball,5,CLEAR,WNW
bday,12,CLEAR,WNW
beach,6,CLEAR,WNW
beat,5,CLEAR,WNW
beautiful,15,CLEAR,WNW
beauty,5,CLEAR,WNW
because,38,CLEAR,WNW
become,4,CLEAR,WNW
bed,44,CLEAR,WNW
been,41,CLEAR,WNW
beer,1,CLEAR,WNW
before,25,CLEAR,WNW
beg,1,CLEAR,WNW
begging,1,CLEAR,WNW
beginning,4,CLEAR,WNW
behind,8,CLEAR,WNW
being,46,CLEAR,WNW
believe,14,CLEAR,WNW
ben,6,CLEAR,WNW
best,72,CLEAR,WNW
bet,4,CLEAR,WNW
better,55,CLEAR,WNW
between,6,CLEAR,WNW
beyond,3,CLEAR,WNW
bieber,6,CLEAR,WNW
big,33,CLEAR,WNW
biggest,6,CLEAR,WNW
bill,4,CLEAR,WNW
birthday,16,CLEAR,WNW
bit,11,CLEAR,WNW
black,11,CLEAR,WNW
blackberry,4,CLEAR,WNW
blog,4,CLEAR,WNW
blood,14,CLEAR,WNW
blue,4,CLEAR,WNW
body,14,CLEAR,WNW
bomb,7,CLEAR,WNW
book,18,CLEAR,WNW
books,15,CLEAR,WNW
boondocks,3,CLEAR,WNW
bored,13,CLEAR,WNW
boring,10,CLEAR,WNW
both,10,CLEAR,WNW
bought,2,CLEAR,WNW
bout,17,CLEAR,WNW
box,9,CLEAR,WNW
boy,22,CLEAR,WNW
boyfriend,3,CLEAR,WNW
boys,5,CLEAR,WNW
brain,5,CLEAR,WNW
break,19,CLEAR,WNW
breakfast,3,CLEAR,WNW
breath,2,CLEAR,WNW
briefing,4,CLEAR,WNW
briefly,17,CLEAR,WNW
bring,11,CLEAR,WNW
bro,4,CLEAR,WNW
broke,3,CLEAR,WNW
broken,10,CLEAR,WNW
brother,24,CLEAR,WNW
brown,5,CLEAR,WNW
building,4,CLEAR,WNW
burn,7,CLEAR,WNW
burning,2,CLEAR,WNW
bus,6,CLEAR,WNW
business,11,CLEAR,WNW
busy,9,CLEAR,WNW
buy,7,CLEAR,WNW
bye,3,CLEAR,WNW
cake,6,CLEAR,WNW
call,21,CLEAR,WNW
called,15,CLEAR,WNW
calling,8,CLEAR,WNW
calls,3,CLEAR,WNW
came,5,CLEAR,WNW
camp,8,CLEAR,WNW
cannot,9,CLEAR,WNW
cant,11,CLEAR,WNW
car,20,CLEAR,WNW
card,4,CLEAR,WNW
care,18,CLEAR,WNW
cars,34,CLEAR,WNW
case,12,CLEAR,WNW
cat,4,CLEAR,WNW
catch,10,CLEAR,WNW
caught,2,CLEAR,WNW
cause,18,CLEAR,WNW
chance,5,CLEAR,WNW
change,17,CLEAR,WNW
changed,8,CLEAR,WNW
channel,15,CLEAR,WNW
character,6,CLEAR,WNW
check,10,CLEAR,WNW
cheer,3,CLEAR,WNW
cheese,4,CLEAR,WNW
chick,9,CLEAR,WNW
chicken,6,CLEAR,WNW
child,5,CLEAR,WNW
children,4,CLEAR,WNW
china,2,CLEAR,WNW
chocolate,13,CLEAR,WNW
choice,10,CLEAR,WNW
chris,7,CLEAR,WNW
christmas,3,CLEAR,WNW
church,4,CLEAR,WNW
city,18,CLEAR,WNW
class,6,CLEAR,WNW
clean,7,CLEAR,WNW
cleaning,6,CLEAR,WNW
close,18,CLEAR,WNW
closed,4,CLEAR,WNW
clothes,3,CLEAR,WNW
club,11,CLEAR,WNW
coffee,8,CLEAR,WNW
cold,10,CLEAR,WNW
college,3,CLEAR,WNW
com,2,CLEAR,WNW
come,32,CLEAR,WNW
comes,12,CLEAR,WNW
comic,3,CLEAR,WNW
coming,36,CLEAR,WNW
company,2,CLEAR,WNW
complete,4,CLEAR,WNW
completely,6,CLEAR,WNW
computer,7,CLEAR,WNW
con,4,CLEAR,WNW
concert,2,CLEAR,WNW
constant,1,CLEAR,WNW
control,5,CLEAR,WNW
cook,1,CLEAR,WNW
cooking,5,CLEAR,WNW
cool,24,CLEAR,WNW
cough,3,CLEAR,WNW
could,22,CLEAR,WNW
count,2,CLEAR,WNW
country,5,CLEAR,WNW
couple,4,CLEAR,WNW
course,5,CLEAR,WNW
cousin,8,CLEAR,WNW
crap,3,CLEAR,WNW
crazy,22,CLEAR,WNW
cream,4,CLEAR,WNW
crisis,9,CLEAR,WNW
cry,10,CLEAR,WNW
crying,5,CLEAR,WNW
cup,7,CLEAR,WNW
currently,9,CLEAR,WNW
cut,9,CLEAR,WNW
cute,19,CLEAR,WNW
cuz,27,CLEAR,WNW
dad,21,CLEAR,WNW
dan,8,CLEAR,WNW
dance,16,CLEAR,WNW
dark,4,CLEAR,WNW
dat,34,CLEAR,WNW
date,2,CLEAR,WNW
david,7,CLEAR,WNW
days,41,CLEAR,WNW
dead,18,CLEAR,WNW
deal,6,CLEAR,WNW
dear,6,CLEAR,WNW
death,9,CLEAR,WNW
debate,4,CLEAR,WNW
decided,1,CLEAR,WNW
deep,8,CLEAR,WNW
definitely,5,CLEAR,WNW
depressing,2,CLEAR,WNW
design,2,CLEAR,WNW
desire,3,CLEAR,WNW
did,26,CLEAR,WNW
didn,14,CLEAR,WNW
didnt,4,CLEAR,WNW
die,23,CLEAR,WNW
dies,1,CLEAR,WNW
difference,2,CLEAR,WNW
different,20,CLEAR,WNW
difficult,4,CLEAR,WNW
digging,2,CLEAR,WNW
dinner,9,CLEAR,WNW
dis,9,CLEAR,WNW
disaster,14,CLEAR,WNW
dit,14,CLEAR,WNW
dnt,6,CLEAR,WNW
doctor,4,CLEAR,WNW
does,24,CLEAR,WNW
doesn,15,CLEAR,WNW
dog,3,CLEAR,WNW
doing,25,CLEAR,WNW
don,88,CLEAR,WNW
done,32,CLEAR,WNW
dont,34,CLEAR,WNW
door,4,CLEAR,WNW
down,46,CLEAR,WNW
dreadful,1,CLEAR,WNW
dream,19,CLEAR,WNW
dreams,3,CLEAR,WNW
drink,8,CLEAR,WNW
drinking,5,CLEAR,WNW
drive,16,CLEAR,WNW
driving,11,CLEAR,WNW
drug,4,CLEAR,WNW
drunk,9,CLEAR,WNW
dry,6,CLEAR,WNW
dude,16,CLEAR,WNW
due,3,CLEAR,WNW
dumb,4,CLEAR,WNW
during,6,CLEAR,WNW
dying,3,CLEAR,WNW
each,9,CLEAR,WNW
early,14,CLEAR,WNW
earth,8,CLEAR,WNW
earthquake,1,CLEAR,WNW
easy,17,CLEAR,WNW
eat,10,CLEAR,WNW
eating,9,CLEAR,WNW
echt,17,CLEAR,WNW
een,26,CLEAR,WNW
either,11,CLEAR,WNW
else,24,CLEAR,WNW
end,18,CLEAR,WNW
energy,2,CLEAR,WNW
english,5,CLEAR,WNW
enjoy,7,CLEAR,WNW
enjoying,5,CLEAR,WNW
enough,25,CLEAR,WNW
epic,2,CLEAR,WNW
episode,10,CLEAR,WNW
eric,5,CLEAR,WNW
especially,5,CLEAR,WNW
even,56,CLEAR,WNW
evening,5,CLEAR,WNW
ever,49,CLEAR,WNW
every,32,CLEAR,WNW
everybody,11,CLEAR,WNW
everyday,7,CLEAR,WNW
everyone,44,CLEAR,WNW
everything,25,CLEAR,WNW
everywhere,3,CLEAR,WNW
evil,6,CLEAR,WNW
exactly,3,CLEAR,WNW
except,3,CLEAR,WNW
excited,16,CLEAR,WNW
experience,12,CLEAR,WNW
extra,1,CLEAR,WNW
extremely,2,CLEAR,WNW
eye,5,CLEAR,WNW
eyes,14,CLEAR,WNW
face,17,CLEAR,WNW
facebook,13,CLEAR,WNW
fact,7,CLEAR,WNW
fail,3,CLEAR,WNW
fair,5,CLEAR,WNW
faith,1,CLEAR,WNW
fake,4,CLEAR,WNW
fall,11,CLEAR,WNW
falling,7,CLEAR,WNW
family,22,CLEAR,WNW
fan,6,CLEAR,WNW
fans,2,CLEAR,WNW
far,23,CLEAR,WNW
fashion,5,CLEAR,WNW
fast,12,CLEAR,WNW
fat,4,CLEAR,WNW
father,6,CLEAR,WNW
fav,4,CLEAR,WNW
