keyword,count,weather,wind_direction
100,2,CLEAR,NW
1st,5,CLEAR,NW
2010,7,CLEAR,NW
aan,2,CLEAR,NW
able,1,CLEAR,NW
absolutely,3,CLEAR,NW
act,2,CLEAR,NW
action,1,CLEAR,NW
actually,6,CLEAR,NW
adam,2,CLEAR,NW
add,3,CLEAR,NW
after,11,CLEAR,NW
afternoon,1,CLEAR,NW
again,14,CLEAR,NW
against,2,CLEAR,NW
age,3,CLEAR,NW
ago,2,CLEAR,NW
ahead,2,CLEAR,NW
aint,1,CLEAR,NW
air,4,CLEAR,NW
airport,1,CLEAR,NW
alarm,6,CLEAR,NW
album,3,CLEAR,NW
alive,2,CLEAR,NW
almost,10,CLEAR,NW
alone,3,CLEAR,NW
along,4,CLEAR,NW
already,14,CLEAR,NW
also,8,CLEAR,NW
always,13,CLEAR,NW
amazing,6,CLEAR,NW
american,1,CLEAR,NW
android,23,CLEAR,NW
annoying,1,CLEAR,NW
another,9,CLEAR,NW
answer,3,CLEAR,NW
any,10,CLEAR,NW
anybody,1,CLEAR,NW
anymore,4,CLEAR,NW
anyone,6,CLEAR,NW
anything,6,CLEAR,NW
anyway,2,CLEAR,NW
app,5,CLEAR,NW
apparently,2,CLEAR,NW
apple,3,CLEAR,NW
arcade,6,CLEAR,NW
around,8,CLEAR,NW
art,3,CLEAR,NW
arts,1,CLEAR,NW
ask,1,CLEAR,NW
asked,1,CLEAR,NW
asking,2,CLEAR,NW
asleep,2,CLEAR,NW
ass,5,CLEAR,NW
ate,4,CLEAR,NW
attention,1,CLEAR,NW
august,4,CLEAR,NW
awake,5,CLEAR,NW
away,9,CLEAR,NW
awesome,8,CLEAR,NW
baby,12,CLEAR,NW
back,31,CLEAR,NW
bad,12,CLEAR,NW
band,4,CLEAR,NW
basketball,2,CLEAR,NW
bday,2,CLEAR,NW
beach,1,CLEAR,NW
beautiful,3,CLEAR,NW
beauty,4,CLEAR,NW
because,10,CLEAR,NW
become,6,CLEAR,NW
bed,13,CLEAR,NW
been,14,CLEAR,NW
beer,2,CLEAR,NW
before,10,CLEAR,NW
beginning,1,CLEAR,NW
behind,5,CLEAR,NW
being,14,CLEAR,NW
believe,7,CLEAR,NW
ben,1,CLEAR,NW
best,20,CLEAR,NW
bet,2,CLEAR,NW
better,13,CLEAR,NW
between,2,CLEAR,NW
beyond,1,CLEAR,NW
bieber,3,CLEAR,NW
big,10,CLEAR,NW
biggest,1,CLEAR,NW
bill,1,CLEAR,NW
birthday,4,CLEAR,NW
bit,3,CLEAR,NW
black,1,CLEAR,NW
blackberry,3,CLEAR,NW
blog,6,CLEAR,NW
blood,3,CLEAR,NW
body,2,CLEAR,NW
bomb,5,CLEAR,NW
book,8,CLEAR,NW
books,1,CLEAR,NW
boondocks,7,CLEAR,NW
bored,6,CLEAR,NW
boring,3,CLEAR,NW
