keyword,count,weather,wind_direction
000,2,CLEAR,W
100,6,CLEAR,W
1st,5,CLEAR,W
2010,15,CLEAR,W
2nd,7,CLEAR,W
able,7,CLEAR,W
absolutely,4,CLEAR,W
accident,2,CLEAR,W
account,4,CLEAR,W
aching,1,CLEAR,W
act,5,CLEAR,W
actually,6,CLEAR,W
adam,2,CLEAR,W
after,16,CLEAR,W
afternoon,3,CLEAR,W
again,17,CLEAR,W
against,5,CLEAR,W
age,2,CLEAR,W
ago,8,CLEAR,W
ahead,1,CLEAR,W
ain,5,CLEAR,W
aint,4,CLEAR,W
air,5,CLEAR,W
airport,2,CLEAR,W
alarm,8,CLEAR,W
album,8,CLEAR,W
alive,3,CLEAR,W
almost,8,CLEAR,W
alone,3,CLEAR,W
along,4,CLEAR,W
already,12,CLEAR,W
alright,4,CLEAR,W
als,1,CLEAR,W
also,3,CLEAR,W
always,16,CLEAR,W
amazing,22,CLEAR,W
american,3,CLEAR,W
android,2,CLEAR,W
another,7,CLEAR,W
answer,4,CLEAR,W
any,22,CLEAR,W
anybody,1,CLEAR,W
anymore,2,CLEAR,W
anyone,17,CLEAR,W
anything,6,CLEAR,W
anytime,5,CLEAR,W
anyway,2,CLEAR,W
app,3,CLEAR,W
apparently,2,CLEAR,W
apple,4,CLEAR,W
arcade,20,CLEAR,W
around,17,CLEAR,W
art,3,CLEAR,W
arts,3,CLEAR,W
ask,7,CLEAR,W
asked,1,CLEAR,W
asking,3,CLEAR,W
asleep,7,CLEAR,W
ass,5,CLEAR,W
ate,3,CLEAR,W
attention,4,CLEAR,W
august,6,CLEAR,W
awake,3,CLEAR,W
away,8,CLEAR,W
awesome,26,CLEAR,W
baby,17,CLEAR,W
back,45,CLEAR,W
bad,18,CLEAR,W
band,2,CLEAR,W
bar,1,CLEAR,W
baseball,1,CLEAR,W
basketball,5,CLEAR,W
beach,2,CLEAR,W
beat,2,CLEAR,W
beautiful,11,CLEAR,W
beauty,2,CLEAR,W
because,22,CLEAR,W
become,4,CLEAR,W
bed,11,CLEAR,W
been,23,CLEAR,W
beer,3,CLEAR,W
before,15,CLEAR,W
beginning,3,CLEAR,W
behind,4,CLEAR,W
being,30,CLEAR,W
believe,9,CLEAR,W
ben,1,CLEAR,W
best,32,CLEAR,W
bet,2,CLEAR,W
better,38,CLEAR,W
between,5,CLEAR,W
beyond,4,CLEAR,W
bieber,3,CLEAR,W
big,22,CLEAR,W
bill,9,CLEAR,W
birthday,2,CLEAR,W
bit,3,CLEAR,W
black,7,CLEAR,W
blackberry,1,CLEAR,W
blog,4,CLEAR,W
blood,4,CLEAR,W
blows,1,CLEAR,W
blue,5,CLEAR,W
body,3,CLEAR,W
bomb,1,CLEAR,W
book,10,CLEAR,W
books,8,CLEAR,W
boondocks,8,CLEAR,W
bored,8,CLEAR,W
boring,4,CLEAR,W
both,6,CLEAR,W
bought,11,CLEAR,W
bout,2,CLEAR,W
box,4,CLEAR,W
boy,4,CLEAR,W
boyfriend,2,CLEAR,W
boys,1,CLEAR,W
brain,5,CLEAR,W
break,7,CLEAR,W
breakfast,4,CLEAR,W
breath,1,CLEAR,W
breathing,1,CLEAR,W
briefing,5,CLEAR,W
briefly,3,CLEAR,W
bring,5,CLEAR,W
bro,1,CLEAR,W
broke,1,CLEAR,W
broken,5,CLEAR,W
brother,7,CLEAR,W
brown,4,CLEAR,W
building,3,CLEAR,W
burn,5,CLEAR,W
burning,1,CLEAR,W
bus,2,CLEAR,W
business,1,CLEAR,W
busy,6,CLEAR,W
buy,11,CLEAR,W
bye,2,CLEAR,W
cake,1,CLEAR,W
call,9,CLEAR,W
called,3,CLEAR,W
calling,3,CLEAR,W
calls,2,CLEAR,W
came,3,CLEAR,W
camp,5,CLEAR,W
cannot,5,CLEAR,W
cant,9,CLEAR,W
car,7,CLEAR,W
care,6,CLEAR,W
cars,13,CLEAR,W
case,4,CLEAR,W
cat,1,CLEAR,W
catch,3,CLEAR,W
caught,4,CLEAR,W
cause,9,CLEAR,W
chance,3,CLEAR,W
change,15,CLEAR,W
changed,4,CLEAR,W
channel,4,CLEAR,W
character,3,CLEAR,W
check,6,CLEAR,W
cheer,1,CLEAR,W
cheese,2,CLEAR,W
chest,1,CLEAR,W
chick,1,CLEAR,W
chicken,10,CLEAR,W
child,10,CLEAR,W
children,13,CLEAR,W
china,1,CLEAR,W
chocolate,2,CLEAR,W
choice,6,CLEAR,W
chris,2,CLEAR,W
christmas,5,CLEAR,W
church,5,CLEAR,W
city,3,CLEAR,W
class,5,CLEAR,W
clean,6,CLEAR,W
cleaning,4,CLEAR,W
close,8,CLEAR,W
closed,3,CLEAR,W
clothes,1,CLEAR,W
club,6,CLEAR,W
coffee,4,CLEAR,W
cold,5,CLEAR,W
college,2,CLEAR,W
com,2,CLEAR,W
come,13,CLEAR,W
comes,4,CLEAR,W
coming,20,CLEAR,W
company,2,CLEAR,W
complete,1,CLEAR,W
completely,3,CLEAR,W
computer,7,CLEAR,W
con,3,CLEAR,W
concert,2,CLEAR,W
control,3,CLEAR,W
convention,108,CLEAR,W
convetion,12,CLEAR,W
cook,1,CLEAR,W
cooking,2,CLEAR,W
cool,14,CLEAR,W
cough,1,CLEAR,W
could,21,CLEAR,W
count,3,CLEAR,W
country,2,CLEAR,W
couple,4,CLEAR,W
course,3,CLEAR,W
cousin,2,CLEAR,W
crap,1,CLEAR,W
crazy,7,CLEAR,W
cream,2,CLEAR,W
crisis,10,CLEAR,W
cry,5,CLEAR,W
crying,3,CLEAR,W
cup,3,CLEAR,W
currently,3,CLEAR,W
cut,8,CLEAR,W
cute,7,CLEAR,W
cuz,10,CLEAR,W
dad,5,CLEAR,W
dan,5,CLEAR,W
dance,3,CLEAR,W
dark,6,CLEAR,W
dat,4,CLEAR,W
date,3,CLEAR,W
days,20,CLEAR,W
dead,7,CLEAR,W
deal,12,CLEAR,W
dear,1,CLEAR,W
death,9,CLEAR,W
debate,1,CLEAR,W
deep,1,CLEAR,W
definitely,3,CLEAR,W
design,1,CLEAR,W
desire,2,CLEAR,W
did,10,CLEAR,W
didn,6,CLEAR,W
didnt,4,CLEAR,W
die,9,CLEAR,W
difference,4,CLEAR,W
different,4,CLEAR,W
difficult,1,CLEAR,W
dinner,2,CLEAR,W
dis,4,CLEAR,W
disaster,16,CLEAR,W
dnt,3,CLEAR,W
does,16,CLEAR,W
doesn,13,CLEAR,W
dog,4,CLEAR,W
doing,10,CLEAR,W
don,58,CLEAR,W
done,14,CLEAR,W
dont,16,CLEAR,W
door,4,CLEAR,W
down,21,CLEAR,W
dream,4,CLEAR,W
dreams,3,CLEAR,W
drink,3,CLEAR,W
drinking,2,CLEAR,W
drive,6,CLEAR,W
driving,3,CLEAR,W
drug,1,CLEAR,W
drunk,1,CLEAR,W
dude,7,CLEAR,W
due,3,CLEAR,W
dumb,2,CLEAR,W
during,2,CLEAR,W
dying,7,CLEAR,W
each,2,CLEAR,W
early,12,CLEAR,W
earth,3,CLEAR,W
easy,4,CLEAR,W
eat,4,CLEAR,W
eating,5,CLEAR,W
echt,5,CLEAR,W
een,2,CLEAR,W
either,4,CLEAR,W
else,9,CLEAR,W
end,19,CLEAR,W
english,2,CLEAR,W
enjoy,4,CLEAR,W
enough,11,CLEAR,W
epic,5,CLEAR,W
episode,12,CLEAR,W
eric,3,CLEAR,W
especially,2,CLEAR,W
even,26,CLEAR,W
evening,3,CLEAR,W
ever,14,CLEAR,W
every,21,CLEAR,W
everybody,9,CLEAR,W
everyone,36,CLEAR,W
everything,7,CLEAR,W
evil,3,CLEAR,W
exactly,1,CLEAR,W
